seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIRO010000073.1	1119	No terminal repeats	2	11	1.0000	NA	1	3.4366	T_virB6	NA
JAYIRO010000052.1	12707	No terminal repeats	15	11	1.0000	NA	3	12.5045	B_traI;T_virB6;MOBH	NA
JAYIRO010000056.1	6639	No terminal repeats	8	11	1.0000	NA	0	5.4218	NA	NA
JAYIRO010000063.1	2788	No terminal repeats	4	11	1.0000	NA	1	3.4366	T_virB6	NA
JAYIRO010000048.1	22956	No terminal repeats	22	11	1.0000	NA	0	11.3742	NA	NA
JAYIRO010000060.1	3819	No terminal repeats	6	11	0.9999	NA	1	3.4366	T_virB6	NA
JAYIRO010000061.1	3576	No terminal repeats	2	11	0.9999	NA	1	1.3505	t4cp2	NA
JAYIRO010000040.1	34585	No terminal repeats	31	11	0.9999	NA	0	2.6135	NA	NA
JAYIRO010000053.1	12054	No terminal repeats	12	11	0.9998	NA	5	5.9092	virb4;T_virB2;T_virB9;T_virB8	NA
JAYIRO010000039.1	35354	No terminal repeats	40	11	0.9997	NA	0	9.5630	NA	NA
JAYIRO010000033.1	46823	No terminal repeats	39	11	0.9989	NA	1	1.2110	NA	NA
JAYIRO010000047.1	24044	No terminal repeats	21	11	0.9985	NA	0	3.3335	NA	NA
JAYIRO010000055.1	6830	No terminal repeats	8	11	0.9886	NA	0	2.1638	NA	NA
JAYIRO010000051.1	12793	No terminal repeats	6	11	0.9733	NA	0	1.0831	NA	NA
JAYIRO010000049.1	21118	No terminal repeats	11	11	0.9631	NA	0	0.8600	NA	NA
