seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIQW010000089.1	4793	No terminal repeats	8	11	1.0000	NA	1	0.8764	NA	NA
JAYIQW010000066.1	19825	No terminal repeats	25	11	0.9999	NA	2	9.8486	T_virB3	NA
JAYIQW010000022.1	73524	No terminal repeats	61	11	0.9999	NA	17	27.3399	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAYIQW010000085.1	6115	No terminal repeats	5	11	0.9999	NA	0	0.8399	NA	NA
JAYIQW010000076.1	10725	No terminal repeats	5	11	0.9999	NA	1	2.4488	NA	NA
JAYIQW010000058.1	31599	No terminal repeats	34	11	0.9998	NA	0	9.8590	NA	NA
JAYIQW010000080.1	9007	No terminal repeats	9	11	0.9995	NA	0	0.9870	NA	NA
JAYIQW010000094.1	4061	No terminal repeats	5	11	0.9980	NA	0	1.1242	NA	NA
JAYIQW010000073.1	14851	No terminal repeats	12	11	0.9859	NA	0	1.1230	NA	NA
JAYIQW010000048.1	36150	No terminal repeats	28	11	0.9706	NA	0	2.2085	NA	NA
JAYIQW010000072.1	14996	No terminal repeats	18	11	0.9568	NA	0	0.8214	NA	NA
JAYIQW010000082.1	7636	No terminal repeats	8	11	0.9514	NA	0	0.8861	NA	NF000496
