seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIMO010000065.1	859	No terminal repeats	2	11	1.0000	NA	1	3.4366	T_virB6	NA
JAYIMO010000048.1	3568	No terminal repeats	5	11	1.0000	NA	0	2.9906	NA	NA
JAYIMO010000039.1	9675	No terminal repeats	10	11	1.0000	NA	2	8.9978	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23	NA
JAYIMO010000047.1	4074	No terminal repeats	6	11	1.0000	NA	1	3.4366	T_virB6	NA
JAYIMO010000038.1	11700	ITR	10	11	1.0000	NA	2	5.1548	B_traI;T_virB6	NA
JAYIMO010000036.1	18118	No terminal repeats	19	11	0.9999	NA	0	3.1964	NA	NA
JAYIMO010000066.1	541	No terminal repeats	1	11	0.9999	NA	1	1.7183	T_virB6	NA
JAYIMO010000025.1	47397	No terminal repeats	48	11	0.9998	NA	0	10.9178	NA	NA
JAYIMO010000033.1	20313	No terminal repeats	18	11	0.9998	NA	6	6.5927	T_virB8;T_virB9;T_virB2;T_virB3;virb4	NA
JAYIMO010000040.1	9651	No terminal repeats	7	11	0.9520	NA	0	0.2071	NA	NA
