seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIMW010000034.1	38567	No terminal repeats	39	11	1.0000	NA	17	34.8978	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4;G_tfc15;G_tfc14;G_tfc13;G_tfc12;G_tfc11;G_tfc10;G_tfc9;G_tfc8;G_tfc7;t4cp1;G_tfc5;T_virB1;G_tfc3;G_tfc2	NA
JAYIMW010000035.1	38424	DTR	43	11	1.0000	NA	10	20.0587	I_traV;T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JAYIMW010000048.1	16119	No terminal repeats	18	11	1.0000	NA	1	4.1647	NA	NA
JAYIMW010000052.1	8527	No terminal repeats	8	11	0.9999	NA	0	2.5688	NA	NA
JAYIMW010000057.1	3179	No terminal repeats	4	11	0.9999	NA	1	3.4366	T_virB6	NA
JAYIMW010000037.1	37772	No terminal repeats	39	11	0.9998	NA	0	11.2812	NA	NA
JAYIMW010000026.1	59425	No terminal repeats	55	11	0.9997	NA	2	0.7925	MOBQ;T_virB11	NA
JAYIMW010000053.1	8046	No terminal repeats	10	11	0.9996	NA	0	0.7327	NA	NA
JAYIMW010000059.1	2707	No terminal repeats	3	11	0.9977	NA	2	2.6906	T_virB6;virb4	NA
JAYIMW010000038.1	36732	No terminal repeats	30	11	0.9973	NA	0	3.3434	NA	NA
JAYIMW010000044.1	27423	No terminal repeats	26	11	0.9914	NA	0	1.6063	NA	NA
JAYIMW010000051.1	9649	No terminal repeats	7	11	0.9658	NA	0	0.2071	NA	NA
