seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYISY010000032.1	40580	No terminal repeats	40	11	1.0000	NA	17	34.8978	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAYISY010000045.1	16479	No terminal repeats	20	11	1.0000	NA	1	4.1647	NA	NA
JAYISY010000033.1	38568	DTR	43	11	1.0000	NA	10	20.0587	I_traV;T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JAYISY010000050.1	8475	No terminal repeats	8	11	1.0000	NA	0	2.5688	NA	NA
JAYISY010000030.1	44997	DTR	54	11	0.9999	NA	10	24.3078	T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;MOBP1	NA
JAYISY010000058.1	3179	No terminal repeats	4	11	0.9999	NA	1	3.4366	T_virB6	NA
JAYISY010000035.1	37771	No terminal repeats	39	11	0.9998	NA	0	11.2812	NA	NA
JAYISY010000053.1	8046	No terminal repeats	10	11	0.9993	NA	0	0.7327	NA	NA
JAYISY010000060.1	2707	No terminal repeats	3	11	0.9983	NA	2	2.6906	virb4;T_virB6	NA
JAYISY010000036.1	36746	No terminal repeats	30	11	0.9978	NA	0	3.3434	NA	NA
JAYISY010000041.1	27239	No terminal repeats	25	11	0.9908	NA	0	1.6063	NA	NA
JAYISY010000049.1	9661	No terminal repeats	7	11	0.9698	NA	0	0.2071	NA	NA
