seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAUIPV010000079.1	3264	No terminal repeats	5	11	1.0000	NA	0	2.5047	NA	NA
JAUIPV010000068.1	8469	No terminal repeats	9	11	1.0000	NA	0	1.7183	NA	NA
JAUIPV010000072.1	5386	No terminal repeats	5	11	0.9999	NA	0	2.1498	NA	NA
JAUIPV010000046.1	47470	No terminal repeats	65	11	0.9999	NA	11	19.3057	T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JAUIPV010000035.1	56018	No terminal repeats	38	11	0.9999	NA	1	6.4545	NA	NA
JAUIPV010000063.1	12552	No terminal repeats	15	11	0.9998	NA	0	1.7183	NA	NA
JAUIPV010000057.1	14595	No terminal repeats	14	11	0.9997	NA	5	5.9092	virb4;T_virB2;T_virB9;T_virB8	NA
JAUIPV010000062.1	12827	No terminal repeats	13	11	0.9997	NA	1	2.2177	NA	NA
JAUIPV010000059.1	13562	No terminal repeats	12	11	0.9996	NA	0	1.6371	NA	NA
JAUIPV010000058.1	14207	No terminal repeats	11	11	0.9995	NA	1	3.2284	B_traH	NA
JAUIPV010000020.1	93325	No terminal repeats	69	11	0.9995	NA	3	6.0337	T_virB6;T_virB6;B_traI	NA
JAUIPV010000066.1	10666	No terminal repeats	9	11	0.9995	NA	0	1.3549	NA	NA
JAUIPV010000036.1	55442	No terminal repeats	47	11	0.9994	NA	2	0.2581	NA	NA
JAUIPV010000027.1	76667	No terminal repeats	68	11	0.9967	NA	1	1.0343	NA	NA
JAUIPV010000030.1	64491	No terminal repeats	50	11	0.9951	NA	1	1.3461	B_traH	NF012174
JAUIPV010000053.1	23896	No terminal repeats	14	11	0.9871	NA	0	1.2991	NA	NA
