seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYITL010000057.1	7989	No terminal repeats	9	11	1.0000	NA	1	7.8663	MOBH;G_tfc19;G_tfc18;G_tfc22	NA
JAYITL010000088.1	1354	DTR	1	11	1.0000	NA	1	0.6536	NA	NA
JAYITL010000066.1	4074	DTR	8	11	1.0000	NA	2	8.0886	MOBP1	NA
JAYITL010000065.1	4162	No terminal repeats	6	11	1.0000	NA	2	5.1548	T_virB6;T_virB6	NA
JAYITL010000055.1	10743	No terminal repeats	10	11	1.0000	NA	2	5.1548	T_virB6;B_traI	NA
JAYITL010000062.1	4916	No terminal repeats	6	11	0.9999	NA	1	3.3740	NA	NA
JAYITL010000067.1	3435	No terminal repeats	4	11	0.9998	NA	0	1.7183	NA	NA
JAYITL010000078.1	1842	No terminal repeats	2	11	0.9998	NA	1	2.2747	G_tfc23;G_tfc22	NA
JAYITL010000043.1	33751	No terminal repeats	36	11	0.9997	NA	0	11.0487	NA	NA
JAYITL010000044.1	32211	No terminal repeats	29	11	0.9986	NA	0	2.0578	NA	NA
JAYITL010000069.1	3091	No terminal repeats	5	11	0.9986	NA	0	0.7327	NA	NA
JAYITL010000041.1	35784	No terminal repeats	28	11	0.9889	NA	1	1.6166	NA	NF012174
JAYITL010000056.1	9616	No terminal repeats	7	11	0.9481	NA	0	0.2071	NA	NA
JAYITL010000048.1	26519	No terminal repeats	22	11	0.9151	NA	0	0.7394	NA	NA
