seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAUINY010000041.1	38676	No terminal repeats	39	11	1.0000	NA	17	34.8978	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAUINY010000056.1	16100	No terminal repeats	17	11	1.0000	NA	1	4.1647	NA	NA
JAUINY010000065.1	8093	No terminal repeats	7	11	0.9999	NA	0	1.7141	NA	NA
JAUINY010000075.1	3179	No terminal repeats	4	11	0.9999	NA	1	3.4366	T_virB6	NA
JAUINY010000016.1	100330	No terminal repeats	99	11	0.9999	NA	1	2.9055	MOBQ	NF000496
JAUINY010000066.1	8046	No terminal repeats	10	11	0.9996	NA	0	0.7327	NA	NA
JAUINY010000073.1	5849	No terminal repeats	5	11	0.9996	NA	0	1.5922	NA	NA
JAUINY010000076.1	2707	No terminal repeats	3	11	0.9983	NA	2	2.6906	virb4;T_virB6	NA
JAUINY010000043.1	36739	No terminal repeats	30	11	0.9977	NA	0	3.3434	NA	NA
JAUINY010000044.1	35018	No terminal repeats	27	11	0.9960	NA	1	2.9471	NA	NA
JAUINY010000048.1	27371	No terminal repeats	26	11	0.9915	NA	0	1.6063	NA	NA
JAUINY010000062.1	9650	No terminal repeats	7	11	0.9450	NA	0	0.2071	NA	NA
JAUINY010000064.1	8274	No terminal repeats	4	11	0.8954	NA	0	0.7223	NA	NA
