seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIMY010000035.1	38568	No terminal repeats	39	11	1.0000	NA	17	34.8978	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAYIMY010000051.1	16120	No terminal repeats	17	11	1.0000	NA	1	4.1647	NA	NA
JAYIMY010000067.1	3179	No terminal repeats	4	11	0.9999	NA	1	3.4366	T_virB6	NA
JAYIMY010000024.1	69047	No terminal repeats	73	11	0.9999	NA	1	16.7593	MOBQ	NF000496
JAYIMY010000058.1	8475	No terminal repeats	8	11	0.9999	NA	0	2.5688	NA	NA
JAYIMY010000062.1	8046	No terminal repeats	10	11	0.9996	NA	0	0.7327	NA	NA
JAYIMY010000037.1	37987	No terminal repeats	39	11	0.9995	NA	0	2.7845	NA	NA
JAYIMY010000043.1	25300	No terminal repeats	23	11	0.9994	NA	0	2.4834	NA	NA
JAYIMY010000068.1	2707	No terminal repeats	3	11	0.9977	NA	2	2.6906	T_virB6;virb4	NA
JAYIMY010000039.1	35020	No terminal repeats	27	11	0.9963	NA	1	2.9471	NA	NA
JAYIMY010000041.1	27100	No terminal repeats	25	11	0.9920	NA	0	1.6063	NA	NA
JAYIMY010000057.1	9649	No terminal repeats	7	11	0.9815	NA	0	0.2071	NA	NA
