seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIQG010000044.1	29522	No terminal repeats	31	11	1.0000	NA	17	30.7770	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4;G_tfc15;G_tfc14;G_tfc13;G_tfc12;G_tfc11;G_tfc10;G_tfc9;G_tfc8;G_tfc7;t4cp1;G_tfc5;T_virB1;G_tfc3;G_tfc2	NA
JAYIQG010000056.1	16119	No terminal repeats	18	11	1.0000	NA	1	4.1647	NA	NA
JAYIQG010000063.1	8867	No terminal repeats	9	11	0.9999	NA	0	2.5688	NA	NA
JAYIQG010000062.1	8917	No terminal repeats	8	11	0.9999	NA	0	4.1208	NA	NA
JAYIQG010000069.1	5849	No terminal repeats	5	11	0.9999	NA	0	1.5922	NA	NA
JAYIQG010000039.1	38013	No terminal repeats	40	11	0.9997	NA	0	11.2812	NA	NA
JAYIQG010000050.1	26304	No terminal repeats	18	11	0.9985	NA	0	1.6359	NA	NF033135
JAYIQG010000040.1	36738	No terminal repeats	30	11	0.9978	NA	0	3.3434	NA	NA
JAYIQG010000048.1	27423	No terminal repeats	26	11	0.9878	NA	0	1.6063	NA	NA
JAYIQG010000060.1	9649	No terminal repeats	7	11	0.9658	NA	0	0.2071	NA	NA
