seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIPI010000034.1	38675	No terminal repeats	39	11	1.0000	NA	17	34.8978	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAYIPI010000048.1	16100	No terminal repeats	17	11	1.0000	NA	1	4.1647	NA	NA
JAYIPI010000055.1	8475	No terminal repeats	8	11	1.0000	NA	0	2.5688	NA	NA
JAYIPI010000037.1	37414	No terminal repeats	49	11	0.9999	NA	10	19.6633	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JAYIPI010000058.1	5334	No terminal repeats	8	11	0.9999	NA	0	1.5596	NA	NA
JAYIPI010000063.1	3179	No terminal repeats	4	11	0.9999	NA	1	3.4366	T_virB6	NA
JAYIPI010000050.1	12910	No terminal repeats	13	11	0.9999	NA	0	2.7907	NA	NA
JAYIPI010000045.1	21891	No terminal repeats	24	11	0.9999	NA	0	2.6118	NA	NA
JAYIPI010000026.1	71706	No terminal repeats	69	11	0.9998	NA	3	7.4027	I_trbA;I_traW;I_traY	NA
JAYIPI010000027.1	70060	No terminal repeats	78	11	0.9998	NA	6	18.9949	I_traK;I_traI;I_traM;I_traN;traU	NA
JAYIPI010000060.1	5269	No terminal repeats	8	11	0.9993	NA	0	0.7327	NA	NA
JAYIPI010000038.1	36740	No terminal repeats	30	11	0.9978	NA	0	3.3434	NA	NA
JAYIPI010000065.1	2707	No terminal repeats	3	11	0.9977	NA	2	2.6906	T_virB6;virb4	NA
JAYIPI010000043.1	27384	No terminal repeats	26	11	0.9913	NA	0	1.6063	NA	NA
JAYIPI010000054.1	9649	No terminal repeats	7	11	0.9815	NA	0	0.2071	NA	NA
