seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIRP010000060.1	5970	No terminal repeats	6	11	1.0000	NA	0	5.4218	NA	NA
JAYIRP010000033.1	44185	No terminal repeats	46	11	1.0000	NA	17	34.8978	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAYIRP010000047.1	16215	No terminal repeats	18	11	1.0000	NA	1	4.1647	NA	NA
JAYIRP010000036.1	38319	DTR	43	11	0.9999	NA	10	20.0587	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2;I_traV	NA
JAYIRP010000057.1	7628	No terminal repeats	7	11	0.9999	NA	0	1.7141	NA	NA
JAYIRP010000065.1	3179	No terminal repeats	4	11	0.9998	NA	1	3.4366	T_virB6	NA
JAYIRP010000056.1	8046	No terminal repeats	10	11	0.9993	NA	0	0.7327	NA	NA
JAYIRP010000042.1	25300	No terminal repeats	23	11	0.9990	NA	0	2.4834	NA	NA
JAYIRP010000068.1	2707	No terminal repeats	3	11	0.9983	NA	2	2.6906	virb4;T_virB6	NA
JAYIRP010000041.1	27384	No terminal repeats	26	11	0.9872	NA	0	1.6063	NA	NA
JAYIRP010000053.1	9649	No terminal repeats	7	11	0.9815	NA	0	0.2071	NA	NA
