seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIMG010000036.1	41576	No terminal repeats	41	11	1.0000	NA	17	36.6161	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAYIMG010000054.1	16100	No terminal repeats	17	11	1.0000	NA	1	4.1647	NA	NA
JAYIMG010000057.1	8527	No terminal repeats	8	11	0.9999	NA	0	2.5688	NA	NA
JAYIMG010000049.1	23697	No terminal repeats	30	11	0.9998	NA	0	1.7183	NA	NA
JAYIMG010000066.1	3179	No terminal repeats	4	11	0.9998	NA	1	3.4366	T_virB6	NA
JAYIMG010000061.1	5849	No terminal repeats	5	11	0.9996	NA	0	1.5922	NA	NA
JAYIMG010000064.1	5150	No terminal repeats	7	11	0.9995	NA	0	0.7327	NA	NA
JAYIMG010000074.1	1689	No terminal repeats	3	11	0.9991	NA	1	1.7183	T_virB6	NA
JAYIMG010000040.1	36723	No terminal repeats	30	11	0.9977	NA	0	3.3434	NA	NA
JAYIMG010000047.1	27119	No terminal repeats	25	11	0.9917	NA	0	1.6063	NA	NA
JAYIMG010000056.1	9649	No terminal repeats	7	11	0.9815	NA	0	0.2071	NA	NA
