seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
1	562	35	2	2	11	0.2692	0.8494	0.2651	0.0000	0.7349	0.0000	0.0819	0.2438	0.0445	0.0534	0.0018	0.0018	0.0160	0.0036	0.0196	0.3701	0.0569	0.0391	0.8275	0.5069	0.0000	0.0000	0.0000	0.0000	0.0036	112.6576	-228.4907	-572.6864
2	292	5	1	1	11	0.3093	0.8759	0.3151	0.0000	0.6849	0.0000	0.0479	0.2945	0.0274	0.0274	0.0137	0.0000	0.0068	0.0034	0.0000	0.3699	0.0411	0.0103	0.7951	0.5937	0.0000	0.0000	0.0000	0.0000	0.0000	52.4490	-77.4007	-316.5579
3	286	4	0	0	11	0.2947	0.8558	0.2727	0.0000	0.7273	0.0000	0.0699	0.3147	0.0350	0.0420	0.0035	0.0000	0.0070	0.0000	0.0070	0.4196	0.0455	0.0140	0.7833	0.6012	0.0000	0.0000	0.0000	0.0000	0.0035	59.3446	-91.4224	-347.7703
4	242	7	8	0	11	0.2531	0.8692	0.2727	0.0000	0.7273	0.0000	0.0950	0.3058	0.0372	0.0413	0.0165	0.0000	0.0165	0.0000	0.0124	0.4380	0.0579	0.0289	0.8269	0.5227	0.0000	0.0000	0.0000	0.0000	0.0124	62.9148	-101.2612	-295.8814
5	236	5	2	0	11	0.3234	0.8483	0.2458	0.0000	0.7542	0.0000	0.0254	0.1822	0.0212	0.0763	0.0169	0.0042	0.0042	0.0000	0.0127	0.2288	0.0975	0.0169	0.7557	0.6400	0.0000	0.0000	0.0000	0.0005	0.0000	5.4185	-27.7864	-196.6463
6	233	1	0	0	11	0.3405	0.8758	0.3691	0.0000	0.6309	0.0000	0.0773	0.3476	0.0258	0.0515	0.0000	0.0000	0.0043	0.0000	0.0000	0.4506	0.0515	0.0043	0.8031	0.5943	0.0000	0.0000	0.0000	0.0000	0.0000	57.5529	-69.1950	-314.3018
7	210	0	2	0	11	0.2679	0.8565	0.2667	0.0000	0.7333	0.0000	0.0429	0.2429	0.0095	0.0429	0.0143	0.0048	0.0095	0.0048	0.0095	0.2952	0.0619	0.0238	0.7550	0.6428	0.0000	0.0000	0.0000	0.0005	0.0000	4.3608	-28.5835	-198.3656
8	152	0	2	2	11	0.3510	0.8182	0.2829	0.0000	0.7171	0.0000	0.0263	0.2895	0.0329	0.0855	0.0132	0.0000	0.0263	0.0066	0.0066	0.3487	0.0987	0.0395	0.7541	0.6190	0.0000	0.0000	0.0000	0.0001	0.0000	6.5718	-35.5234	-179.4360
9	148	0	0	0	11	0.2653	0.8818	0.3041	0.0000	0.6959	0.0000	0.0203	0.3851	0.0270	0.0608	0.0000	0.0000	0.0068	0.0068	0.0270	0.4324	0.0608	0.0405	0.7735	0.6216	0.0000	0.0000	0.0000	0.0000	0.0068	10.6769	-37.6368	-198.4200
10	164	2	0	0	11	0.3006	0.8417	0.2500	0.0000	0.7500	0.0000	0.0366	0.3232	0.0061	0.0427	0.0061	0.0000	0.0183	0.0000	0.0122	0.3659	0.0488	0.0305	0.7820	0.5959	0.0000	0.0000	0.0000	0.0000	0.0000	21.2274	-41.1039	-185.4062
