seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBEFUB010000080.1	855	No terminal repeats	2	11	1.0000	NA	1	3.4366	T_virB6	NA
JBEFUB010000043.1	10757	No terminal repeats	13	11	1.0000	NA	2	8.9978	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23	NA
JBEFUB010000046.1	8255	No terminal repeats	10	11	1.0000	NA	2	5.1548	B_traI;T_virB6	NA
JBEFUB010000057.1	4074	No terminal repeats	6	11	1.0000	NA	1	3.4366	T_virB6	NA
JBEFUB010000034.1	40977	No terminal repeats	52	11	0.9999	NA	10	18.1554	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2;I_traV	NA
JBEFUB010000054.1	5531	No terminal repeats	6	11	0.9999	NA	0	1.4781	NA	NA
JBEFUB010000060.1	3369	No terminal repeats	3	11	0.9999	NA	0	1.7183	NA	NA
JBEFUB010000055.1	5413	No terminal repeats	6	11	0.9999	NA	2	5.1548	B_traI;T_virB6	NA
JBEFUB010000083.1	629	No terminal repeats	1	11	0.9998	NA	1	1.7183	T_virB6	NA
JBEFUB010000042.1	13815	No terminal repeats	16	11	0.9997	NA	0	1.7183	NA	NA
JBEFUB010000048.1	7808	No terminal repeats	9	11	0.9991	NA	0	0.8169	NA	NA
JBEFUB010000037.1	23191	No terminal repeats	24	11	0.9912	NA	0	2.1522	NA	NA
JBEFUB010000049.1	7744	No terminal repeats	7	11	0.9303	NA	0	0.8983	NA	NA
