gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	taxid	taxname	annotation_accessions	annotation_description
JAYIWL010000011.1|provirus_200366_249574_196	200366	201394	1029	-1	0.491	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_197	201499	202140	642	1	0.449	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_198	202104	203288	1185	-1	0.575	11	None	GENOMAD.194077.VP	1.678e-60	217	0	0	0	1246	Caudoviricetes	NA	NA	PF13986	NA
JAYIWL010000011.1|provirus_200366_249574_199	204181	204357	177	-1	0.650	11	GGA/GAG/AGG	GENOMAD.164644.VV	1.604e-05	42	0	0	0	1	NA	NA	NA	PF20024	NA
JAYIWL010000011.1|provirus_200366_249574_200	204354	204653	300	-1	0.687	11	GGAG/GAGG	GENOMAD.149182.VV	2.635e-48	167	0	0	0	1	NA	NA	NA	PF20008	NA
JAYIWL010000011.1|provirus_200366_249574_201	204665	204964	300	-1	0.730	11	GGAGG	GENOMAD.185498.VV	8.733e-52	177	0	0	0	1	NA	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_202	204966	205154	189	-1	0.709	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_203	205151	205429	279	-1	0.695	11	GGxGG	GENOMAD.188245.VV	0.0007629	39	0	0	0	1	NA	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_204	205426	205698	273	-1	0.681	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_205	205695	205907	213	-1	0.610	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_206	207683	207922	240	-1	0.600	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_207	207984	208184	201	1	0.662	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_208	208444	208776	333	1	0.631	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_209	208773	209303	531	1	0.663	11	GGA/GAG/AGG	GENOMAD.120117.VV	8.853e-64	216	0	0	1	1246	Caudoviricetes	NA	NA	PF06892	Phage regulatory protein CII (CP76)
JAYIWL010000011.1|provirus_200366_249574_210	209305	209508	204	1	0.686	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_211	209505	209720	216	1	0.671	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_212	209717	210775	1059	1	0.671	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_213	210941	212350	1410	1	0.666	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_214	212810	213361	552	1	0.668	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_215	213358	215433	2076	1	0.641	11	GGAG/GAGG	GENOMAD.171833.VP	3.096e-72	262	0	0	1	1246	Caudoviricetes	NA	NA	PF20454;PF05876;PF00574;K21512;COG5525;TIGR00493	Phage terminase, large subunit GpA
JAYIWL010000011.1|provirus_200366_249574_216	215930	217717	1788	1	0.466	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_217	217858	218073	216	1	0.644	11	None	GENOMAD.060627.VV	6.297e-34	124	0	0	0	1246	Caudoviricetes	NA	NA	PF19645	gpW
JAYIWL010000011.1|provirus_200366_249574_218	218073	219662	1590	1	0.669	11	GGxGG	GENOMAD.171833.VP	1.449e-100	340	0	0	1	1246	Caudoviricetes	NA	NA	PF20454;PF05876;PF00574;K21512;COG5525;TIGR00493	Phage terminase, large subunit GpA
JAYIWL010000011.1|provirus_200366_249574_219	219665	221875	2211	1	0.676	11	GGA/GAG/AGG	GENOMAD.171833.VP	1.921e-161	527	0	0	1	1246	Caudoviricetes	NA	NA	PF20454;PF05876;PF00574;K21512;COG5525;TIGR00493	Phage terminase, large subunit GpA
JAYIWL010000011.1|provirus_200366_249574_220	221932	222288	357	1	0.672	11	GGAG/GAGG	GENOMAD.052409.VV	6.556e-56	190	0	0	0	1246	Caudoviricetes	NA	NA	PF09956;COG5471	Predicted phage recombinase, RecA/RadA family
JAYIWL010000011.1|provirus_200366_249574_221	222368	222796	429	1	0.681	11	AGGA	GENOMAD.205356.VP	4.24e-22	94	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_222	222796	223257	462	1	0.695	11	GGA/GAG/AGG	GENOMAD.150289.VV	1.698e-62	211	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_223	223254	223532	279	1	0.688	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_224	223529	224029	501	1	0.679	11	GGAG/GAGG	GENOMAD.138638.VV	2.897e-71	237	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
JAYIWL010000011.1|provirus_200366_249574_225	224029	224343	315	1	0.670	11	GGAGG	GENOMAD.108836.VV	8.465e-31	117	0	0	0	1246	Caudoviricetes	NA	NA	PF20205;COG3017;TIGR02747	NA
JAYIWL010000011.1|provirus_200366_249574_226	224340	225170	831	1	0.655	11	GGAG/GAGG	GENOMAD.077138.VV	3.437e-35	138	0	0	0	1246	Caudoviricetes	NA	NA	K13695;TIGR02219	NA
JAYIWL010000011.1|provirus_200366_249574_227	225167	225490	324	1	0.682	11	AGxAGG/AGGxGG	GENOMAD.125559.VV	1.572e-49	171	0	0	0	1	NA	NA	NA	PF13856	ATP-binding sugar transporter from pro-phage
JAYIWL010000011.1|provirus_200366_249574_228	225483	225917	435	1	0.674	11	GGxGG	GENOMAD.157294.VV	3.415e-67	224	0	0	0	1	NA	NA	NA	NA	NA
