system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
9,CP167817.1,PDC-S33,CP167817.1_321,PDLC04999,PDC-S33_WP_105017041.1,PDC-S33,5.099999999999999e-105,6.6999999999999994e-105,0.893,0.968,418631,419728,-,-,321,4487,"PDLC04999,PDC-S33_WP_105017041.1, 1, 6.7e-105, 0.893, 0.968","PDLC04999, PDC-S33_WP_105017041.1, 6.7e-105, 0.893, 0.968"
15,CP167817.1,SoFic,CP167817.1_475,PDLC03963,SoFic__SoFic,SoFic,3.199999999999999e-120,4.099999999999999e-120,0.936,0.981,604059,605228,+,-,475,4487,"PDLC03963,SoFic__SoFic, 1, 4.1e-120, 0.936, 0.981","PDLC03963, SoFic__SoFic, 4.1e-120, 0.936, 0.981"
3,CP167817.1,HEC-01,CP167817.1_789,PDLC04143,HEC-01A_WP_207689501.1,HEC-01A,4.499999999999999e-93,5.399999999999999e-93,0.969,0.984,964283,964864,-,-,789,4487,"PDLC04191,HEC-01B_WP_108373334.1, 1, 1.9e-07, 0.68, 0.651 | PDLC04197,HEC-01B_WP_138974980.1, 1, 0.00021, 0.562, 0.526 | PDLC04196,HEC-01B_WP_026409402.1, 1, 2.6e-05, 0.747, 0.716 | PDLC04205,HEC-01B_WP_210225848.1, 1, 4.1e-14, 0.912, 0.967 | PDLC04203,HEC-01B_WP_080599585.1, 1, 0.00011, 0.397, 0.455 | PDLC04194,HEC-01B_WP_026975055.1, 1, 3.6e-10, 0.588, 0.529 | PDLC04185,HEC-01B_WP_225908638.1, 1, 0.0085, 0.387, 0.367 | PDLC04143,HEC-01A_WP_207689501.1, 1, 5.4e-93, 0.969, 0.984 | PDLC04202,HEC-01B_WP_170163002.1, 1, 2e-33, 0.933, 0.971 | PDLC04200,HEC-01B_WP_203408937.1, 1, 6.4e-06, 0.613, 0.573 | PDLC04206,HEC-01B_WP_118569729.1, 1, 2.8e-06, 0.608, 0.63 | PDLC04206,HEC-01B_WP_118569729.1, 2, 0.0083, 0.165, 0.146","PDLC04143, HEC-01A_WP_207689501.1, 5.4e-93, 0.969, 0.984 | PDLC04202, HEC-01B_WP_170163002.1, 2e-33, 0.933, 0.971 | PDLC04205, HEC-01B_WP_210225848.1, 4.1e-14, 0.912, 0.967 | PDLC04194, HEC-01B_WP_026975055.1, 3.6e-10, 0.588, 0.529 | PDLC04191, HEC-01B_WP_108373334.1, 1.9e-07, 0.68, 0.651"
3,CP167817.1,HEC-01,CP167817.1_790,PDLC04144,HEC-01B_WP_231583829.1,HEC-01B,3.699999999999998e-232,4.0999999999999976e-232,0.995,0.997,964861,966054,-,-,790,4487,"PDLC04180,HEC-01A_WP_062996032.1, 1, 2e-35, 0.95, 0.937 | PDLC04175,HEC-01A_WP_211640766.1, 1, 3.7e-41, 0.982, 0.978 | PDLC04182,HEC-01A_WP_105482478.1, 1, 3e-128, 0.982, 0.983 | PDLC04179,HEC-01A_WP_123852116.1, 1, 3.1e-11, 0.219, 0.19 | PDLC04179,HEC-01A_WP_123852116.1, 2, 3.8e-19, 0.525, 0.451 | PDLC04184,HEC-01A_WP_097318232.1, 1, 8.8e-12, 0.158, 0.136 | PDLC04184,HEC-01A_WP_097318232.1, 2, 5.6e-20, 0.432, 0.405 | PDLC04174,HEC-01A_WP_202806903.1, 1, 1.5e-15, 0.528, 0.811 | PDLC04181,HEC-01A_WP_034574200.1, 1, 2.6e-19, 0.847, 0.73 | PDLC04183,HEC-01A_WP_193205907.1, 1, 3.2e-39, 0.972, 0.975 | PDLC04177,HEC-01A_WP_199302758.1, 1, 4.9e-37, 0.98, 0.98 | PDLC04176,HEC-01A_WP_157306701.1, 1, 8.6e-47, 0.985, 0.987 | PDLC04178,HEC-01A_WP_002628442.1, 1, 8.2e-50, 0.917, 0.875 | PDLC04144,HEC-01B_WP_231583829.1, 1, 4.1e-232, 0.995, 0.997","PDLC04144, HEC-01B_WP_231583829.1, 4.1e-232, 0.995, 0.997 | PDLC04182, HEC-01A_WP_105482478.1, 3e-128, 0.982, 0.983 | PDLC04178, HEC-01A_WP_002628442.1, 8.2e-50, 0.917, 0.875 | PDLC04176, HEC-01A_WP_157306701.1, 8.6e-47, 0.985, 0.987 | PDLC04175, HEC-01A_WP_211640766.1, 3.7e-41, 0.982, 0.978"
1,CP167817.1,AbiE,CP167817.1_1037,PDLC02302,AbiEii_WP_076406552.1,AbiEii,3.5999999999999993e-103,4.099999999999999e-103,0.985,0.99,1276783,1277766,-,-,1037,4487,"PDLC02317,AbiEii_WP_096360271.1, 1, 0.0052, 0.192, 0.159 | PDLC02323,AbiEii_WP_077075795.1, 1, 0.0033, 0.165, 0.206 | PDLC02323,AbiEii_WP_077075795.1, 2, 65, 0.088, 0.121 | PDLC02292,AbiEii_WP_010527912.1, 1, 1.1e-33, 0.963, 0.986 | PDLC02302,AbiEii_WP_076406552.1, 1, 4.1e-103, 0.985, 0.99 | PDLC02315,AbiEii_WP_110076847.1, 1, 5.8e-09, 0.232, 0.219 | PDLC02315,AbiEii_WP_110076847.1, 2, 0.043, 0.149, 0.142 | PDLC02294,AbiEii_WP_099148274.1, 1, 0.00073, 0.223, 0.281 | PDLC02294,AbiEii_WP_099148274.1, 2, 220, 0.104, 0.131 | PDLC02297,AbiEii_WP_106546964.1, 1, 3.5e-60, 0.951, 0.974 | PDLC02289,AbiEii_WP_007349585.1, 1, 4.2e-28, 0.948, 0.916 | PDLC02322,AbiEii_WP_066910913.1, 1, 6.2e-14, 0.933, 0.941 | PDLC02304,AbiEii_WP_034042188.1, 1, 5.2e-07, 0.832, 0.881 | PDLC02305,AbiEii_WP_096461967.1, 1, 6.8e-05, 0.573, 0.539 | PDLC02303,AbiEii_WP_111872158.1, 1, 0.00018, 0.159, 0.201 | PDLC02303,AbiEii_WP_111872158.1, 2, 18, 0.146, 0.189 | PDLC02321,AbiEii_WP_169730291.1, 1, 0.011, 0.366, 0.378 | PDLC02321,AbiEii_WP_169730291.1, 2, 1200, 0.046, 0.051 | PDLC02321,AbiEii_WP_169730291.1, 3, 430, 0.125, 0.128 | PDLC02316,AbiEii_WP_074501794.1, 1, 3.7e-10, 0.884, 0.885 | PDLC02318,AbiEii_WP_069691453.1, 1, 0.002, 0.515, 0.504","PDLC02302, AbiEii_WP_076406552.1, 4.1e-103, 0.985, 0.99 | PDLC02297, AbiEii_WP_106546964.1, 3.5e-60, 0.951, 0.974 | PDLC02292, AbiEii_WP_010527912.1, 1.1e-33, 0.963, 0.986 | PDLC02289, AbiEii_WP_007349585.1, 4.2e-28, 0.948, 0.916 | PDLC02322, AbiEii_WP_066910913.1, 6.2e-14, 0.933, 0.941"
1,CP167817.1,AbiE,CP167817.1_1038,PDLC02229,AbiEi_WP_092960020.1,AbiEi,5.9e-50,6.5e-50,0.97,0.985,1277763,1278164,-,-,1038,4487,"PDLC02246,AbiEi_WP_096303510.1, 1, 0.0041, 0.754, 0.409 | PDLC02250,AbiEi_WP_051133636.1, 1, 6.4e-05, 0.627, 0.401 | PDLC02229,AbiEi_WP_092960020.1, 1, 6.5e-50, 0.97, 0.985 | PDLC02258,AbiEi_WP_066521394.1, 1, 2.8e-39, 0.918, 0.622 | PDLC02233,AbiEi_WP_060913257.1, 1, 2.4e-07, 0.5, 0.318 | PDLC02226,AbiEi_WP_146016717.1, 1, 2.7e-14, 0.813, 0.53 | PDLC02251,AbiEi_WP_034820941.1, 1, 0.0023, 0.328, 0.183 | PDLC02264,AbiEi_WP_007349584.1, 1, 0.0048, 0.627, 0.395 | PDLC02234,AbiEi_WP_050726758.1, 1, 0.00015, 0.373, 0.251","PDLC02229, AbiEi_WP_092960020.1, 6.5e-50, 0.97, 0.985 | PDLC02258, AbiEi_WP_066521394.1, 2.8e-39, 0.918, 0.622 | PDLC02226, AbiEi_WP_146016717.1, 2.7e-14, 0.813, 0.53 | PDLC02233, AbiEi_WP_060913257.1, 2.4e-07, 0.5, 0.318 | PDLC02250, AbiEi_WP_051133636.1, 6.4e-05, 0.627, 0.401"
16,CP167817.1,TerY-P,CP167817.1_1076,PDLC02223,STK_OB_00001,STK_OB,6.999999999999998e-225,7.799999999999998e-225,0.993,0.996,1314131,1315789,-,-,1076,4487,"PDLC02223,STK_OB_00001, 1, 7.8e-225, 0.993, 0.996","PDLC02223, STK_OB_00001, 7.8e-225, 0.993, 0.996"
16,CP167817.1,TerY-P,CP167817.1_1077,PDLC02222,PP2C_00001,PP2C,5.499999999999999e-92,6.199999999999999e-92,0.96,0.983,1315786,1316532,-,-,1077,4487,"PDLC02222,PP2C_00001, 1, 6.2e-92, 0.96, 0.983","PDLC02222, PP2C_00001, 6.2e-92, 0.96, 0.983"
16,CP167817.1,TerY-P,CP167817.1_1078,PDLC02224,TerY_00001,TerY,1.2999999999999997e-162,1.4999999999999995e-162,0.993,0.996,1316535,1317368,-,-,1078,4487,"PDLC02224,TerY_00001, 1, 1.5e-162, 0.993, 0.996","PDLC02224, TerY_00001, 1.5e-162, 0.993, 0.996"
17,CP167817.1,cbass_type_II,CP167817.1_1079,PDLC00902,JAB_00016,JAB,1.1e-58,1.2e-58,0.975,0.962,1317980,1318456,-,-,1079,4487,"PDLC00896,JAB_00010, 1, 5.3e-41, 0.849, 0.868 | PDLC00891,JAB_00005, 1, 1.1e-23, 0.824, 0.811 | PDLC00894,JAB_00008, 1, 7.7e-32, 0.818, 0.829 | PDLC00889,JAB_00003, 1, 1.4e-14, 0.774, 0.726 | PDLC00906,JAB_00020, 1, 1.4e-06, 0.585, 0.525 | PDLC00908,JAB_00022, 1, 6.9e-21, 0.824, 0.792 | PDLC00827,E1E2_00003, 1, 7.1e-09, 0.629, 0.141 | PDLC00887,JAB_00001, 1, 9.2e-54, 0.937, 0.931 | PDLC00893,JAB_00007, 1, 8.1e-10, 0.755, 0.771 | PDLC00895,JAB_00009, 1, 4.3e-17, 0.686, 0.66 | PDLC00892,JAB_00006, 1, 6.2e-15, 0.811, 0.736 | PDLC00898,JAB_00012, 1, 2.3e-21, 0.786, 0.759 | PDLC00838,E1E2_00014, 1, 2.2e-20, 0.811, 0.175 | PDLC00907,JAB_00021, 1, 4.3e-08, 0.327, 0.35 | PDLC00727,Effector_00065, 1, 0.00068, 0.541, 0.146 | PDLC00901,JAB_00015, 1, 2.3e-27, 0.799, 0.791 | PDLC00890,JAB_00004, 1, 7.3e-18, 0.686, 0.688 | PDLC00899,JAB_00013, 1, 1.4e-11, 0.818, 0.8 | PDLC00897,JAB_00011, 1, 3.5e-05, 0.591, 0.617 | PDLC00835,E1E2_00011, 1, 1.7e-07, 0.818, 0.166 | PDLC00905,JAB_00019, 1, 4.5e-08, 0.667, 0.695 | PDLC00900,JAB_00014, 1, 1.5e-09, 0.805, 0.792 | PDLC00902,JAB_00016, 1, 1.2e-58, 0.975, 0.962 | PDLC00909,JAB_00023, 1, 1.7e-28, 0.887, 0.851 | PDLC00904,JAB_00018, 1, 4.6e-10, 0.767, 0.688 | PDLC00903,JAB_00017, 1, 1.2e-26, 0.818, 0.789 | PDLC00888,JAB_00002, 1, 2.2e-15, 0.761, 0.684","PDLC00902, JAB_00016, 1.2e-58, 0.975, 0.962 | PDLC00887, JAB_00001, 9.2e-54, 0.937, 0.931 | PDLC00896, JAB_00010, 5.3e-41, 0.849, 0.868 | PDLC00894, JAB_00008, 7.7e-32, 0.818, 0.829 | PDLC00909, JAB_00023, 1.7e-28, 0.887, 0.851"
