system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
2,JBEGEM010000002.1,RM_type_III,JBEGEM010000002.1_24,PDLC03648,REase_III_00002,REase_III,6.899999999999997e-284,7.199999999999996e-282,0.9,0.986,33055,35817,-,-,24,112,"PDLC03647,REase_III_00001, 1, 0.92, 0.134, 0.109 | PDLC03647,REase_III_00001, 2, 1.1e-10, 0.077, 0.075 | PDLC03647,REase_III_00001, 3, 4.6, 0.097, 0.094 | PDLC03648,REase_III_00002, 1, 7.2e-282, 0.9, 0.986 | PDLC03650,REase_III_00004, 1, 1.6e-08, 0.248, 0.226 | PDLC03653,REase_III_00007, 1, 44, 0.055, 0.06 | PDLC03653,REase_III_00007, 2, 0.00037, 0.261, 0.258 | PDLC03653,REase_III_00007, 3, 76, 0.025, 0.026 | PDLC03651,REase_III_00005, 1, 0.022, 0.071, 0.073 | PDLC03651,REase_III_00005, 2, 110, 0.02, 0.021 | PDLC03651,REase_III_00005, 3, 0.0086, 0.033, 0.034 | PDLC03649,REase_III_00003, 1, 160, 0.067, 0.059 | PDLC03649,REase_III_00003, 2, 3.4e-06, 0.048, 0.045 | PDLC03649,REase_III_00003, 3, 130, 0.035, 0.038","PDLC03648, REase_III_00002, 7.2e-282, 0.9, 0.986 | PDLC03647, REase_III_00001, 1.1e-10, 0.077, 0.075 | PDLC03650, REase_III_00004, 1.6e-08, 0.248, 0.226 | PDLC03649, REase_III_00003, 3.4e-06, 0.048, 0.045 | PDLC03653, REase_III_00007, 0.00037, 0.261, 0.258"
2,JBEGEM010000002.1,RM_type_III,JBEGEM010000002.1_25,PDLC03636,MTase_III_00005,MTase_III,3.2999999999999987e-194,4.0999999999999984e-194,0.936,0.969,35814,37592,-,-,25,112,"PDLC03640,MTase_III_00009, 1, 1.2e-12, 0.074, 0.067 | PDLC03640,MTase_III_00009, 2, 1.4e-11, 0.101, 0.092 | PDLC03640,MTase_III_00009, 3, 3.8e-09, 0.125, 0.121 | PDLC03634,MTase_III_00003, 1, 1.1e-18, 0.143, 0.13 | PDLC03634,MTase_III_00003, 2, 8.8e-36, 0.518, 0.456 | PDLC03638,MTase_III_00007, 1, 1.6e-29, 0.236, 0.17 | PDLC03638,MTase_III_00007, 2, 7.8e-25, 0.189, 0.141 | PDLC03646,MTase_III_00015, 1, 7.3e-24, 0.614, 0.352 | PDLC03639,MTase_III_00008, 1, 2.2e-17, 0.199, 0.197 | PDLC03639,MTase_III_00008, 2, 2e-04, 0.056, 0.052 | PDLC03633,MTase_III_00002, 1, 5.7e-11, 0.083, 0.073 | PDLC03633,MTase_III_00002, 2, 9.3e-07, 0.091, 0.088 | PDLC03633,MTase_III_00002, 3, 5.4e-11, 0.088, 0.084 | PDLC03632,MTase_III_00001, 1, 0.019, 0.059, 0.038 | PDLC03632,MTase_III_00001, 2, 1.1e-12, 0.177, 0.101 | PDLC03632,MTase_III_00001, 3, 3.4e-11, 0.118, 0.069 | PDLC03636,MTase_III_00005, 1, 4.1e-194, 0.936, 0.969 | PDLC03644,MTase_III_00013, 1, 1.3e-47, 0.297, 0.338 | PDLC03644,MTase_III_00013, 2, 1.1e-29, 0.172, 0.192 | PDLC03637,MTase_III_00006, 1, 1.9e-22, 0.292, 0.357 | PDLC03637,MTase_III_00006, 2, 4.4, 0.064, 0.074 | PDLC03637,MTase_III_00006, 3, 0.027, 0.081, 0.105 | PDLC03645,MTase_III_00014, 1, 1.7e-14, 0.238, 0.209 | PDLC03645,MTase_III_00014, 2, 22, 0.04, 0.034 | PDLC03635,MTase_III_00004, 1, 2.9e-85, 0.668, 0.554 | PDLC03642,MTase_III_00011, 1, 3.9e-27, 0.261, 0.301 | PDLC03642,MTase_III_00011, 2, 4.3, 0.034, 0.038 | PDLC03641,MTase_III_00010, 1, 7.6e-13, 0.088, 0.079 | PDLC03641,MTase_III_00010, 2, 2.8e-29, 0.486, 0.379 | PDLC03643,MTase_III_00012, 1, 8.2e-08, 0.13, 0.161 | PDLC03643,MTase_III_00012, 2, 98, 0.052, 0.067","PDLC03636, MTase_III_00005, 4.1e-194, 0.936, 0.969 | PDLC03635, MTase_III_00004, 2.9e-85, 0.668, 0.554 | PDLC03644, MTase_III_00013, 1.3e-47, 0.297, 0.338 | PDLC03634, MTase_III_00003, 8.8e-36, 0.518, 0.456 | PDLC03638, MTase_III_00007, 1.6e-29, 0.236, 0.17"
1,JBEGEM010000002.1,DMS_other,JBEGEM010000002.1_27,PDLC02619,DrmD_00002,DrmD,2.299999999999999e-194,1.6999999999999993e-191,0.688,0.748,38908,41811,-,-,27,112,"PDLC02572,DrmA_00006, 1, 1.7e-41, 0.55, 0.503 | PDLC02572,DrmA_00006, 2, 2300, 0.05, 0.042 | PDLC02629,DrmD_00012, 1, 6.5, 0.045, 0.085 | PDLC02629,DrmD_00012, 2, 2.3e-09, 0.066, 0.132 | PDLC02850,DpdE_00011, 1, 1.1e-12, 0.256, 0.184 | PDLC02850,DpdE_00011, 2, 1.1e-08, 0.148, 0.112 | PDLC02632,DrmD_00015, 1, 1.4e-34, 0.539, 0.773 | PDLC00659,HmaA_00001, 1, 2.3e-55, 0.591, 0.482 | PDLC02844,DpdE_00005, 1, 8.8e-23, 0.227, 0.198 | PDLC02844,DpdE_00005, 2, 1.1e-10, 0.112, 0.103 | PDLC02618,DrmD_00001, 1, 3.8e-14, 0.157, 0.582 | PDLC02500,BrxHI_00001, 1, 4.7e-34, 0.449, 0.463 | PDLC02500,BrxHI_00001, 1, 4.7e-34, 0.449, 0.463 | PDLC02500,BrxHI_00001, 2, 5.2e-36, 0.214, 0.22 | PDLC02500,BrxHI_00001, 2, 5.2e-36, 0.214, 0.22 | PDLC02624,DrmD_00007, 1, 6.4e-15, 0.491, 0.713 | PDLC02851,DpdE_00012, 1, 7.5e-14, 0.208, 0.185 | PDLC02851,DpdE_00012, 2, 3.4e-09, 0.098, 0.091 | PDLC02854,DpdE_00015, 1, 1e-12, 0.214, 0.207 | PDLC02854,DpdE_00015, 2, 0.0011, 0.063, 0.056 | PDLC02845,DpdE_00006, 1, 8.6e-15, 0.24, 0.167 | PDLC02845,DpdE_00006, 2, 2.9e-08, 0.205, 0.153 | PDLC02619,DrmD_00002, 1, 1.7e-191, 0.688, 0.748 | PDLC02619,DrmD_00002, 2, 0.016, 0.114, 0.126 | PDLC02622,DrmD_00005, 1, 2.7e-13, 0.139, 0.348 | PDLC02848,DpdE_00009, 1, 4e-13, 0.256, 0.276 | PDLC02848,DpdE_00009, 2, 380, 0.06, 0.062 | PDLC02849,DpdE_00010, 1, 8.7e-14, 0.244, 0.259 | PDLC02849,DpdE_00010, 2, 5.5e-07, 0.081, 0.093 | PDLC02623,DrmD_00006, 1, 3.5e-19, 0.096, 0.089 | PDLC02623,DrmD_00006, 2, 2.7e-05, 0.073, 0.064 | PDLC02623,DrmD_00006, 3, 1.7e-30, 0.12, 0.112 | PDLC02623,DrmD_00006, 4, 500, 0.06, 0.052 | PDLC02620,DrmD_00003, 1, 4.7e-28, 0.442, 0.399 | PDLC02620,DrmD_00003, 2, 5.6e-24, 0.094, 0.086 | PDLC02846,DpdE_00007, 1, 1.3e-27, 0.204, 0.186 | PDLC02846,DpdE_00007, 2, 8.1e-07, 0.062, 0.059 | PDLC02852,DpdE_00013, 1, 2.4e-13, 0.178, 0.18 | PDLC02852,DpdE_00013, 2, 8.2e-05, 0.102, 0.112 | PDLC02634,DrmD_00017, 1, 4.2e-37, 0.583, 0.604 | PDLC02627,DrmD_00010, 1, 1.2e-10, 0.196, 0.239 | PDLC02627,DrmD_00010, 2, 2.1e-08, 0.107, 0.146 | PDLC02625,DrmD_00008, 1, 2.3e-21, 0.306, 0.352 | PDLC02625,DrmD_00008, 2, 740, 0.035, 0.047 | PDLC02841,DpdE_00002, 1, 1.2e-14, 0.207, 0.167 | PDLC02841,DpdE_00002, 2, 2.8e-06, 0.062, 0.062 | PDLC02193,PLD_Helicase_00001, 1, 3.1e-10, 0.164, 0.2 | PDLC02193,PLD_Helicase_00001, 2, 6.2e-19, 0.09, 0.096 | PDLC02193,PLD_Helicase_00001, 3, 1300, 0.034, 0.036 | PDLC02842,DpdE_00003, 1, 1.6e-18, 0.245, 0.199 | PDLC02842,DpdE_00003, 2, 2.4e-05, 0.081, 0.065 | PDLC02853,DpdE_00014, 1, 2.1e-26, 0.633, 0.62 | PDLC02633,DrmD_00016, 1, 1.4e-28, 0.554, 0.631 | PDLC02861,DpdF_00007, 1, 0.0022, 0.067, 0.108 | PDLC02861,DpdF_00007, 2, 230, 0.031, 0.046 | PDLC02504,BrxHII_00001, 1, 1.9e-47, 0.628, 0.584 | PDLC02504,BrxHII_00001, 1, 1.9e-47, 0.628, 0.584 | PDLC02504,BrxHII_00001, 2, 410, 0.032, 0.03 | PDLC02504,BrxHII_00001, 2, 410, 0.032, 0.03 | PDLC02843,DpdE_00004, 1, 6.2e-31, 0.216, 0.171 | PDLC02843,DpdE_00004, 2, 1.7e-14, 0.105, 0.102 | PDLC02843,DpdE_00004, 3, 760, 0.041, 0.038 | PDLC02840,DpdE_00001, 1, 1.1e-24, 0.183, 0.144 | PDLC02840,DpdE_00001, 2, 3.7e-15, 0.146, 0.131 | PDLC02840,DpdE_00001, 3, 810, 0.067, 0.056 | PDLC02621,DrmD_00004, 1, 1.9e-59, 0.552, 0.512 | PDLC02621,DrmD_00004, 2, 260, 0.122, 0.122","PDLC02619, DrmD_00002, 1.7e-191, 0.688, 0.748 | PDLC02621, DrmD_00004, 1.9e-59, 0.552, 0.512 | PDLC00659, HmaA_00001, 2.3e-55, 0.591, 0.482 | PDLC02504, BrxHII_00001, 1.9e-47, 0.628, 0.584 | PDLC02504, BrxHII_00001, 1.9e-47, 0.628, 0.584"
4,JBEGEM010000004.1,PDC-S55,JBEGEM010000004.1_22,PDLC05037,PDC-S55_WP_162277864.1,PDC-S55,5.9e-37,7.099999999999999e-37,0.942,0.984,24640,25206,+,-,22,108,"PDLC05037,PDC-S55_WP_162277864.1, 1, 7.1e-37, 0.942, 0.984","PDLC05037, PDC-S55_WP_162277864.1, 7.1e-37, 0.942, 0.984"
3,JBEGEM010000004.1,PDC-S08,JBEGEM010000004.1_24,PDLC04900,PDC-S08_WP_202707215.1,PDC-S08,1.9999999999999992e-127,2.9999999999999993e-127,0.981,0.935,26027,26992,-,-,24,108,"PDLC04900,PDC-S08_WP_202707215.1, 1, 3e-127, 0.981, 0.935","PDLC04900, PDC-S08_WP_202707215.1, 3e-127, 0.981, 0.935"
5,JBEGEM010000005.1,PDC-S04,JBEGEM010000005.1_34,PDLC04838,PDC-S04_WP_169250289.1,PDC-S04,3.0999999999999996e-71,3.7e-71,0.942,0.938,31780,32397,-,-,34,94,"PDLC04841,PDC-S04_WP_121941008.1, 1, 2.7e-17, 0.796, 0.514 | PDLC04837,PDC-S04_WP_208343806.1, 1, 5.8e-07, 0.485, 0.406 | PDLC04836,PDC-S04_WP_002996767.1, 1, 1.1e-05, 0.252, 0.217 | PDLC04840,PDC-S04_WP_201691753.1, 1, 8.2e-06, 0.49, 0.454 | PDLC04839,PDC-S04_WP_034227615.1, 1, 6.1e-40, 0.913, 0.971 | PDLC04842,PDC-S04_WP_163235784.1, 1, 1.3e-20, 0.68, 0.629 | PDLC04838,PDC-S04_WP_169250289.1, 1, 3.7e-71, 0.942, 0.938","PDLC04838, PDC-S04_WP_169250289.1, 3.7e-71, 0.942, 0.938 | PDLC04839, PDC-S04_WP_034227615.1, 6.1e-40, 0.913, 0.971 | PDLC04842, PDC-S04_WP_163235784.1, 1.3e-20, 0.68, 0.629 | PDLC04841, PDC-S04_WP_121941008.1, 2.7e-17, 0.796, 0.514 | PDLC04837, PDC-S04_WP_208343806.1, 5.8e-07, 0.485, 0.406"
6,JBEGEM010000007.1,SoFic,JBEGEM010000007.1_67,PDLC03963,SoFic__SoFic,SoFic,3.499999999999999e-120,4.299999999999999e-120,0.928,0.972,73465,74583,-,-,67,103,"PDLC03963,SoFic__SoFic, 1, 4.3e-120, 0.928, 0.972","PDLC03963, SoFic__SoFic, 4.3e-120, 0.928, 0.972"
8,JBEGEM010000014.1,RM_type_I,JBEGEM010000014.1_5,PDLC03041,REase_I_00002,REase_I,0,0,0.995,0.995,3454,6744,-,-,5,50,"PDLC03046,REase_I_00007, 1, 320, 0.049, 0.049 | PDLC03046,REase_I_00007, 2, 5.7e-17, 0.171, 0.21 | PDLC03046,REase_I_00007, 3, 1.7e-11, 0.077, 0.087 | PDLC03041,REase_I_00002, 1, 0, 0.995, 0.995 | PDLC03043,REase_I_00004, 1, 0.0048, 0.07, 0.233 | PDLC03045,REase_I_00006, 1, 73, 0.077, 0.084 | PDLC03045,REase_I_00006, 2, 7.2e-16, 0.186, 0.208 | PDLC03045,REase_I_00006, 3, 2e-06, 0.054, 0.062 | PDLC03044,REase_I_00005, 1, 1.2e-19, 0.144, 0.142 | PDLC03044,REase_I_00005, 2, 1.6e-72, 0.558, 0.605 | PDLC03040,REase_I_00001, 1, 2e-22, 0.198, 0.193 | PDLC03040,REase_I_00001, 2, 6e-79, 0.424, 0.459 | PDLC03048,REase_I_00009, 1, 6.9e-52, 0.573, 0.613","PDLC03041, REase_I_00002, 0, 0.995, 0.995 | PDLC03040, REase_I_00001, 6e-79, 0.424, 0.459 | PDLC03044, REase_I_00005, 1.6e-72, 0.558, 0.605 | PDLC03048, REase_I_00009, 6.9e-52, 0.573, 0.613 | PDLC03046, REase_I_00007, 5.7e-17, 0.171, 0.21"
8,JBEGEM010000014.1,RM_type_I,JBEGEM010000014.1_6,PDLC03087,Specificity_I_00036,Specificity_I,8.699999999999999e-38,9.999999999999999e-38,0.936,0.512,6741,7442,-,-,6,50,"PDLC03111,Specificity_I_00060, 1, 0.00043, 0.355, 0.386 | PDLC03117,Specificity_I_00066, 1, 2.9e-11, 0.65, 0.286 | PDLC03188,Specificity_I_00137, 1, 0.045, 0.325, 0.164 | PDLC03190,Specificity_I_00139, 1, 3.4e-15, 0.688, 0.429 | PDLC03094,Specificity_I_00043, 1, 2.7e-07, 0.491, 0.307 | PDLC03187,Specificity_I_00136, 1, 4.9e-05, 0.624, 0.388 | PDLC03121,Specificity_I_00070, 1, 0.0066, 0.278, 0.161 | PDLC03074,Specificity_I_00023, 1, 120, 0.073, 0.042 | PDLC03074,Specificity_I_00023, 2, 11, 0.12, 0.071 | PDLC03074,Specificity_I_00023, 3, 8.1e-09, 0.248, 0.142 | PDLC03148,Specificity_I_00097, 1, 1.2e-22, 0.594, 0.294 | PDLC03089,Specificity_I_00038, 1, 4.8e-06, 0.833, 0.444 | PDLC03080,Specificity_I_00029, 1, 2.5e-05, 0.393, 0.155 | PDLC03116,Specificity_I_00065, 1, 2.6, 0.184, 0.117 | PDLC03116,Specificity_I_00065, 2, 290, 0.137, 0.078 | PDLC03116,Specificity_I_00065, 3, 2.4e-07, 0.462, 0.252 | PDLC03096,Specificity_I_00045, 1, 0.038, 0.641, 0.22 | PDLC03096,Specificity_I_00045, 2, 0.057, 0.308, 0.108 | PDLC03073,Specificity_I_00022, 1, 2.6e-06, 0.432, 0.236 | PDLC03200,Specificity_I_00149, 1, 8.9e-16, 0.774, 0.921 | PDLC03112,Specificity_I_00061, 1, 0.003, 0.278, 0.169 | PDLC03145,Specificity_I_00094, 1, 2e-04, 0.791, 0.41 | PDLC03066,Specificity_I_00015, 1, 0.01, 0.338, 0.177 | PDLC03140,Specificity_I_00089, 1, 0.00072, 0.244, 0.146 | PDLC03068,Specificity_I_00017, 1, 1.6e-07, 0.474, 0.27 | PDLC03061,Specificity_I_00010, 1, 0.015, 0.316, 0.192 | PDLC03185,Specificity_I_00134, 1, 4.1e-11, 0.628, 0.363 | PDLC03107,Specificity_I_00056, 1, 6.7e-06, 0.402, 0.209 | PDLC03146,Specificity_I_00095, 1, 3.6e-18, 0.782, 0.431 | PDLC03139,Specificity_I_00088, 1, 0.036, 0.363, 0.206 | PDLC03109,Specificity_I_00058, 1, 0.0021, 0.295, 0.118 | PDLC03079,Specificity_I_00028, 1, 8.5e-08, 0.517, 0.264 | PDLC03090,Specificity_I_00039, 1, 2.6e-13, 0.803, 0.452 | PDLC03158,Specificity_I_00107, 1, 340, 0.098, 0.053 | PDLC03158,Specificity_I_00107, 2, 7.4e-07, 0.368, 0.194 | PDLC03075,Specificity_I_00024, 1, 2e-39, 0.808, 0.467 | PDLC03124,Specificity_I_00073, 1, 2e-14, 0.774, 0.46 | PDLC03194,Specificity_I_00143, 1, 0.00026, 0.376, 0.215 | PDLC03191,Specificity_I_00140, 1, 9.2e-14, 0.833, 0.454 | PDLC03078,Specificity_I_00027, 1, 4.8e-14, 0.718, 0.396 | PDLC03126,Specificity_I_00075, 1, 7.5e-05, 0.551, 0.183 | PDLC03175,Specificity_I_00124, 1, 63, 0.085, 0.046 | PDLC03175,Specificity_I_00124, 2, 1.5e-06, 0.44, 0.232 | PDLC03186,Specificity_I_00135, 1, 4.8e-05, 0.88, 0.504 | PDLC03070,Specificity_I_00019, 1, 0.0014, 0.265, 0.152 | PDLC03057,Specificity_I_00006, 1, 0.00084, 0.47, 0.256 | PDLC03165,Specificity_I_00114, 1, 4.2e-17, 0.791, 0.467 | PDLC03142,Specificity_I_00091, 1, 6.3e-13, 0.838, 0.42 | PDLC03174,Specificity_I_00123, 1, 4e-15, 0.833, 0.434 | PDLC03118,Specificity_I_00067, 1, 1.6e-28, 0.974, 0.536 | PDLC03164,Specificity_I_00113, 1, 0.00013, 0.496, 0.291 | PDLC03128,Specificity_I_00077, 1, 0.0016, 0.47, 0.283 | PDLC03147,Specificity_I_00096, 1, 0.0021, 0.462, 0.246 | PDLC03147,Specificity_I_00096, 2, 2.7e-05, 0.282, 0.162 | PDLC03129,Specificity_I_00078, 1, 4.3e-37, 0.684, 0.374 | PDLC03179,Specificity_I_00128, 1, 2.1e-07, 0.679, 0.284 | PDLC03092,Specificity_I_00041, 1, 0.061, 0.363, 0.204 | PDLC03098,Specificity_I_00047, 1, 1.6e-26, 0.949, 0.508 | PDLC03076,Specificity_I_00025, 1, 0.00033, 0.688, 0.338 | PDLC03154,Specificity_I_00103, 1, 0.00031, 0.295, 0.165 | PDLC03086,Specificity_I_00035, 1, 8.5e-06, 0.303, 0.155 | PDLC03108,Specificity_I_00057, 1, 2.4, 0.103, 0.053 | PDLC03108,Specificity_I_00057, 2, 2.3e-07, 0.47, 0.237 | PDLC03062,Specificity_I_00011, 1, 1.4, 0.342, 0.213 | PDLC03062,Specificity_I_00011, 2, 0.011, 0.103, 0.064 | PDLC03196,Specificity_I_00145, 1, 5.6, 0.303, 0.081 | PDLC03196,Specificity_I_00145, 2, 0.0063, 0.41, 0.124 | PDLC03059,Specificity_I_00008, 1, 100, 0.06, 0.034 | PDLC03059,Specificity_I_00008, 2, 0.00034, 0.462, 0.257 | PDLC03169,Specificity_I_00118, 1, 1.3e-07, 0.415, 0.206 | PDLC03162,Specificity_I_00111, 1, 410, 0.081, 0.044 | PDLC03162,Specificity_I_00111, 2, 2.2e-09, 0.59, 0.313 | PDLC03103,Specificity_I_00052, 1, 37, 0.179, 0.107 | PDLC03103,Specificity_I_00052, 2, 0.00012, 0.526, 0.309 | PDLC03064,Specificity_I_00013, 1, 9.6e-09, 0.568, 0.315 | PDLC03069,Specificity_I_00018, 1, 1.8e-07, 0.316, 0.189 | PDLC03100,Specificity_I_00049, 1, 8.9e-08, 0.637, 0.378 | PDLC03106,Specificity_I_00055, 1, 2.2e-07, 0.855, 0.484 | PDLC03127,Specificity_I_00076, 1, 450, 0.098, 0.039 | PDLC03127,Specificity_I_00076, 2, 6.2e-05, 0.291, 0.124 | PDLC03173,Specificity_I_00122, 1, 54, 0.12, 0.06 | PDLC03173,Specificity_I_00122, 2, 5.4e-09, 0.423, 0.205 | PDLC03099,Specificity_I_00048, 1, 220, 0.081, 0.047 | PDLC03099,Specificity_I_00048, 2, 1200, 0.081, 0.047 | PDLC03099,Specificity_I_00048, 3, 1.3e-07, 0.406, 0.22 | PDLC03081,Specificity_I_00030, 1, 8.8e-05, 0.85, 0.487 | PDLC03189,Specificity_I_00138, 1, 1.1e-05, 0.329, 0.163 | PDLC03125,Specificity_I_00074, 1, 2e-04, 0.449, 0.266 | PDLC03119,Specificity_I_00068, 1, 3e-04, 0.278, 0.155 | PDLC03054,Specificity_I_00003, 1, 0.0023, 0.389, 0.222 | PDLC03192,Specificity_I_00141, 1, 5e-16, 0.829, 0.474 | PDLC03102,Specificity_I_00051, 1, 3.2e-06, 0.436, 0.266 | PDLC03110,Specificity_I_00059, 1, 2.8e-06, 0.419, 0.155 | PDLC03161,Specificity_I_00110, 1, 1100, 0.068, 0.04 | PDLC03161,Specificity_I_00110, 2, 0.0046, 0.239, 0.138 | PDLC03134,Specificity_I_00083, 1, 3.9e-05, 0.423, 0.224 | PDLC03083,Specificity_I_00032, 1, 3.4e-05, 0.457, 0.152 | PDLC03156,Specificity_I_00105, 1, 1.4e-23, 0.953, 0.523 | PDLC03113,Specificity_I_00062, 1, 1.2e-10, 0.603, 0.363 | PDLC03144,Specificity_I_00093, 1, 1.7e-05, 0.573, 0.32 | PDLC03168,Specificity_I_00117, 1, 4.3e-05, 0.35, 0.181 | PDLC03077,Specificity_I_00026, 1, 9.2e-06, 0.479, 0.264 | PDLC03091,Specificity_I_00040, 1, 26, 0.107, 0.057 | PDLC03091,Specificity_I_00040, 2, 4.5e-08, 0.316, 0.172 | PDLC03170,Specificity_I_00119, 1, 14, 0.12, 0.064 | PDLC03170,Specificity_I_00119, 2, 1.1e-07, 0.308, 0.165 | PDLC03084,Specificity_I_00033, 1, 0.0033, 0.295, 0.171 | PDLC03105,Specificity_I_00054, 1, 1.1e-16, 0.795, 0.429 | PDLC03105,Specificity_I_00054, 2, 0.34, 0.115, 0.06 | PDLC03101,Specificity_I_00050, 1, 6.6e-32, 0.949, 0.53 | PDLC03160,Specificity_I_00109, 1, 7.1e-08, 0.688, 0.412 | PDLC03160,Specificity_I_00109, 2, 8.3, 0.103, 0.065 | PDLC03087,Specificity_I_00036, 1, 1e-37, 0.936, 0.512 | PDLC03178,Specificity_I_00127, 1, 2.5e-23, 0.833, 0.474 | PDLC03072,Specificity_I_00021, 1, 5e-20, 0.808, 0.435","PDLC03075, Specificity_I_00024, 2e-39, 0.808, 0.467 | PDLC03087, Specificity_I_00036, 1e-37, 0.936, 0.512 | PDLC03129, Specificity_I_00078, 4.3e-37, 0.684, 0.374 | PDLC03101, Specificity_I_00050, 6.6e-32, 0.949, 0.53 | PDLC03118, Specificity_I_00067, 1.6e-28, 0.974, 0.536"
7,JBEGEM010000014.1,PDC-S13,JBEGEM010000014.1_8,PDLC04920,PDC-S13_WP_097300085.1,PDC-S13,1.9e-60,2.7e-60,0.885,0.923,8661,9521,-,-,8,50,"PDLC04920,PDC-S13_WP_097300085.1, 1, 2.7e-60, 0.885, 0.923 | PDLC04918,PDC-S13_WP_217993064.1, 1, 4.8e-57, 0.453, 0.603 | PDLC04919,PDC-S13_WP_186842295.1, 1, 1.3e-57, 0.523, 0.527","PDLC04920, PDC-S13_WP_097300085.1, 2.7e-60, 0.885, 0.923 | PDLC04919, PDC-S13_WP_186842295.1, 1.3e-57, 0.523, 0.527 | PDLC04918, PDC-S13_WP_217993064.1, 4.8e-57, 0.453, 0.603"
