system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
4,CP168203.1,HEC-09,CP168203.1_80,PDLC04163,HEC-09_WP_196893758.1,HEC-09,7.299999999999999e-23,1.0000000000000001e-21,0.715,0.911,99431,100387,+,-,80,4122,"PDLC04163,HEC-09_WP_196893758.1, 1, 1e-21, 0.715, 0.911","PDLC04163, HEC-09_WP_196893758.1, 1e-21, 0.715, 0.911"
15,CP168203.1,PDC-S46,CP168203.1_84,PDLC05023,PDC-S46_WP_094381220.1,PDC-S46,1.799999999999999e-271,1.999999999999999e-271,0.994,0.994,102356,104512,+,-,84,4122,"PDLC05023,PDC-S46_WP_094381220.1, 1, 2e-271, 0.994, 0.994","PDLC05023, PDC-S46_WP_094381220.1, 2e-271, 0.994, 0.994"
25,CP168203.1,retron_XI,CP168203.1_142,PDLC02959,retron_type_XI_RT_typeXI,RT-Protease_XI,1.5999999999999995e-146,1.7999999999999994e-146,0.976,0.99,178888,180510,-,-,142,4122,"PDLC02959,retron_type_XI_RT_typeXI, 1, 1.8e-146, 0.976, 0.99 | PDLC02960,retron_XI, 1, 2.3e-146, 0.974, 0.992","PDLC02959, retron_type_XI_RT_typeXI, 1.8e-146, 0.976, 0.99 | PDLC02960, retron_XI, 2.3e-146, 0.974, 0.992"
22,CP168203.1,SoFic,CP168203.1_250,PDLC03963,SoFic__SoFic,SoFic,9.999999999999998e-122,1.2999999999999997e-121,0.906,0.978,301348,302502,+,-,250,4122,"PDLC03963,SoFic__SoFic, 1, 1.3e-121, 0.906, 0.978","PDLC03963, SoFic__SoFic, 1.3e-121, 0.906, 0.978"
19,CP168203.1,RM_type_II,CP168203.1_332,PDLC03307,MTase_II_00093,MTase_II,3.899999999999999e-129,4.7999999999999985e-129,0.946,0.963,395750,396964,+,-,332,4122,"PDLC03326,MTase_II_00112, 1, 6.9e-27, 0.306, 0.301 | PDLC03326,MTase_II_00112, 2, 3.6e-08, 0.119, 0.124 | PDLC03326,MTase_II_00112, 3, 0.33, 0.133, 0.124 | PDLC03326,MTase_II_00112, 4, 4.1e-16, 0.133, 0.131 | PDLC03384,MTase_II_00170, 1, 2e-07, 0.148, 0.159 | PDLC03384,MTase_II_00170, 2, 0.00081, 0.106, 0.114 | PDLC03307,MTase_II_00093, 1, 4.8e-129, 0.946, 0.963 | PDLC03304,MTase_II_00090, 1, 2e-25, 0.321, 0.312 | PDLC03304,MTase_II_00090, 2, 0.011, 0.109, 0.102 | PDLC03304,MTase_II_00090, 3, 0.48, 0.126, 0.132 | PDLC03272,MTase_II_00058, 1, 2.3e-33, 0.336, 0.314 | PDLC03272,MTase_II_00058, 2, 1.5e-29, 0.528, 0.455 | PDLC03381,MTase_II_00167, 1, 2.9e-08, 0.316, 0.336 | PDLC03381,MTase_II_00167, 2, 0.59, 0.059, 0.061 | PDLC03381,MTase_II_00167, 3, 1.2e-07, 0.153, 0.154 | PDLC03254,MTase_II_00040, 1, 1.1e-06, 0.299, 0.308 | PDLC03374,MTase_II_00160, 1, 3.7e-05, 0.232, 0.199 | PDLC03374,MTase_II_00160, 2, 4.5, 0.099, 0.094 | PDLC03374,MTase_II_00160, 3, 2.2, 0.133, 0.116 | PDLC03324,MTase_II_00110, 1, 9.9e-08, 0.306, 0.292 | PDLC03324,MTase_II_00110, 2, 0.15, 0.062, 0.061 | PDLC03324,MTase_II_00110, 3, 140, 0.042, 0.042 | PDLC03277,MTase_II_00063, 1, 0.00024, 0.126, 0.064 | PDLC03368,MTase_II_00154, 1, 140, 0.077, 0.07 | PDLC03368,MTase_II_00154, 2, 0.0012, 0.148, 0.143 | PDLC03368,MTase_II_00154, 3, 100, 0.059, 0.056 | PDLC03368,MTase_II_00154, 4, 0.0037, 0.254, 0.222 | PDLC03225,MTase_II_00011, 1, 2.3e-16, 0.314, 0.223 | PDLC03225,MTase_II_00011, 2, 0.0013, 0.081, 0.054 | PDLC03225,MTase_II_00011, 3, 270, 0.052, 0.034 | PDLC03225,MTase_II_00011, 4, 1e-09, 0.121, 0.08 | PDLC03378,MTase_II_00164, 1, 2.4e-77, 0.948, 0.953 | PDLC03279,MTase_II_00065, 1, 1.9e-12, 0.311, 0.216 | PDLC03279,MTase_II_00065, 2, 0.0051, 0.074, 0.051 | PDLC03279,MTase_II_00065, 3, 4.7e-06, 0.114, 0.078 | PDLC03237,MTase_II_00023, 1, 5.1e-21, 0.309, 0.125 | PDLC03237,MTase_II_00023, 2, 0.0022, 0.069, 0.029 | PDLC03237,MTase_II_00023, 3, 4.2e-12, 0.119, 0.046 | PDLC03343,MTase_II_00129, 1, 3.8e-08, 0.304, 0.253 | PDLC03343,MTase_II_00129, 2, 1.1e-07, 0.099, 0.087 | PDLC03343,MTase_II_00129, 3, 18, 0.042, 0.037 | PDLC03343,MTase_II_00129, 4, 1.1e-10, 0.116, 0.102 | PDLC03370,MTase_II_00156, 1, 3.1e-05, 0.146, 0.158 | PDLC03370,MTase_II_00156, 2, 9.5, 0.081, 0.085 | PDLC03370,MTase_II_00156, 3, 240, 0.069, 0.072 | PDLC03242,MTase_II_00028, 1, 2.6e-14, 0.321, 0.296 | PDLC03242,MTase_II_00028, 2, 1.5e-08, 0.104, 0.105 | PDLC03242,MTase_II_00028, 3, 0.011, 0.148, 0.147 | PDLC03234,MTase_II_00020, 1, 7.8e-31, 0.314, 0.336 | PDLC03234,MTase_II_00020, 2, 6.1e-11, 0.294, 0.195 | PDLC03234,MTase_II_00020, 3, 1.8e-17, 0.128, 0.139 | PDLC03269,MTase_II_00055, 1, 5.6e-15, 0.301, 0.263 | PDLC03269,MTase_II_00055, 2, 1.3e-06, 0.128, 0.121 | PDLC03269,MTase_II_00055, 3, 0.00017, 0.099, 0.096 | PDLC03329,MTase_II_00115, 1, 4.1e-05, 0.304, 0.317 | PDLC03329,MTase_II_00115, 2, 4.3e-06, 0.123, 0.12 | PDLC03329,MTase_II_00115, 3, 0.00041, 0.198, 0.197 | PDLC03223,MTase_II_00009, 1, 140, 0.042, 0.036 | PDLC03223,MTase_II_00009, 2, 1.8e-13, 0.457, 0.377 | PDLC03223,MTase_II_00009, 3, 2e-10, 0.138, 0.119 | PDLC03243,MTase_II_00029, 1, 1.5e-09, 0.306, 0.324 | PDLC03243,MTase_II_00029, 2, 0.21, 0.133, 0.119 | PDLC03243,MTase_II_00029, 3, 310, 0.104, 0.111 | PDLC03217,MTase_II_00003, 1, 9.6e-14, 0.323, 0.174 | PDLC03217,MTase_II_00003, 2, 0.00075, 0.084, 0.048 | PDLC03217,MTase_II_00003, 3, 0.065, 0.138, 0.078 | PDLC03232,MTase_II_00018, 1, 6e-06, 0.099, 0.088 | PDLC03232,MTase_II_00018, 2, 3.2e-08, 0.153, 0.144 | PDLC03232,MTase_II_00018, 3, 4e-04, 0.069, 0.06 | PDLC03232,MTase_II_00018, 4, 4.3e-12, 0.153, 0.133 | PDLC03361,MTase_II_00147, 1, 1.7e-12, 0.326, 0.332 | PDLC03361,MTase_II_00147, 2, 2.8e-06, 0.081, 0.07 | PDLC03361,MTase_II_00147, 3, 4.5e-05, 0.156, 0.152 | PDLC03286,MTase_II_00072, 1, 1.8e-14, 0.319, 0.692 | PDLC03286,MTase_II_00072, 2, 0.00016, 0.081, 0.184 | PDLC03220,MTase_II_00006, 1, 2.6e-07, 0.306, 0.232 | PDLC03220,MTase_II_00006, 2, 30, 0.052, 0.04 | PDLC03220,MTase_II_00006, 3, 0.89, 0.101, 0.08 | PDLC03330,MTase_II_00116, 1, 8.8e-19, 0.296, 0.272 | PDLC03330,MTase_II_00116, 2, 0.0011, 0.094, 0.088 | PDLC03330,MTase_II_00116, 3, 1.1e-09, 0.121, 0.114 | PDLC03388,MTase_II_00174, 1, 0.011, 0.2, 0.233 | PDLC03388,MTase_II_00174, 2, 0.0097, 0.074, 0.083 | PDLC03355,MTase_II_00141, 1, 4.3e-22, 0.491, 0.483 | PDLC03355,MTase_II_00141, 2, 0.0075, 0.121, 0.135 | PDLC03270,MTase_II_00056, 1, 1.7e-17, 0.311, 0.392 | PDLC03270,MTase_II_00056, 2, 0.074, 0.069, 0.091 | PDLC03270,MTase_II_00056, 3, 7.1e-11, 0.227, 0.307 | PDLC03231,MTase_II_00017, 1, 2e-11, 0.509, 0.414 | PDLC03231,MTase_II_00017, 2, 8e-04, 0.116, 0.096","PDLC03307, MTase_II_00093, 4.8e-129, 0.946, 0.963 | PDLC03378, MTase_II_00164, 2.4e-77, 0.948, 0.953 | PDLC03272, MTase_II_00058, 2.3e-33, 0.336, 0.314 | PDLC03234, MTase_II_00020, 7.8e-31, 0.314, 0.336 | PDLC03326, MTase_II_00112, 6.9e-27, 0.306, 0.301"
19,CP168203.1,RM_type_II,CP168203.1_333,PDLC03452,REase_II_00054,REase_II,4.599999999999999e-101,5.099999999999999e-101,0.986,0.968,396961,397596,+,-,333,4122,"PDLC03468,REase_II_00070, 1, 2.7e-47, 0.811, 0.822 | PDLC03452,REase_II_00054, 1, 5.1e-101, 0.986, 0.968","PDLC03452, REase_II_00054, 5.1e-101, 0.986, 0.968 | PDLC03468, REase_II_00070, 2.7e-47, 0.811, 0.822"
2,CP168203.1,DMS_other,CP168203.1_335,PDLC02590,DrmC_00006,DrmC,2.7e-40,2.9999999999999998e-40,0.978,0.989,398386,398652,+,-,335,4122,"PDLC02590,DrmC_00006, 1, 3e-40, 0.978, 0.989","PDLC02590, DrmC_00006, 3e-40, 0.978, 0.989"
1,CP168203.1,AbiD,CP168203.1_370,PDLC02344,AbiD,AbiD,4.499999999999999e-63,4.999999999999999e-63,0.977,0.982,439011,439931,+,-,370,4122,"PDLC02344,AbiD, 1, 5e-63, 0.977, 0.982","PDLC02344, AbiD, 5e-63, 0.977, 0.982"
23,CP168203.1,VSPR,CP168203.1_640,PDLC03326,MTase_II_00112,MTase_II,2.699999999999999e-175,3.099999999999999e-175,0.889,0.988,754119,755498,-,-,640,4122,"PDLC03326,MTase_II_00112, 1, 3.1e-175, 0.889, 0.988 | PDLC03384,MTase_II_00170, 1, 9.7e-19, 0.541, 0.629 | PDLC03384,MTase_II_00170, 2, 720, 0.1, 0.127 | PDLC03307,MTase_II_00093, 1, 4.6e-31, 0.391, 0.521 | PDLC03307,MTase_II_00093, 2, 2e-10, 0.115, 0.139 | PDLC03304,MTase_II_00090, 1, 1e-19, 0.402, 0.438 | PDLC03304,MTase_II_00090, 2, 1.9e-05, 0.124, 0.146 | PDLC03272,MTase_II_00058, 1, 4.5e-60, 0.841, 0.808 | PDLC03381,MTase_II_00167, 1, 1.5e-24, 0.465, 0.53 | PDLC03381,MTase_II_00167, 2, 5.3e-10, 0.124, 0.144 | PDLC03254,MTase_II_00040, 1, 3.2e-07, 0.365, 0.422 | PDLC03374,MTase_II_00160, 1, 0.16, 0.193, 0.188 | PDLC03374,MTase_II_00160, 2, 87, 0.065, 0.062 | PDLC03374,MTase_II_00160, 3, 1, 0.087, 0.085 | PDLC03324,MTase_II_00110, 1, 1.1e-15, 0.363, 0.392 | PDLC03324,MTase_II_00110, 2, 7.7, 0.133, 0.174 | PDLC03277,MTase_II_00063, 1, 4.9e-06, 0.233, 0.137 | PDLC03277,MTase_II_00063, 2, 570, 0.063, 0.035 | PDLC03368,MTase_II_00154, 1, 3.9e-12, 0.404, 0.459 | PDLC03368,MTase_II_00154, 2, 0.0011, 0.12, 0.131 | PDLC03225,MTase_II_00011, 1, 1.7e-20, 0.28, 0.226 | PDLC03225,MTase_II_00011, 2, 3.5e-05, 0.174, 0.117 | PDLC03225,MTase_II_00011, 3, 6.3e-15, 0.135, 0.101 | PDLC03378,MTase_II_00164, 1, 4e-78, 0.807, 0.945 | PDLC03279,MTase_II_00065, 1, 1.4e-24, 0.367, 0.286 | PDLC03279,MTase_II_00065, 2, 1.4e-05, 0.122, 0.095 | PDLC03237,MTase_II_00023, 1, 1.4e-44, 0.402, 0.182 | PDLC03237,MTase_II_00023, 2, 1.6e-11, 0.113, 0.05 | PDLC03343,MTase_II_00129, 1, 3.3e-29, 0.452, 0.444 | PDLC03343,MTase_II_00129, 2, 2.7e-11, 0.18, 0.167 | PDLC03370,MTase_II_00156, 1, 1.4e-07, 0.228, 0.284 | PDLC03370,MTase_II_00156, 2, 200, 0.063, 0.075 | PDLC03242,MTase_II_00028, 1, 4e-20, 0.391, 0.413 | PDLC03242,MTase_II_00028, 2, 0.26, 0.093, 0.105 | PDLC03234,MTase_II_00020, 1, 2.5e-86, 0.809, 0.96 | PDLC03269,MTase_II_00055, 1, 6.3e-31, 0.391, 0.391 | PDLC03269,MTase_II_00055, 2, 1.2e-05, 0.096, 0.101 | PDLC03329,MTase_II_00115, 1, 7.2e-16, 0.365, 0.43 | PDLC03329,MTase_II_00115, 2, 490, 0.091, 0.106 | PDLC03329,MTase_II_00115, 3, 85, 0.091, 0.106 | PDLC03223,MTase_II_00009, 1, 4.5e-12, 0.3, 0.326 | PDLC03223,MTase_II_00009, 2, 0.58, 0.078, 0.075 | PDLC03223,MTase_II_00009, 3, 2.7e-07, 0.115, 0.115 | PDLC03243,MTase_II_00029, 1, 4.5e-19, 0.367, 0.435 | PDLC03243,MTase_II_00029, 2, 0.19, 0.1, 0.122 | PDLC03217,MTase_II_00003, 1, 1.8e-18, 0.391, 0.24 | PDLC03217,MTase_II_00003, 2, 0.001, 0.141, 0.092 | PDLC03232,MTase_II_00018, 1, 9.7e-05, 0.067, 0.069 | PDLC03232,MTase_II_00018, 2, 1.8e-18, 0.228, 0.254 | PDLC03232,MTase_II_00018, 3, 1.9e-12, 0.196, 0.187 | PDLC03361,MTase_II_00147, 1, 1.9e-19, 0.372, 0.431 | PDLC03361,MTase_II_00147, 2, 0.00082, 0.113, 0.123 | PDLC03286,MTase_II_00072, 1, 4e-26, 0.37, 0.903 | PDLC03286,MTase_II_00072, 2, 2700, 0.037, 0.092 | PDLC03220,MTase_II_00006, 1, 1.7e-17, 0.359, 0.32 | PDLC03220,MTase_II_00006, 2, 0.0066, 0.109, 0.097 | PDLC03330,MTase_II_00116, 1, 5.2e-24, 0.367, 0.381 | PDLC03330,MTase_II_00116, 2, 5.2e-06, 0.111, 0.119 | PDLC03388,MTase_II_00174, 1, 1.1e-08, 0.2, 0.261 | PDLC03355,MTase_II_00141, 1, 2.8e-30, 0.798, 0.947 | PDLC03270,MTase_II_00056, 1, 1.3e-30, 0.367, 0.515 | PDLC03270,MTase_II_00056, 2, 7.3e-06, 0.109, 0.162 | PDLC03231,MTase_II_00017, 1, 2e-19, 0.38, 0.414 | PDLC03231,MTase_II_00017, 2, 2.5e-05, 0.115, 0.109","PDLC03326, MTase_II_00112, 3.1e-175, 0.889, 0.988 | PDLC03234, MTase_II_00020, 2.5e-86, 0.809, 0.96 | PDLC03378, MTase_II_00164, 4e-78, 0.807, 0.945 | PDLC03272, MTase_II_00058, 4.5e-60, 0.841, 0.808 | PDLC03237, MTase_II_00023, 1.4e-44, 0.402, 0.182"
23,CP168203.1,VSPR,CP168203.1_641,PDLC03397,NEase_II_00006,Vsr,6e-29,6.5e-29,0.848,0.75,755571,755984,+,-,641,4122,"PDLC03397,NEase_II_00006, 1, 6.5e-29, 0.848, 0.75","PDLC03397, NEase_II_00006, 6.5e-29, 0.848, 0.75"
