system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
2,CP168195.1,DMS_other,CP168195.1_32,PDLC02590,DrmC_00006,DrmC,1.1999999999999998e-31,1.3e-31,0.966,0.977,30772,31038,-,-,32,4526,"PDLC02590,DrmC_00006, 1, 1.3e-31, 0.966, 0.977","PDLC02590, DrmC_00006, 1.3e-31, 0.966, 0.977"
2,CP168195.1,DMS_other,CP168195.1_33,PDLC02630,DrmD_00013,DrmD,6.399999999999999e-107,7.199999999999998e-107,0.963,0.988,31189,31989,-,-,33,4526,"PDLC02508,BrxL_00004, 1, 0.013, 0.112, 0.043 | PDLC02630,DrmD_00013, 1, 7.2e-107, 0.963, 0.988 | PDLC02192,DUF499_00001, 1, 0.032, 0.131, 0.034 | PDLC04140,mads_8, 1, 0.092, 0.105, 0.089 | PDLC04140,mads_8, 2, 3.1, 0.105, 0.089","PDLC02630, DrmD_00013, 7.2e-107, 0.963, 0.988 | PDLC02508, BrxL_00004, 0.013, 0.112, 0.043 | PDLC02192, DUF499_00001, 0.032, 0.131, 0.034 | PDLC04140, mads_8, 0.092, 0.105, 0.089"
3,CP168195.1,DMS_other,CP168195.1_603,PDLC04133,mads_1,mad1,5.8e-9,6.7e-9,0.694,0.833,691941,692156,+,-,603,4526,"PDLC04133,mads_1, 1, 6.7e-09, 0.694, 0.833","PDLC04133, mads_1, 6.7e-09, 0.694, 0.833"
21,CP168195.1,brex_type_III,CP168195.1_604,PDLC02497,BrxF_00002,BrxF,5.8e-49,6.6e-49,0.868,0.962,692153,692674,+,-,604,4526,"PDLC02497,BrxF_00002, 1, 6.6e-49, 0.868, 0.962 | PDLC02496,BrxF_00001, 1, 1.4e-22, 0.845, 0.937 | PDLC02499,BrxF_00004, 1, 4.2e-11, 0.621, 0.82","PDLC02497, BrxF_00002, 6.6e-49, 0.868, 0.962 | PDLC02496, BrxF_00001, 1.4e-22, 0.845, 0.937 | PDLC02499, BrxF_00004, 4.2e-11, 0.621, 0.82"
21,CP168195.1,brex_type_III,CP168195.1_605,PDLC02482,BrxC_00012,BrxC,0,0,0.998,0.999,692671,696417,+,-,605,4526,"PDLC02487,BrxC_00017, 1, 3e-74, 0.972, 0.965 | PDLC02493,BrxC_00023, 1, 0.4, 0.065, 0.066 | PDLC02493,BrxC_00023, 2, 3.2, 0.032, 0.034 | PDLC02482,BrxC_00012, 1, 0, 0.998, 0.999 | PDLC02484,BrxC_00014, 1, 0.048, 0.054, 0.056 | PDLC02484,BrxC_00014, 2, 0.0053, 0.093, 0.099 | PDLC02479,BrxC_00009, 1, 5.8e-05, 0.06, 0.059 | PDLC02479,BrxC_00009, 2, 58, 0.029, 0.032 | PDLC02490,BrxC_00020, 1, 0.0013, 0.038, 0.042 | PDLC02490,BrxC_00020, 2, 8.8, 0.04, 0.044 | PDLC02489,BrxC_00019, 1, 0.047, 0.046, 0.05 | PDLC02489,BrxC_00019, 2, 0.099, 0.088, 0.087 | PDLC02488,BrxC_00018, 1, 0.00027, 0.062, 0.061 | PDLC02488,BrxC_00018, 2, 0.68, 0.034, 0.034 | PDLC02471,BrxC_00001, 1, 0.058, 0.026, 0.027 | PDLC02471,BrxC_00001, 2, 19, 0.038, 0.55","PDLC02482, BrxC_00012, 0, 0.998, 0.999 | PDLC02487, BrxC_00017, 3e-74, 0.972, 0.965 | PDLC02479, BrxC_00009, 5.8e-05, 0.06, 0.059 | PDLC02488, BrxC_00018, 0.00027, 0.062, 0.061 | PDLC02490, BrxC_00020, 0.0013, 0.038, 0.042"
21,CP168195.1,brex_type_III,CP168195.1_608,PDLC02541,PglXI_00001,PglXI,0,0,0.992,0.992,700199,702970,+,-,608,4526,"PDLC02541,PglXI_00001, 1, 0, 0.992, 0.992","PDLC02541, PglXI_00001, 0, 0.992, 0.992"
21,CP168195.1,brex_type_III,CP168195.1_609,PDLC02500,BrxHI_00001,BrxHII,0,0,0.98,0.996,702974,705808,+,-,609,4526,"PDLC02500,BrxHI_00001, 1, 0, 0.98, 0.996 | PDLC02504,BrxHII_00001, 1, 1e-86, 0.626, 0.6","PDLC02500, BrxHI_00001, 0, 0.98, 0.996 | PDLC02504, BrxHII_00001, 1e-86, 0.626, 0.6"
21,CP168195.1,brex_type_III,CP168195.1_610,PDLC02558,PglZ_00017,PglZ,8.299999999999996e-254,9.799999999999995e-254,0.982,0.992,705805,707853,+,-,610,4526,"PDLC02555,PglZ_00014, 1, 3.6, 0.107, 0.119 | PDLC02555,PglZ_00014, 2, 6.7e-20, 0.455, 0.476 | PDLC02565,PglZ_00024, 1, 4.7e-11, 0.252, 0.19 | PDLC02565,PglZ_00024, 2, 26, 0.023, 0.018 | PDLC02561,PglZ_00020, 1, 7e-04, 0.381, 0.3 | PDLC02566,PglZ_00025, 1, 0.066, 0.075, 0.063 | PDLC02566,PglZ_00025, 2, 1.8, 0.034, 0.03 | PDLC02564,PglZ_00023, 1, 0.00014, 0.148, 0.12 | PDLC02556,PglZ_00015, 1, 2.1e-113, 0.96, 0.973 | PDLC02547,PglZ_00006, 1, 0.38, 0.038, 0.03 | PDLC02558,PglZ_00017, 1, 9.8e-254, 0.982, 0.992 | PDLC02563,PglZ_00022, 1, 330, 0.013, 0.011 | PDLC02563,PglZ_00022, 2, 0.033, 0.037, 0.03","PDLC02558, PglZ_00017, 9.8e-254, 0.982, 0.992 | PDLC02556, PglZ_00015, 2.1e-113, 0.96, 0.973 | PDLC02555, PglZ_00014, 6.7e-20, 0.455, 0.476 | PDLC02565, PglZ_00024, 4.7e-11, 0.252, 0.19 | PDLC02564, PglZ_00023, 0.00014, 0.148, 0.12"
21,CP168195.1,brex_type_III,CP168195.1_611,PDLC02444,BrxA_00008,BrxA,2.5999999999999996e-78,2.8999999999999996e-78,0.988,0.988,707861,708580,+,-,611,4526,"PDLC02444,BrxA_00008, 1, 2.9e-78, 0.988, 0.988 | PDLC02437,BrxA_00001, 1, 1.6e-33, 0.908, 0.933","PDLC02444, BrxA_00008, 2.9e-78, 0.988, 0.988 | PDLC02437, BrxA_00001, 1.6e-33, 0.908, 0.933"
3,CP168195.1,DMS_other,CP168195.1_612,PDLC02590,DrmC_00006,DrmC,1.1999999999999998e-31,1.3e-31,0.966,0.977,708806,709072,+,-,612,4526,"PDLC02590,DrmC_00006, 1, 1.3e-31, 0.966, 0.977","PDLC02590, DrmC_00006, 1.3e-31, 0.966, 0.977"
