system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
4,CP167815.1,PDC-S06,CP167815.1_106,PDLC04891,PDC-S06_WP_106028275.1,PDC-S06,3.8999999999999984e-206,4.699999999999998e-206,0.976,0.997,127416,130046,-,-,106,4237,"PDLC04897,PDC-S06_WP_115337947.1, 1, 0.75, 0.026, 0.032 | PDLC04897,PDC-S06_WP_115337947.1, 2, 2.7e-05, 0.148, 0.19 | PDLC04895,PDC-S06_WP_184316307.1, 1, 7.8, 0.047, 0.05 | PDLC04895,PDC-S06_WP_184316307.1, 2, 150, 0.127, 0.139 | PDLC04895,PDC-S06_WP_184316307.1, 3, 3.6e-09, 0.08, 0.096 | PDLC04891,PDC-S06_WP_106028275.1, 1, 4.7e-206, 0.976, 0.997 | PDLC04898,PDC-S06_WP_144626586.1, 1, 4.5, 0.031, 0.036 | PDLC04898,PDC-S06_WP_144626586.1, 2, 270, 0.041, 0.051 | PDLC04898,PDC-S06_WP_144626586.1, 3, 0.00039, 0.084, 0.114 | PDLC04893,PDC-S06_WP_194540461.1, 1, 8.2e-157, 0.975, 0.993 | PDLC04892,PDC-S06_WP_027430483.1, 1, 5.9e-66, 0.818, 0.841 | PDLC04896,PDC-S06_WP_102776212.1, 1, 5.8, 0.026, 0.031 | PDLC04896,PDC-S06_WP_102776212.1, 2, 2.2e-07, 0.129, 0.16 | PDLC04887,PDC-S06_WP_221405099.1, 1, 0.11, 0.036, 0.041 | PDLC04887,PDC-S06_WP_221405099.1, 2, 3.2e-10, 0.287, 0.324 | PDLC04890,PDC-S06_WP_095244428.1, 1, 0.0016, 0.047, 0.056 | PDLC04890,PDC-S06_WP_095244428.1, 2, 1.6e-05, 0.086, 0.122 | PDLC04894,PDC-S06_WP_100093761.1, 1, 0.029, 0.031, 0.036 | PDLC04894,PDC-S06_WP_100093761.1, 2, 1.5e-08, 0.454, 0.523 | PDLC04888,PDC-S06_WP_216011563.1, 1, 2.7e-75, 0.892, 0.908 | PDLC04886,PDC-S06_WP_029531116.1, 1, 0.003, 0.043, 0.054 | PDLC04886,PDC-S06_WP_029531116.1, 2, 4.8e-08, 0.153, 0.195 | PDLC04889,PDC-S06_WP_156124124.1, 1, 0.37, 0.058, 0.072 | PDLC04889,PDC-S06_WP_156124124.1, 2, 0.00029, 0.076, 0.1","PDLC04891, PDC-S06_WP_106028275.1, 4.7e-206, 0.976, 0.997 | PDLC04893, PDC-S06_WP_194540461.1, 8.2e-157, 0.975, 0.993 | PDLC04888, PDC-S06_WP_216011563.1, 2.7e-75, 0.892, 0.908 | PDLC04892, PDC-S06_WP_027430483.1, 5.9e-66, 0.818, 0.841 | PDLC04887, PDC-S06_WP_221405099.1, 3.2e-10, 0.287, 0.324"
8,CP167815.1,SoFic,CP167815.1_206,PDLC03963,SoFic__SoFic,SoFic,1.0999999999999999e-86,1.3999999999999999e-86,0.953,0.712,243708,244538,+,-,206,4237,"PDLC03963,SoFic__SoFic, 1, 1.4e-86, 0.953, 0.712","PDLC03963, SoFic__SoFic, 1.4e-86, 0.953, 0.712"
5,CP167815.1,PDC-S08,CP167815.1_1626,PDLC04900,PDC-S08_WP_202707215.1,PDC-S08,4.1999999999999986e-127,7.099999999999998e-127,0.991,0.935,1900765,1901721,+,-,1626,4237,"PDLC04900,PDC-S08_WP_202707215.1, 1, 7.1e-127, 0.991, 0.935","PDLC04900, PDC-S08_WP_202707215.1, 7.1e-127, 0.991, 0.935"
6,CP167815.1,PDC-S55,CP167815.1_1627,PDLC05037,PDC-S55_WP_162277864.1,PDC-S55,1.7e-36,2e-36,0.967,0.984,1901752,1902303,-,-,1627,4237,"PDLC05037,PDC-S55_WP_162277864.1, 1, 2e-36, 0.967, 0.984","PDLC05037, PDC-S55_WP_162277864.1, 2e-36, 0.967, 0.984"
7,CP167815.1,RM_type_II,CP167815.1_2667,PDLC03378,MTase_II_00164,MTase_II,1.0999999999999998e-77,1.3999999999999998e-77,0.941,0.939,3161995,3163053,-,-,2667,4237,"PDLC03326,MTase_II_00112, 1, 5.4e-30, 0.581, 0.546 | PDLC03326,MTase_II_00112, 2, 2.8e-13, 0.246, 0.209 | PDLC03384,MTase_II_00170, 1, 1.5e-09, 0.391, 0.382 | PDLC03384,MTase_II_00170, 2, 0.023, 0.057, 0.053 | PDLC03307,MTase_II_00093, 1, 1.4e-13, 0.365, 0.314 | PDLC03307,MTase_II_00093, 2, 0.051, 0.079, 0.073 | PDLC03307,MTase_II_00093, 3, 2.2e-07, 0.28, 0.254 | PDLC03304,MTase_II_00090, 1, 2.2e-08, 0.456, 0.396 | PDLC03304,MTase_II_00090, 2, 240, 0.057, 0.123 | PDLC03272,MTase_II_00058, 1, 7.1e-39, 0.972, 0.791 | PDLC03381,MTase_II_00167, 1, 8.2e-08, 0.55, 0.525 | PDLC03381,MTase_II_00167, 2, 8.4e-14, 0.363, 0.326 | PDLC03254,MTase_II_00040, 1, 4.8e-07, 0.456, 0.422 | PDLC03374,MTase_II_00160, 1, 0.18, 0.235, 0.183 | PDLC03374,MTase_II_00160, 2, 0.0083, 0.147, 0.116 | PDLC03374,MTase_II_00160, 3, 0.28, 0.136, 0.089 | PDLC03324,MTase_II_00110, 1, 4.6e-10, 0.462, 0.4 | PDLC03324,MTase_II_00110, 2, 0.029, 0.147, 0.132 | PDLC03277,MTase_II_00063, 1, 0.001, 0.649, 0.301 | PDLC03368,MTase_II_00154, 1, 1.1e-23, 0.751, 0.6 | PDLC03225,MTase_II_00011, 1, 3.6e-06, 0.34, 0.211 | PDLC03225,MTase_II_00011, 2, 0.057, 0.164, 0.102 | PDLC03225,MTase_II_00011, 3, 4.3e-13, 0.295, 0.151 | PDLC03378,MTase_II_00164, 1, 1.4e-77, 0.941, 0.939 | PDLC03279,MTase_II_00065, 1, 2.6e-12, 0.558, 0.344 | PDLC03279,MTase_II_00065, 2, 3.7e-11, 0.266, 0.158 | PDLC03237,MTase_II_00023, 1, 5.8e-17, 0.484, 0.176 | PDLC03237,MTase_II_00023, 2, 1.9e-20, 0.374, 0.128 | PDLC03343,MTase_II_00129, 1, 2.9e-16, 0.459, 0.346 | PDLC03343,MTase_II_00129, 2, 9.4e-07, 0.261, 0.184 | PDLC03370,MTase_II_00156, 1, 0.18, 0.193, 0.173 | PDLC03370,MTase_II_00156, 2, 3.2, 0.142, 0.129 | PDLC03242,MTase_II_00028, 1, 6.6e-10, 0.462, 0.389 | PDLC03234,MTase_II_00020, 1, 4.4e-54, 0.952, 0.963 | PDLC03269,MTase_II_00055, 1, 3e-08, 0.453, 0.362 | PDLC03269,MTase_II_00055, 2, 0.051, 0.139, 0.11 | PDLC03329,MTase_II_00115, 1, 4.3e-07, 0.467, 0.44 | PDLC03329,MTase_II_00115, 2, 22, 0.144, 0.125 | PDLC03223,MTase_II_00009, 1, 0.00072, 0.235, 0.173 | PDLC03223,MTase_II_00009, 2, 1.4, 0.062, 0.047 | PDLC03223,MTase_II_00009, 3, 2.8e-05, 0.246, 0.173 | PDLC03243,MTase_II_00029, 1, 1.7e-07, 0.476, 0.451 | PDLC03217,MTase_II_00003, 1, 2.9e-09, 0.467, 0.229 | PDLC03217,MTase_II_00003, 2, 48, 0.201, 0.094 | PDLC03232,MTase_II_00018, 1, 2, 0.074, 0.058 | PDLC03232,MTase_II_00018, 2, 0.00088, 0.261, 0.234 | PDLC03232,MTase_II_00018, 3, 4.7e-09, 0.235, 0.17 | PDLC03361,MTase_II_00147, 1, 1.5e-09, 0.456, 0.424 | PDLC03361,MTase_II_00147, 2, 2.1, 0.161, 0.123 | PDLC03286,MTase_II_00072, 1, 7.1e-11, 0.465, 0.908 | PDLC03220,MTase_II_00006, 1, 3.8e-06, 0.346, 0.229 | PDLC03220,MTase_II_00006, 2, 0.33, 0.105, 0.07 | PDLC03330,MTase_II_00116, 1, 3.9e-25, 0.943, 0.753 | PDLC03388,MTase_II_00174, 1, 2e-06, 0.331, 0.342 | PDLC03355,MTase_II_00141, 1, 9e-06, 0.272, 0.265 | PDLC03355,MTase_II_00141, 2, 1.1e-06, 0.19, 0.172 | PDLC03270,MTase_II_00056, 1, 3.3e-19, 0.521, 0.599 | PDLC03270,MTase_II_00056, 2, 1.1e-06, 0.173, 0.181 | PDLC03231,MTase_II_00017, 1, 9.9, 0.167, 0.135 | PDLC03231,MTase_II_00017, 2, 0.0055, 0.096, 0.07 | PDLC03231,MTase_II_00017, 3, 1.3e-09, 0.241, 0.162","PDLC03378, MTase_II_00164, 1.4e-77, 0.941, 0.939 | PDLC03234, MTase_II_00020, 4.4e-54, 0.952, 0.963 | PDLC03272, MTase_II_00058, 7.1e-39, 0.972, 0.791 | PDLC03326, MTase_II_00112, 5.4e-30, 0.581, 0.546 | PDLC03330, MTase_II_00116, 3.9e-25, 0.943, 0.753"
7,CP167815.1,RM_type_II,CP167815.1_2669,PDLC03418,REase_II_00020,REase_II,6.2e-11,2.3e-10,0.655,0.594,3163788,3164864,-,-,2669,4237,"PDLC03418,REase_II_00020, 1, 2.3e-10, 0.655, 0.594","PDLC03418, REase_II_00020, 2.3e-10, 0.655, 0.594"
2,CP167815.1,Old,CP167815.1_3188,PDLC02358,Old,Old,1.0999999999999993e-234,1.299999999999999e-234,0.975,0.997,3801250,3803028,-,-,3188,4237,"PDLC02358,Old, 1, 1.3e-234, 0.975, 0.997","PDLC02358, Old, 1.3e-234, 0.975, 0.997"
1,CP167815.1,AbiD,CP167815.1_3195,PDLC02344,AbiD,AbiD,1.7e-59,2.2000000000000003e-59,0.916,0.935,3806819,3807715,-,-,3195,4237,"PDLC02344,AbiD, 1, 2.2e-59, 0.916, 0.935","PDLC02344, AbiD, 2.2e-59, 0.916, 0.935"
10,CP167815.1,zorya_type_III,CP167815.1_3644,PDLC00658,ZorG3_00003,ZorG3,6.699999999999998e-87,7.399999999999998e-87,0.988,0.9,4362459,4363196,+,-,3644,4237,"PDLC00657,ZorG3_00002, 1, 1.3e-34, 0.935, 0.911 | PDLC00658,ZorG3_00003, 1, 7.4e-87, 0.988, 0.9 | PDLC00656,ZorG3_00001, 1, 4.7e-50, 0.797, 0.697 | PDLC00656,ZorG3_00001, 2, 1.6e-17, 0.187, 0.162","PDLC00658, ZorG3_00003, 7.4e-87, 0.988, 0.9 | PDLC00656, ZorG3_00001, 4.7e-50, 0.797, 0.697 | PDLC00657, ZorG3_00002, 1.3e-34, 0.935, 0.911"
10,CP167815.1,zorya_type_III,CP167815.1_3645,PDLC00647,ZorA3_00001,ZorA3,0,3.999999999999999e-179,0.406,0.467,4363174,4365864,+,-,3645,4237,"PDLC00650,ZorA3_00004, 1, 5.2e-174, 0.404, 0.341 | PDLC00650,ZorA3_00004, 2, 6.2e-07, 0.067, 0.056 | PDLC00650,ZorA3_00004, 3, 8.3e-11, 0.069, 0.058 | PDLC00650,ZorA3_00004, 4, 2.9e-47, 0.191, 0.161 | PDLC00650,ZorA3_00004, 5, 9e-126, 0.299, 0.252 | PDLC00647,ZorA3_00001, 1, 4e-179, 0.406, 0.467 | PDLC00647,ZorA3_00001, 2, 2.3e-08, 0.08, 0.092 | PDLC00647,ZorA3_00001, 3, 3.6e-09, 0.075, 0.086 | PDLC00647,ZorA3_00001, 4, 1.1e-30, 0.161, 0.185 | PDLC00647,ZorA3_00001, 5, 1.5e-120, 0.311, 0.358 | PDLC00648,ZorA3_00002, 1, 3.6e-156, 0.402, 0.52 | PDLC00648,ZorA3_00002, 2, 2.8e-07, 0.079, 0.103 | PDLC00648,ZorA3_00002, 3, 1.8e-06, 0.072, 0.094 | PDLC00648,ZorA3_00002, 4, 8.1e-125, 0.447, 0.574 | PDLC00649,ZorA3_00003, 1, 1.9e-177, 0.402, 0.517 | PDLC00649,ZorA3_00003, 2, 1.2e-06, 0.071, 0.092 | PDLC00649,ZorA3_00003, 3, 4.5e-11, 0.077, 0.099 | PDLC00649,ZorA3_00003, 4, 5.4e-153, 0.447, 0.574","PDLC00647, ZorA3_00001, 4e-179, 0.406, 0.467 | PDLC00649, ZorA3_00003, 1.9e-177, 0.402, 0.517 | PDLC00650, ZorA3_00004, 5.2e-174, 0.404, 0.341 | PDLC00648, ZorA3_00002, 3.6e-156, 0.402, 0.52"
