system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
9,CP167997.1,PDC-S08,CP167997.1_479,PDLC04900,PDC-S08_WP_202707215.1,PDC-S08,2.4999999999999994e-139,2.9999999999999995e-139,0.963,0.935,506657,507616,+,-,479,4757,"PDLC04900,PDC-S08_WP_202707215.1, 1, 3e-139, 0.963, 0.935","PDLC04900, PDC-S08_WP_202707215.1, 3e-139, 0.963, 0.935"
7,CP167997.1,PDC-M03,CP167997.1_556,PDLC04344,PDC-M03A_WP_148311240.1,PDC-M03A,9.999999999999998e-105,1.0999999999999997e-104,0.983,0.97,584364,585269,+,-,556,4757,"PDLC04337,PDC-M03A_WP_211959720.1, 1, 1.4e-34, 0.755, 0.956 | PDLC04344,PDC-M03A_WP_148311240.1, 1, 1.1e-104, 0.983, 0.97 | PDLC04338,PDC-M03A_WP_186572779.1, 1, 2.8e-42, 0.977, 0.703 | PDLC04341,PDC-M03A_WP_089725102.1, 1, 2.2e-53, 0.732, 0.752 | PDLC04342,PDC-M03A_WP_095795207.1, 1, 3.1e-61, 0.983, 0.977 | PDLC04339,PDC-M03A_WP_143482249.1, 1, 0.96, 0.093, 0.096 | PDLC04339,PDC-M03A_WP_143482249.1, 2, 8e-11, 0.474, 0.495 | PDLC04345,PDC-M03A_WP_170195461.1, 1, 1.1e-41, 0.987, 0.993 | PDLC04340,PDC-M03A_WP_027723948.1, 1, 3e-38, 0.94, 0.932 | PDLC04343,PDC-M03A_WP_212367596.1, 1, 1.4e-28, 0.957, 0.773","PDLC04344, PDC-M03A_WP_148311240.1, 1.1e-104, 0.983, 0.97 | PDLC04342, PDC-M03A_WP_095795207.1, 3.1e-61, 0.983, 0.977 | PDLC04341, PDC-M03A_WP_089725102.1, 2.2e-53, 0.732, 0.752 | PDLC04338, PDC-M03A_WP_186572779.1, 2.8e-42, 0.977, 0.703 | PDLC04345, PDC-M03A_WP_170195461.1, 1.1e-41, 0.987, 0.993"
7,CP167997.1,PDC-M03,CP167997.1_557,PDLC04347,PDC-M03B_WP_156391106.1,PDC-M03B,2.6999999999999995e-84,3.0999999999999996e-84,0.976,0.984,585266,586000,+,-,557,4757,"PDLC04350,PDC-M03B_WP_211959721.1, 1, 1.4e-40, 0.951, 0.836 | PDLC04347,PDC-M03B_WP_156391106.1, 1, 3.1e-84, 0.976, 0.984 | PDLC04352,PDC-M03B_WP_159721333.1, 1, 1.3e-27, 0.873, 0.86 | PDLC04349,PDC-M03B_WP_127064912.1, 1, 1.6e-24, 0.845, 0.892 | PDLC04346,PDC-M03B_WP_170319402.1, 1, 2.8e-62, 0.78, 0.752 | PDLC04351,PDC-M03B_WP_109690396.1, 1, 2.5e-12, 0.751, 0.725 | PDLC04348,PDC-M03B_WP_214099834.1, 1, 8.9e-73, 0.971, 0.968","PDLC04347, PDC-M03B_WP_156391106.1, 3.1e-84, 0.976, 0.984 | PDLC04348, PDC-M03B_WP_214099834.1, 8.9e-73, 0.971, 0.968 | PDLC04346, PDC-M03B_WP_170319402.1, 2.8e-62, 0.78, 0.752 | PDLC04350, PDC-M03B_WP_211959721.1, 1.4e-40, 0.951, 0.836 | PDLC04352, PDC-M03B_WP_159721333.1, 1.3e-27, 0.873, 0.86"
15,CP167997.1,SoFic,CP167997.1_583,PDLC03963,SoFic__SoFic,SoFic,9.799999999999998e-124,1.2999999999999998e-123,0.901,0.964,615759,616907,-,-,583,4757,"PDLC03963,SoFic__SoFic, 1, 1.3e-123, 0.901, 0.964","PDLC03963, SoFic__SoFic, 1.3e-123, 0.901, 0.964"
12,CP167997.1,PDC-S62,CP167997.1_617,PDLC05053,PDC-S62_WP_026959334.1,PDC-S62,5.5999999999999993e-42,3.9e-41,0.966,0.917,654186,655790,-,-,617,4757,"PDLC05053,PDC-S62_WP_026959334.1, 1, 3.9e-41, 0.966, 0.917","PDLC05053, PDC-S62_WP_026959334.1, 3.9e-41, 0.966, 0.917"
16,CP167997.1,cas_type_I-C,CP167997.1_893,PDLC01751,Cas2c_WP_035173219.1,Cas2c,1.5999999999999998e-42,1.7999999999999998e-42,0.979,0.989,936012,936302,-,-,893,4757,"PDLC01751,Cas2c_WP_035173219.1, 1, 1.8e-42, 0.979, 0.989","PDLC01751, Cas2c_WP_035173219.1, 1.8e-42, 0.979, 0.989"
16,CP167997.1,cas_type_I-C,CP167997.1_894,PDLC00923,cas1_DVULG,Cas1c,2.599999999999999e-156,3.499999999999999e-156,0.609,0.994,936317,937987,-,-,894,4757,"PDLC01775,Cas4c_WP_154643161.1, 1, 6.3e-19, 0.19, 0.786 | PDLC01773,Cas4c_WP_149685095.1, 1, 3.2e-81, 0.327, 0.764 | PDLC01743,Cas1c_WP_008519397.1, 1, 5.8e-150, 0.616, 0.997 | PDLC00923,cas1_DVULG, 1, 3.5e-156, 0.609, 0.994 | PDLC01774,Cas4c_WP_082207107.1, 1, 5.5e-56, 0.32, 0.84","PDLC00923, cas1_DVULG, 3.5e-156, 0.609, 0.994 | PDLC01743, Cas1c_WP_008519397.1, 5.8e-150, 0.616, 0.997 | PDLC01773, Cas4c_WP_149685095.1, 3.2e-81, 0.327, 0.764 | PDLC01774, Cas4c_WP_082207107.1, 5.5e-56, 0.32, 0.84 | PDLC01775, Cas4c_WP_154643161.1, 6.3e-19, 0.19, 0.786"
16,CP167997.1,cas_type_I-C,CP167997.1_895,PDLC00958,cas_Csd2,Cas7c,6.9e-122,7.699999999999999e-122,0.969,0.996,938007,938873,-,-,895,4757,"PDLC01302,cd09689, 1, 4.3e-112, 0.969, 0.996 | PDLC00958,cas_Csd2, 1, 7.7e-122, 0.969, 0.996 | PDLC01253,cd09640, 1, 2.6e-70, 0.879, 0.952 | PDLC01461,COG3649, 1, 1e-45, 0.875, 0.884","PDLC00958, cas_Csd2, 7.7e-122, 0.969, 0.996 | PDLC01302, cd09689, 4.3e-112, 0.969, 0.996 | PDLC01253, cd09640, 2.6e-70, 0.879, 0.952 | PDLC01461, COG3649, 1e-45, 0.875, 0.884"
16,CP167997.1,cas_type_I-C,CP167997.1_896,PDLC01370,cd09757,Cas8c,5.3999999999999976e-176,6.0999999999999975e-176,0.964,0.996,938870,940714,-,-,896,4757,"PDLC01255,cd09642, 1, 7.4e-149, 0.972, 0.992 | PDLC00970,cas_Csd1, 1, 2.4e-171, 0.969, 0.991 | PDLC01647,pfam09709, 1, 5.6e-169, 0.959, 0.998 | PDLC01370,cd09757, 1, 6.1e-176, 0.964, 0.996","PDLC01370, cd09757, 6.1e-176, 0.964, 0.996 | PDLC00970, cas_Csd1, 2.4e-171, 0.969, 0.991 | PDLC01647, pfam09709, 5.6e-169, 0.959, 0.998 | PDLC01255, cd09642, 7.4e-149, 0.972, 0.992"
16,CP167997.1,cas_type_I-C,CP167997.1_897,PDLC01264,cd09651,Cas5c,1.8999999999999995e-76,2.1999999999999994e-76,0.933,0.994,940711,941385,-,-,897,4757,"PDLC01264,cd09651, 1, 2.2e-76, 0.933, 0.994 | PDLC00948,cas_Cas5d, 1, 4.3e-52, 0.956, 0.99 | PDLC01365,cd09752, 1, 2.2e-76, 0.933, 0.994","PDLC01264, cd09651, 2.2e-76, 0.933, 0.994 | PDLC01365, cd09752, 2.2e-76, 0.933, 0.994 | PDLC00948, cas_Cas5d, 4.3e-52, 0.956, 0.99"
