system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
1,JBEGEC010000001.1,PD-T4-6,JBEGEC010000001.1_8,PDLC04053,PD-T4-6_WP_157124873.1,PD-T4-6,3.0999999999999996e-35,3.7e-35,0.919,0.833,6801,7652,-,-,8,409,"PDLC04056,PD-T4-6_WP_158110440.1, 1, 1.4e-13, 0.433, 0.294 | PDLC04053,PD-T4-6_WP_157124873.1, 1, 3.7e-35, 0.919, 0.833 | PDLC04061,PD-T4-6_WP_205119068.1, 1, 1.8e-24, 0.775, 0.424 | PDLC04059,PD-T4-6_WP_187294376.1, 1, 3.8e-12, 0.373, 0.245 | PDLC04041,PD-T4-6_WP_012633303.1, 1, 5.5e-22, 0.82, 0.512 | PDLC04046,PD-T4-6_WP_113935400.1, 1, 4.9e-17, 0.373, 0.253 | PDLC04042,PD-T4-6_WP_036366335.1, 1, 2.1e-31, 0.923, 0.894 | PDLC04060,PD-T4-6_WP_203635815.1, 1, 6.9e-24, 0.789, 0.44 | PDLC04058,PD-T4-6_WP_170252675.1, 1, 5.6e-14, 0.433, 0.276 | PDLC04049,PD-T4-6_WP_145059686.1, 1, 4.4e-13, 0.574, 0.373 | PDLC04044,PD-T4-6_WP_083882641.1, 1, 4.4e-22, 0.849, 0.605 | PDLC04043,PD-T4-6_WP_067834564.1, 1, 8.9e-24, 0.665, 0.394 | PDLC04057,PD-T4-6_WP_160801532.1, 1, 6e-21, 0.796, 0.49 | PDLC04063,PD-T4-6_WP_222213733.1, 1, 8.9e-18, 0.377, 0.193 | PDLC04039,PD-T4-6_WP_009677753.1, 1, 9.4e-21, 0.648, 0.389 | PDLC04050,PD-T4-6_WP_146515207.1, 1, 1.9e-16, 0.69, 0.408 | PDLC04054,PD-T4-6_WP_157521248.1, 1, 2.4e-29, 0.912, 0.744 | PDLC04062,PD-T4-6_WP_214431164.1, 1, 3.4e-17, 0.581, 0.349 | PDLC04045,PD-T4-6_WP_086836475.1, 1, 1.7e-15, 0.504, 0.411 | PDLC04052,PD-T4-6_WP_153359500.1, 1, 2.5e-16, 0.768, 0.431 | PDLC04051,PD-T4-6_WP_148765916.1, 1, 1.7e-13, 0.489, 0.305 | PDLC04048,PD-T4-6_WP_144078097.1, 1, 1.3e-15, 0.585, 0.444 | PDLC04047,PD-T4-6_WP_139553373.1, 1, 1.2e-23, 0.915, 0.789 | PDLC04055,PD-T4-6_WP_157606249.1, 1, 8.4e-10, 0.792, 0.442 | PDLC04040,PD-T4-6_WP_011718859.1, 1, 4.2e-16, 0.665, 0.336 | PDLC04064,PD-T4-6_WP_224370629.1, 1, 5.5e-30, 0.655, 0.472","PDLC04053, PD-T4-6_WP_157124873.1, 3.7e-35, 0.919, 0.833 | PDLC04042, PD-T4-6_WP_036366335.1, 2.1e-31, 0.923, 0.894 | PDLC04064, PD-T4-6_WP_224370629.1, 5.5e-30, 0.655, 0.472 | PDLC04054, PD-T4-6_WP_157521248.1, 2.4e-29, 0.912, 0.744 | PDLC04061, PD-T4-6_WP_205119068.1, 1.8e-24, 0.775, 0.424"
4,JBEGEC010000001.1,PDC-S55,JBEGEC010000001.1_318,PDLC05037,PDC-S55_WP_162277864.1,PDC-S55,5.3999999999999995e-37,6.4e-37,0.967,0.984,401529,402080,+,-,318,409,"PDLC05037,PDC-S55_WP_162277864.1, 1, 6.4e-37, 0.967, 0.984","PDLC05037, PDC-S55_WP_162277864.1, 6.4e-37, 0.967, 0.984"
2,JBEGEC010000001.1,PDC-S08,JBEGEC010000001.1_319,PDLC04900,PDC-S08_WP_202707215.1,PDC-S08,2.1999999999999993e-127,3.799999999999999e-127,0.991,0.935,402111,403067,-,-,319,409,"PDLC04900,PDC-S08_WP_202707215.1, 1, 3.8e-127, 0.991, 0.935","PDLC04900, PDC-S08_WP_202707215.1, 3.8e-127, 0.991, 0.935"
3,JBEGEC010000001.1,PDC-S39,JBEGEC010000001.1_405,PDLC05012,PDC-S39_WP_095017002.1,PDC-S39,8.499999999999999e-100,1.0999999999999996e-99,0.929,0.967,501507,503417,+,-,405,409,"PDLC05011,PDC-S39_WP_191556434.1, 1, 1.8e-85, 0.922, 0.961 | PDLC05012,PDC-S39_WP_095017002.1, 1, 1.1e-99, 0.929, 0.967","PDLC05012, PDC-S39_WP_095017002.1, 1.1e-99, 0.929, 0.967 | PDLC05011, PDC-S39_WP_191556434.1, 1.8e-85, 0.922, 0.961"
5,JBEGEC010000005.1,GAO_19,JBEGEC010000005.1_192,PDLC04098,PD-T7-2_B_WP_015285889.1,HerA,3.399999999999998e-261,4.599999999999997e-261,0.972,0.99,250158,252275,-,-,192,212,"PDLC04104,PD-T7-2_B_WP_200868270.1, 1, 1.9e-44, 0.326, 0.594 | PDLC04100,PD-T7-2_B_WP_088195867.1, 1, 7.7e-19, 0.323, 0.364 | PDLC04100,PD-T7-2_B_WP_088195867.1, 2, 1.7e-36, 0.275, 0.317 | PDLC04098,PD-T7-2_B_WP_015285889.1, 1, 4.6e-261, 0.972, 0.99 | PDLC04097,PD-T7-2_B_WP_009660643.1, 1, 3.4e-53, 0.926, 0.982 | PDLC04099,PD-T7-2_B_WP_080459181.1, 1, 7.2e-13, 0.166, 0.528 | PDLC02188,HerA_00002, 1, 2.7e-11, 0.207, 0.234 | PDLC02188,HerA_00002, 2, 2.1e-43, 0.32, 0.394 | PDLC04101,PD-T7-2_B_WP_091835808.1, 1, 3.7e-15, 0.22, 0.38 | PDLC04101,PD-T7-2_B_WP_091835808.1, 2, 0.055, 0.086, 0.158 | PDLC01055,shah_acc_0057, 1, 0.016, 0.147, 0.18 | PDLC01055,shah_acc_0057, 2, 9.8e-11, 0.19, 0.224 | PDLC04103,PD-T7-2_B_WP_171016958.1, 1, 2.6e-19, 0.395, 0.447 | PDLC04103,PD-T7-2_B_WP_171016958.1, 2, 4e-30, 0.324, 0.382 | PDLC04102,PD-T7-2_B_WP_161832976.1, 1, 1.4e-94, 0.914, 0.951 | PDLC04106,PD-T7-2_B_WP_223159018.1, 1, 3.8e-85, 0.816, 0.841 | PDLC02185,HerA_00001, 1, 1.1e-19, 0.32, 0.361 | PDLC02185,HerA_00001, 2, 1.2e-37, 0.262, 0.301 | PDLC04107,PD-T7-2_B_WP_230199856.1, 1, 3.9e-13, 0.183, 0.415 | PDLC04105,PD-T7-2_B_WP_212464868.1, 1, 9.3e-30, 0.329, 0.399 | PDLC04105,PD-T7-2_B_WP_212464868.1, 2, 1.1e-59, 0.333, 0.401","PDLC04098, PD-T7-2_B_WP_015285889.1, 4.6e-261, 0.972, 0.99 | PDLC04102, PD-T7-2_B_WP_161832976.1, 1.4e-94, 0.914, 0.951 | PDLC04106, PD-T7-2_B_WP_223159018.1, 3.8e-85, 0.816, 0.841 | PDLC04105, PD-T7-2_B_WP_212464868.1, 1.1e-59, 0.333, 0.401 | PDLC04097, PD-T7-2_B_WP_009660643.1, 3.4e-53, 0.926, 0.982"
5,JBEGEC010000005.1,GAO_19,JBEGEC010000005.1_193,PDLC04079,PD-T7-2_A_WP_073185249.1,SIR2,1.1999999999999997e-143,1.3999999999999997e-143,0.941,0.795,252272,253381,-,-,193,212,"PDLC04091,PD-T7-2_A_WP_200009895.1, 1, 1.5e-08, 0.524, 0.519 | PDLC04077,PD-T7-2_A_WP_053299195.1, 1, 2e-04, 0.186, 0.504 | PDLC04089,PD-T7-2_A_WP_187753972.1, 1, 0.00041, 0.192, 0.223 | PDLC04089,PD-T7-2_A_WP_187753972.1, 2, 1.5e-05, 0.243, 0.274 | PDLC04080,PD-T7-2_A_WP_075189553.1, 1, 1.4e-14, 0.522, 0.565 | PDLC04079,PD-T7-2_A_WP_073185249.1, 1, 1.4e-143, 0.941, 0.795 | PDLC04083,PD-T7-2_A_WP_092273639.1, 1, 4.3e-11, 0.484, 0.466 | PDLC04087,PD-T7-2_A_WP_153741654.1, 1, 9.3e-19, 0.6, 0.571 | PDLC04090,PD-T7-2_A_WP_198578662.1, 1, 2.3e-26, 0.622, 0.502 | PDLC04096,PD-T7-2_A_WP_232103391.1, 1, 4.8e-11, 0.481, 0.67 | PDLC04088,PD-T7-2_A_WP_176695388.1, 1, 1.9e-21, 0.514, 0.436 | PDLC04085,PD-T7-2_A_WP_138143905.1, 1, 2e-28, 0.654, 0.542 | PDLC04075,PD-T7-2_A_WP_039085641.1, 1, 1.1e-24, 0.568, 0.469 | PDLC04074,PD-T7-2_A_WP_024466888.1, 1, 1e-07, 0.343, 0.325 | PDLC04074,PD-T7-2_A_WP_024466888.1, 2, 0.3, 0.095, 0.095 | PDLC04076,PD-T7-2_A_WP_048861093.1, 1, 5.9e-32, 0.727, 0.667 | PDLC04078,PD-T7-2_A_WP_055245702.1, 1, 1.4e-05, 0.297, 0.567 | PDLC04082,PD-T7-2_A_WP_082815471.1, 1, 8.7e-14, 0.568, 0.545 | PDLC04094,PD-T7-2_A_WP_219250417.1, 1, 4.6e-20, 0.6, 0.474 | PDLC04093,PD-T7-2_A_WP_212447869.1, 1, 6.9e-30, 0.73, 0.603 | PDLC04084,PD-T7-2_A_WP_104725143.1, 1, 2.5e-43, 0.859, 0.742 | PDLC02186,SIR2_00001, 1, 1.3e-35, 0.63, 0.561 | PDLC04092,PD-T7-2_A_WP_211597541.1, 1, 1.4e-08, 0.449, 0.418 | PDLC04081,PD-T7-2_A_WP_082717311.1, 1, 7.8e-24, 0.484, 0.475","PDLC04079, PD-T7-2_A_WP_073185249.1, 1.4e-143, 0.941, 0.795 | PDLC04084, PD-T7-2_A_WP_104725143.1, 2.5e-43, 0.859, 0.742 | PDLC02186, SIR2_00001, 1.3e-35, 0.63, 0.561 | PDLC04076, PD-T7-2_A_WP_048861093.1, 5.9e-32, 0.727, 0.667 | PDLC04093, PD-T7-2_A_WP_212447869.1, 6.9e-30, 0.73, 0.603"
7,JBEGEC010000005.1,RM_type_II,JBEGEC010000005.1_200,PDLC03585,REase_II_00187,REase_II,2.199999999999999e-182,2.599999999999999e-182,0.876,0.978,258376,259293,-,-,200,212,"PDLC03552,REase_II_00154, 1, 200, 0.072, 0.07 | PDLC03552,REase_II_00154, 2, 1.7e-05, 0.611, 0.619 | PDLC03585,REase_II_00187, 1, 2.6e-182, 0.876, 0.978","PDLC03585, REase_II_00187, 2.6e-182, 0.876, 0.978 | PDLC03552, REase_II_00154, 1.7e-05, 0.611, 0.619"
7,JBEGEC010000005.1,RM_type_II,JBEGEC010000005.1_201,PDLC03222,MTase_II_00008,MTase_II,2.0999999999999985e-299,2.3999999999999986e-299,0.992,0.889,259290,260876,-,-,201,212,"PDLC03356,MTase_II_00142, 1, 1.1e-06, 0.418, 0.391 | PDLC03282,MTase_II_00068, 1, 5.9e-05, 0.223, 0.241 | PDLC03282,MTase_II_00068, 2, 390, 0.047, 0.065 | PDLC03348,MTase_II_00134, 1, 4.7e-09, 0.202, 0.154 | PDLC03348,MTase_II_00134, 2, 1.2, 0.185, 0.129 | PDLC03335,MTase_II_00121, 1, 1.8, 0.093, 0.082 | PDLC03335,MTase_II_00121, 2, 1.9e-05, 0.155, 0.13 | PDLC03245,MTase_II_00031, 1, 0.05, 0.142, 0.125 | PDLC03226,MTase_II_00012, 1, 0.00023, 0.352, 0.347 | PDLC03313,MTase_II_00099, 1, 14, 0.089, 0.091 | PDLC03313,MTase_II_00099, 2, 3.3e-09, 0.255, 0.233 | PDLC03313,MTase_II_00099, 3, 160, 0.072, 0.066 | PDLC03258,MTase_II_00044, 1, 6.1e-07, 0.212, 0.273 | PDLC03318,MTase_II_00104, 1, 0.0075, 0.108, 0.077 | PDLC03293,MTase_II_00079, 1, 2.3e-09, 0.41, 0.478 | PDLC03301,MTase_II_00087, 1, 3e-18, 0.372, 0.326 | PDLC03301,MTase_II_00087, 2, 1.9e-10, 0.2, 0.182 | PDLC03310,MTase_II_00096, 1, 0.00087, 0.191, 0.225 | PDLC03310,MTase_II_00096, 2, 820, 0.051, 0.057 | PDLC03338,MTase_II_00124, 1, 3.4e-09, 0.444, 0.416 | PDLC03227,MTase_II_00013, 1, 1e-06, 0.414, 0.457 | PDLC03227,MTase_II_00013, 2, 24, 0.115, 0.117 | PDLC03250,MTase_II_00036, 1, 0.092, 0.208, 0.137 | PDLC03248,MTase_II_00034, 1, 5.8e-07, 0.336, 0.309 | PDLC03328,MTase_II_00114, 1, 2.8e-34, 0.879, 0.835 | PDLC03267,MTase_II_00053, 1, 1.8e-32, 0.858, 0.872 | PDLC03222,MTase_II_00008, 1, 2.4e-299, 0.992, 0.889 | PDLC03315,MTase_II_00101, 1, 0.023, 0.204, 0.203 | PDLC03366,MTase_II_00152, 1, 0.0013, 0.34, 0.313 | PDLC03366,MTase_II_00152, 2, 0.042, 0.238, 0.217 | PDLC03331,MTase_II_00117, 1, 8.6e-06, 0.446, 0.423 | PDLC03331,MTase_II_00117, 2, 1.6e-10, 0.336, 0.344","PDLC03222, MTase_II_00008, 2.4e-299, 0.992, 0.889 | PDLC03328, MTase_II_00114, 2.8e-34, 0.879, 0.835 | PDLC03267, MTase_II_00053, 1.8e-32, 0.858, 0.872 | PDLC03301, MTase_II_00087, 3e-18, 0.372, 0.326 | PDLC03331, MTase_II_00117, 1.6e-10, 0.336, 0.344"
6,JBEGEC010000005.1,PDC-S06,JBEGEC010000005.1_203,PDLC04889,PDC-S06_WP_156124124.1,PDC-S06,1.1999999999999992e-295,1.399999999999999e-295,0.989,0.99,261112,263220,-,-,203,212,"PDLC04897,PDC-S06_WP_115337947.1, 1, 0.17, 0.034, 0.033 | PDLC04897,PDC-S06_WP_115337947.1, 2, 1.3, 0.158, 0.15 | PDLC04897,PDC-S06_WP_115337947.1, 3, 3.1e-09, 0.211, 0.21 | PDLC04895,PDC-S06_WP_184316307.1, 1, 190, 0.04, 0.034 | PDLC04895,PDC-S06_WP_184316307.1, 2, 4, 0.275, 0.246 | PDLC04895,PDC-S06_WP_184316307.1, 3, 0.0067, 0.087, 0.082 | PDLC04891,PDC-S06_WP_106028275.1, 1, 0.021, 0.051, 0.043 | PDLC04891,PDC-S06_WP_106028275.1, 2, 0.22, 0.235, 0.189 | PDLC04891,PDC-S06_WP_106028275.1, 3, 0.0012, 0.097, 0.077 | PDLC04893,PDC-S06_WP_194540461.1, 1, 0.0072, 0.077, 0.063 | PDLC04893,PDC-S06_WP_194540461.1, 2, 68, 0.206, 0.172 | PDLC04893,PDC-S06_WP_194540461.1, 3, 0.25, 0.064, 0.052 | PDLC04892,PDC-S06_WP_027430483.1, 1, 9.1, 0.031, 0.026 | PDLC04892,PDC-S06_WP_027430483.1, 2, 0.007, 0.257, 0.221 | PDLC04892,PDC-S06_WP_027430483.1, 3, 0.0026, 0.055, 0.047 | PDLC04896,PDC-S06_WP_102776212.1, 1, 2.3, 0.246, 0.194 | PDLC04896,PDC-S06_WP_102776212.1, 2, 0.012, 0.172, 0.158 | PDLC04887,PDC-S06_WP_221405099.1, 1, 8.6, 0.098, 0.089 | PDLC04887,PDC-S06_WP_221405099.1, 2, 1.6, 0.174, 0.158 | PDLC04887,PDC-S06_WP_221405099.1, 3, 0.00029, 0.181, 0.162 | PDLC04890,PDC-S06_WP_095244428.1, 1, 0.0043, 0.142, 0.113 | PDLC04890,PDC-S06_WP_095244428.1, 2, 0.024, 0.105, 0.096 | PDLC04890,PDC-S06_WP_095244428.1, 3, 4.4e-08, 0.188, 0.186 | PDLC04894,PDC-S06_WP_100093761.1, 1, 0.0016, 0.196, 0.18 | PDLC04894,PDC-S06_WP_100093761.1, 2, 0.00014, 0.22, 0.2 | PDLC04886,PDC-S06_WP_029531116.1, 1, 0.057, 0.06, 0.061 | PDLC04886,PDC-S06_WP_029531116.1, 2, 0.0017, 0.144, 0.143 | PDLC04886,PDC-S06_WP_029531116.1, 3, 0.00062, 0.216, 0.216 | PDLC04889,PDC-S06_WP_156124124.1, 1, 1.4e-295, 0.989, 0.99","PDLC04889, PDC-S06_WP_156124124.1, 1.4e-295, 0.989, 0.99 | PDLC04897, PDC-S06_WP_115337947.1, 3.1e-09, 0.211, 0.21 | PDLC04890, PDC-S06_WP_095244428.1, 4.4e-08, 0.188, 0.186 | PDLC04894, PDC-S06_WP_100093761.1, 0.00014, 0.22, 0.2 | PDLC04887, PDC-S06_WP_221405099.1, 0.00029, 0.181, 0.162"
8,JBEGEC010000008.1,zorya_other,JBEGEC010000008.1_200,PDLC00658,ZorG3_00003,ZorG,1.8999999999999996e-87,2.1999999999999994e-87,0.988,0.9,224721,225458,+,-,200,212,"PDLC00657,ZorG3_00002, 1, 4.8e-35, 0.935, 0.911 | PDLC00658,ZorG3_00003, 1, 2.2e-87, 0.988, 0.9 | PDLC00656,ZorG3_00001, 1, 3.7e-50, 0.821, 0.718 | PDLC00656,ZorG3_00001, 2, 2e-17, 0.187, 0.162","PDLC00658, ZorG3_00003, 2.2e-87, 0.988, 0.9 | PDLC00656, ZorG3_00001, 3.7e-50, 0.821, 0.718 | PDLC00657, ZorG3_00002, 4.8e-35, 0.935, 0.911"
