system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
1,JASVWG010000002.1,cas_type_I-F1,JASVWG010000002.1_10,PDLC01352,cd09739,Cas6f,3.8e-61,4.2e-61,0.989,0.995,16838,17404,-,-,10,214,"PDLC01287,cd09674, 1, 5.5e-51, 0.989, 0.995 | PDLC00955,cas_Csy4, 1, 3.6e-49, 0.979, 0.995 | PDLC01352,cd09739, 1, 4.2e-61, 0.989, 0.995 | PDLC01631,pfam09618, 1, 6.2e-61, 0.974, 0.994","PDLC01352, cd09739, 4.2e-61, 0.989, 0.995 | PDLC01631, pfam09618, 6.2e-61, 0.974, 0.994 | PDLC01287, cd09674, 5.5e-51, 0.989, 0.995 | PDLC00955, cas_Csy4, 3.6e-49, 0.979, 0.995"
1,JASVWG010000002.1,cas_type_I-F1,JASVWG010000002.1_11,PDLC01629,pfam09615,Cas7f,3.599999999999999e-147,4.099999999999999e-147,0.966,0.997,17414,18463,-,-,11,214,"PDLC01350,cd09737, 1, 2e-137, 0.966, 0.994 | PDLC01290,cd09677, 1, 2.1e-128, 0.977, 0.997 | PDLC01030,cas_Csy3, 1, 2.1e-139, 0.977, 0.997 | PDLC01629,pfam09615, 1, 4.1e-147, 0.966, 0.997","PDLC01629, pfam09615, 4.1e-147, 0.966, 0.997 | PDLC01030, cas_Csy3, 2.1e-139, 0.977, 0.997 | PDLC01350, cd09737, 2e-137, 0.966, 0.994 | PDLC01290, cd09677, 2.1e-128, 0.977, 0.997"
1,JASVWG010000002.1,cas_type_I-F1,JASVWG010000002.1_12,PDLC01628,pfam09614,Cas5f,3.3999999999999995e-103,3.899999999999999e-103,0.924,0.996,18491,19474,-,-,12,214,"PDLC01289,cd09676, 1, 9.4e-76, 0.93, 0.996 | PDLC01029,cas_Csy2, 1, 3.1e-88, 0.93, 0.997 | PDLC01349,cd09736, 1, 4.8e-90, 0.927, 0.996 | PDLC01199,C19_Cas5f_1, 1, 1.9e-16, 0.451, 0.556 | PDLC01199,C19_Cas5f_1, 2, 5.2, 0.107, 0.149 | PDLC01628,pfam09614, 1, 3.9e-103, 0.924, 0.996","PDLC01628, pfam09614, 3.9e-103, 0.924, 0.996 | PDLC01349, cd09736, 4.8e-90, 0.927, 0.996 | PDLC01029, cas_Csy2, 3.1e-88, 0.93, 0.997 | PDLC01289, cd09676, 9.4e-76, 0.93, 0.996 | PDLC01199, C19_Cas5f_1, 1.9e-16, 0.451, 0.556"
1,JASVWG010000002.1,cas_type_I-F1,JASVWG010000002.1_13,PDLC01627,pfam09611,Cas8f,9.099999999999998e-126,1.0999999999999998e-125,0.861,0.997,19471,20826,-,-,13,214,"PDLC01348,cd09735, 1, 5.2e-116, 0.861, 0.994 | PDLC01028,cas_Csy1, 1, 2.8e-106, 0.867, 0.977 | PDLC01288,cd09675, 1, 1.5e-99, 0.867, 0.975 | PDLC01627,pfam09611, 1, 1.1e-125, 0.861, 0.997","PDLC01627, pfam09611, 1.1e-125, 0.861, 0.997 | PDLC01348, cd09735, 5.2e-116, 0.861, 0.994 | PDLC01028, cas_Csy1, 2.8e-106, 0.867, 0.977 | PDLC01288, cd09675, 1.5e-99, 0.867, 0.975"
1,JASVWG010000002.1,cas_type_I-F1,JASVWG010000002.1_14,PDLC00941,cas3_yersinia,Cas23f,0,0,0.995,0.998,20915,24328,-,-,14,214,"PDLC00941,cas3_yersinia, 1, 0, 0.995, 0.998","PDLC00941, cas3_yersinia, 0, 0.995, 0.998"
1,JASVWG010000002.1,cas_type_I-F1,JASVWG010000002.1_15,PDLC00925,cas1_YPEST,Cas1f,9.199999999999998e-153,1.0999999999999997e-152,0.891,0.993,24325,25347,-,-,15,214,"PDLC00925,cas1_YPEST, 1, 1.1e-152, 0.891, 0.993","PDLC00925, cas1_YPEST, 1.1e-152, 0.891, 0.993"
2,JASVWG010000004.1,cbass_type_I,JASVWG010000004.1_112,PDLC00695,Effector_00033,Effector,3.699999999999999e-74,4.3999999999999994e-74,0.935,0.959,128037,128636,+,-,112,187,"PDLC00709,Effector_00047, 1, 1e-55, 0.96, 0.788 | PDLC00695,Effector_00033, 1, 4.4e-74, 0.935, 0.959","PDLC00695, Effector_00033, 4.4e-74, 0.935, 0.959 | PDLC00709, Effector_00047, 1e-55, 0.96, 0.788"
2,JASVWG010000004.1,cbass_type_I,JASVWG010000004.1_113,PDLC00796,Cyclase_00036,Cyclase,1.1999999999999997e-157,1.3999999999999996e-157,0.993,0.988,128633,129931,+,-,113,187,"PDLC00818,Cyclase_00058, 1, 0.58, 0.189, 0.252 | PDLC00818,Cyclase_00058, 2, 1.5e-10, 0.397, 0.525 | PDLC00773,Cyclase_00013, 1, 1e-16, 0.582, 0.778 | PDLC00792,Cyclase_00032, 1, 1.3e-78, 0.543, 0.996 | PDLC00792,Cyclase_00032, 2, 54, 0.055, 0.102 | PDLC00776,Cyclase_00016, 1, 5.2e-15, 0.372, 0.53 | PDLC00776,Cyclase_00016, 2, 0.01, 0.079, 0.129 | PDLC00768,Cyclase_00008, 1, 0.0026, 0.358, 0.411 | PDLC00771,Cyclase_00011, 1, 2.7e-45, 0.55, 0.919 | PDLC00788,Cyclase_00028, 1, 0.012, 0.127, 0.185 | PDLC00788,Cyclase_00028, 2, 230, 0.067, 0.098 | PDLC00793,Cyclase_00033, 1, 3.1e-34, 0.942, 0.937 | PDLC00808,Cyclase_00048, 1, 1.9e-05, 0.427, 0.578 | PDLC00808,Cyclase_00048, 2, 0.007, 0.076, 0.102 | PDLC00770,Cyclase_00010, 1, 650, 0.032, 0.028 | PDLC00770,Cyclase_00010, 2, 1.3e-21, 0.42, 0.371 | PDLC00805,Cyclase_00045, 1, 9.3e-20, 0.524, 0.729 | PDLC00803,Cyclase_00043, 1, 3.7e-10, 0.427, 0.648 | PDLC00822,Cyclase_00062, 1, 0.0015, 0.296, 0.331 | PDLC00822,Cyclase_00062, 2, 0.0019, 0.097, 0.112 | PDLC00822,Cyclase_00062, 3, 3.3e-07, 0.111, 0.128 | PDLC00786,Cyclase_00026, 1, 1.2e-90, 0.661, 0.997 | PDLC00786,Cyclase_00026, 2, 120, 0.055, 0.082 | PDLC00814,Cyclase_00054, 1, 8.6e-48, 0.651, 0.966 | PDLC00795,Cyclase_00035, 1, 7.7e-06, 0.413, 0.553 | PDLC00795,Cyclase_00035, 2, 0.011, 0.109, 0.138 | PDLC00823,Cyclase_00063, 1, 5.1e-36, 0.649, 0.965 | PDLC00774,Cyclase_00014, 1, 4e-09, 0.661, 0.902 | PDLC00790,Cyclase_00030, 1, 5.4e-09, 0.374, 0.51 | PDLC00790,Cyclase_00030, 2, 5.5, 0.069, 0.097 | PDLC00778,Cyclase_00018, 1, 3.6e-29, 0.714, 0.705 | PDLC00809,Cyclase_00049, 1, 4.2e-17, 0.649, 0.973 | PDLC00820,Cyclase_00060, 1, 3.5e-19, 0.642, 0.827 | PDLC00824,Cyclase_00064, 1, 9.5e-10, 0.42, 0.361 | PDLC00769,Cyclase_00009, 1, 5.7e-11, 0.386, 0.613 | PDLC00804,Cyclase_00044, 1, 4.4e-38, 0.418, 0.738 | PDLC00804,Cyclase_00044, 2, 280, 0.058, 0.098 | PDLC00810,Cyclase_00050, 1, 5.3e-15, 0.545, 0.731 | PDLC00802,Cyclase_00042, 1, 0.031, 0.173, 0.22 | PDLC00802,Cyclase_00042, 2, 3.6e-11, 0.33, 0.446 | PDLC00796,Cyclase_00036, 1, 1.4e-157, 0.993, 0.988 | PDLC00798,Cyclase_00038, 1, 2.3e-12, 0.559, 0.73 | PDLC00785,Cyclase_00025, 1, 9.7e-06, 0.152, 0.135 | PDLC00785,Cyclase_00025, 2, 2e-17, 0.658, 0.607 | PDLC00799,Cyclase_00039, 1, 1.1e-11, 0.249, 0.234 | PDLC00787,Cyclase_00027, 1, 2.3e-08, 0.612, 0.835","PDLC00796, Cyclase_00036, 1.4e-157, 0.993, 0.988 | PDLC00786, Cyclase_00026, 1.2e-90, 0.661, 0.997 | PDLC00792, Cyclase_00032, 1.3e-78, 0.543, 0.996 | PDLC00814, Cyclase_00054, 8.6e-48, 0.651, 0.966 | PDLC00771, Cyclase_00011, 2.7e-45, 0.55, 0.919"
3,JASVWG010000005.1,PDC-S55,JASVWG010000005.1_158,PDLC05037,PDC-S55_WP_162277864.1,PDC-S55,3.1e-36,3.4e-36,0.989,0.984,201998,202534,+,-,158,158,"PDLC05037,PDC-S55_WP_162277864.1, 1, 3.4e-36, 0.989, 0.984","PDLC05037, PDC-S55_WP_162277864.1, 3.4e-36, 0.989, 0.984"
4,JASVWG010000009.1,PDC-S33,JASVWG010000009.1_66,PDLC04999,PDC-S33_WP_105017041.1,PDC-S33,6.799999999999998e-113,8.199999999999998e-113,0.943,0.98,90218,91321,+,-,66,111,"PDLC04999,PDC-S33_WP_105017041.1, 1, 8.2e-113, 0.943, 0.98","PDLC04999, PDC-S33_WP_105017041.1, 8.2e-113, 0.943, 0.98"
