system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
6,CP168205.1,cbass_type_I,CP168205.1_152,PDLC00695,Effector_00033,Effector,5.799999999999999e-75,6.799999999999999e-75,0.929,0.944,193088,193681,+,-,152,4072,"PDLC00709,Effector_00047, 1, 1.1e-58, 0.929, 0.771 | PDLC00695,Effector_00033, 1, 6.8e-75, 0.929, 0.944","PDLC00695, Effector_00033, 6.8e-75, 0.929, 0.944 | PDLC00709, Effector_00047, 1.1e-58, 0.929, 0.771"
6,CP168205.1,cbass_type_I,CP168205.1_153,PDLC00796,Cyclase_00036,Cyclase,1.1999999999999996e-160,1.2999999999999995e-160,0.995,0.991,193684,194985,+,-,153,4072,"PDLC00818,Cyclase_00058, 1, 2.9e-12, 0.599, 0.839 | PDLC00775,Cyclase_00015, 1, 0.0015, 0.373, 0.424 | PDLC00773,Cyclase_00013, 1, 1.1e-20, 0.514, 0.707 | PDLC00792,Cyclase_00032, 1, 9.8e-81, 0.539, 0.992 | PDLC00792,Cyclase_00032, 2, 400, 0.152, 0.301 | PDLC00776,Cyclase_00016, 1, 1e-16, 0.373, 0.533 | PDLC00776,Cyclase_00016, 2, 0.0058, 0.106, 0.157 | PDLC00768,Cyclase_00008, 1, 0.00051, 0.355, 0.408 | PDLC00771,Cyclase_00011, 1, 3.8e-46, 0.553, 0.926 | PDLC00788,Cyclase_00028, 1, 0.052, 0.115, 0.168 | PDLC00788,Cyclase_00028, 2, 130, 0.159, 0.236 | PDLC00793,Cyclase_00033, 1, 8.2e-37, 0.933, 0.929 | PDLC00808,Cyclase_00048, 1, 8.7e-06, 0.431, 0.585 | PDLC00808,Cyclase_00048, 2, 0.014, 0.076, 0.102 | PDLC00770,Cyclase_00010, 1, 360, 0.032, 0.028 | PDLC00770,Cyclase_00010, 2, 5.7e-21, 0.422, 0.371 | PDLC00805,Cyclase_00045, 1, 5.3e-24, 0.528, 0.726 | PDLC00803,Cyclase_00043, 1, 9.1e-11, 0.551, 0.83 | PDLC00822,Cyclase_00062, 1, 0.002, 0.288, 0.323 | PDLC00822,Cyclase_00062, 2, 0.00014, 0.097, 0.112 | PDLC00822,Cyclase_00062, 3, 2.2e-07, 0.118, 0.136 | PDLC00786,Cyclase_00026, 1, 1e-89, 0.657, 0.993 | PDLC00814,Cyclase_00054, 1, 7.4e-46, 0.645, 0.959 | PDLC00795,Cyclase_00035, 1, 1.3e-06, 0.41, 0.55 | PDLC00795,Cyclase_00035, 2, 0.0032, 0.113, 0.144 | PDLC00823,Cyclase_00063, 1, 7.7e-37, 0.645, 0.961 | PDLC00823,Cyclase_00063, 2, 88, 0.108, 0.172 | PDLC00774,Cyclase_00014, 1, 4.6e-14, 0.673, 0.921 | PDLC00790,Cyclase_00030, 1, 5e-12, 0.548, 0.755 | PDLC00778,Cyclase_00018, 1, 5.1e-33, 0.848, 0.824 | PDLC00809,Cyclase_00049, 1, 1.8e-19, 0.645, 0.969 | PDLC00820,Cyclase_00060, 1, 5.4e-21, 0.643, 0.83 | PDLC00824,Cyclase_00064, 1, 7.5e-08, 0.419, 0.358 | PDLC00769,Cyclase_00009, 1, 2.7e-10, 0.461, 0.724 | PDLC00804,Cyclase_00044, 1, 1.1e-37, 0.426, 0.754 | PDLC00810,Cyclase_00050, 1, 1.4e-15, 0.551, 0.74 | PDLC00810,Cyclase_00050, 2, 120, 0.104, 0.134 | PDLC00802,Cyclase_00042, 1, 0.035, 0.173, 0.22 | PDLC00802,Cyclase_00042, 2, 1.3e-14, 0.329, 0.446 | PDLC00796,Cyclase_00036, 1, 1.3e-160, 0.995, 0.991 | PDLC00798,Cyclase_00038, 1, 4.9e-17, 0.666, 0.869 | PDLC00785,Cyclase_00025, 1, 1.6e-07, 0.187, 0.178 | PDLC00785,Cyclase_00025, 2, 2.3e-18, 0.657, 0.605 | PDLC00799,Cyclase_00039, 1, 7.7e-12, 0.373, 0.314 | PDLC00787,Cyclase_00027, 1, 2.3e-11, 0.578, 0.793","PDLC00796, Cyclase_00036, 1.3e-160, 0.995, 0.991 | PDLC00786, Cyclase_00026, 1e-89, 0.657, 0.993 | PDLC00792, Cyclase_00032, 9.8e-81, 0.539, 0.992 | PDLC00771, Cyclase_00011, 3.8e-46, 0.553, 0.926 | PDLC00814, Cyclase_00054, 7.4e-46, 0.645, 0.959"
5,CP168205.1,SoFic,CP168205.1_253,PDLC03963,SoFic__SoFic,SoFic,3.999999999999999e-121,4.999999999999999e-121,0.938,0.983,310230,311399,+,-,253,4072,"PDLC03963,SoFic__SoFic, 1, 5e-121, 0.938, 0.983","PDLC03963, SoFic__SoFic, 5e-121, 0.938, 0.983"
3,CP168205.1,PDC-S08,CP168205.1_1646,PDLC04900,PDC-S08_WP_202707215.1,PDC-S08,1.4999999999999996e-127,2.599999999999999e-127,0.981,0.935,1939329,1940294,+,-,1646,4072,"PDLC04900,PDC-S08_WP_202707215.1, 1, 2.6e-127, 0.981, 0.935","PDLC04900, PDC-S08_WP_202707215.1, 2.6e-127, 0.981, 0.935"
4,CP168205.1,PDC-S55,CP168205.1_1648,PDLC05037,PDC-S55_WP_162277864.1,PDC-S55,1.4999999999999998e-37,1.7999999999999998e-37,0.942,0.984,1941102,1941668,-,-,1648,4072,"PDLC05037,PDC-S55_WP_162277864.1, 1, 1.8e-37, 0.942, 0.984","PDLC05037, PDC-S55_WP_162277864.1, 1.8e-37, 0.942, 0.984"
8,CP168205.1,upx,CP168205.1_2113,PDLC02221,Upx_00001,Upx,0,0,0.987,0.81,2512190,2515261,-,-,2113,4072,"PDLC02221,Upx_00001, 1, 0, 0.987, 0.81","PDLC02221, Upx_00001, 0, 0.987, 0.81"
10,CP168205.1,wadjet_type_I,CP168205.1_2114,PDLC00460,JetA1_00019,JetA1,7.799999999999998e-178,8.699999999999998e-178,0.99,0.994,2515590,2517056,+,-,2114,4072,"PDLC00449,JetA1_00008, 1, 0.024, 0.198, 0.203 | PDLC00464,JetA1_00023, 1, 8.5e-54, 0.667, 0.673 | PDLC00457,JetA1_00016, 1, 4.6e-86, 0.953, 0.973 | PDLC00452,JetA1_00011, 1, 2.2e-43, 0.663, 0.651 | PDLC00459,JetA1_00018, 1, 9.7e-26, 0.957, 0.942 | PDLC00460,JetA1_00019, 1, 8.7e-178, 0.99, 0.994 | PDLC00463,JetA1_00022, 1, 2.7e-16, 0.534, 0.472 | PDLC00455,JetA1_00014, 1, 2.9e-30, 0.892, 0.901 | PDLC00461,JetA1_00020, 1, 6.1e-58, 0.969, 0.963 | PDLC00465,JetA1_00024, 1, 1.5e-28, 0.916, 0.888 | PDLC00444,JetA1_00003, 1, 1e-47, 0.881, 0.906 | PDLC00447,JetA1_00006, 1, 1.1e-55, 0.961, 0.965","PDLC00460, JetA1_00019, 8.7e-178, 0.99, 0.994 | PDLC00457, JetA1_00016, 4.6e-86, 0.953, 0.973 | PDLC00461, JetA1_00020, 6.1e-58, 0.969, 0.963 | PDLC00447, JetA1_00006, 1.1e-55, 0.961, 0.965 | PDLC00464, JetA1_00023, 8.5e-54, 0.667, 0.673"
10,CP168205.1,wadjet_type_I,CP168205.1_2115,PDLC00501,JetB1_00034,JetB1,5.899999999999999e-76,6.799999999999999e-76,0.914,0.868,2517040,2517699,+,-,2115,4072,"PDLC00480,JetB1_00013, 1, 4.3e-06, 0.85, 0.789 | PDLC00478,JetB1_00011, 1, 0.0034, 0.327, 0.341 | PDLC00488,JetB1_00021, 1, 7.6e-13, 0.9, 0.695 | PDLC00485,JetB1_00018, 1, 7.8e-59, 0.918, 0.883 | PDLC00477,JetB1_00010, 1, 1.1e-16, 0.741, 0.889 | PDLC00494,JetB1_00027, 1, 7.8e-05, 0.791, 0.521 | PDLC00496,JetB1_00029, 1, 3.1e-27, 0.823, 0.576 | PDLC00472,JetB1_00005, 1, 2.1e-36, 0.909, 0.84 | PDLC00468,JetB1_00001, 1, 4.9e-18, 0.723, 0.849 | PDLC00492,JetB1_00025, 1, 9.6e-07, 0.909, 0.674 | PDLC00473,JetB1_00006, 1, 3.5e-35, 0.886, 0.852 | PDLC00490,JetB1_00023, 1, 1.7e-09, 0.782, 0.753 | PDLC00476,JetB1_00009, 1, 6.7e-28, 0.832, 0.662 | PDLC00493,JetB1_00026, 1, 1.1e-07, 0.764, 0.609 | PDLC00499,JetB1_00032, 1, 1.2e-19, 0.864, 0.748 | PDLC00501,JetB1_00034, 1, 6.8e-76, 0.914, 0.868 | PDLC00487,JetB1_00020, 1, 9.8e-26, 0.764, 0.882 | PDLC00474,JetB1_00007, 1, 2.1e-23, 0.759, 0.831 | PDLC00481,JetB1_00014, 1, 1.3e-71, 0.95, 0.968 | PDLC00497,JetB1_00030, 1, 4.4e-31, 0.895, 0.797 | PDLC00495,JetB1_00028, 1, 4.6e-28, 0.895, 0.604 | PDLC00491,JetB1_00024, 1, 3.3e-08, 0.873, 0.729","PDLC00501, JetB1_00034, 6.8e-76, 0.914, 0.868 | PDLC00481, JetB1_00014, 1.3e-71, 0.95, 0.968 | PDLC00485, JetB1_00018, 7.8e-59, 0.918, 0.883 | PDLC00472, JetB1_00005, 2.1e-36, 0.909, 0.84 | PDLC00473, JetB1_00006, 3.5e-35, 0.886, 0.852"
10,CP168205.1,wadjet_type_I,CP168205.1_2116,PDLC00518,JetC1_00016,JetC1,0,0,0.976,0.988,2517692,2521051,+,-,2116,4072,"PDLC00508,JetC1_00006, 1, 1.9e-07, 0.39, 0.391 | PDLC00508,JetC1_00006, 2, 37, 0.109, 0.108 | PDLC00508,JetC1_00006, 3, 14, 0.034, 0.035 | PDLC00514,JetC1_00012, 1, 1.2e-115, 0.957, 0.968 | PDLC00519,JetC1_00017, 1, 1.2e-21, 0.296, 0.29 | PDLC00519,JetC1_00017, 2, 1.1e-11, 0.404, 0.4 | PDLC00506,JetC1_00004, 1, 2e-06, 0.132, 0.119 | PDLC00506,JetC1_00004, 2, 4100, 0.105, 0.344 | PDLC00506,JetC1_00004, 3, 0.0058, 0.404, 0.378 | PDLC00511,JetC1_00009, 1, 3.1e-153, 0.964, 0.968 | PDLC00513,JetC1_00011, 1, 8.5e-10, 0.063, 0.061 | PDLC00513,JetC1_00011, 2, 3.8, 0.216, 0.209 | PDLC00513,JetC1_00011, 3, 8e-08, 0.444, 0.438 | PDLC00510,JetC1_00008, 1, 3.5, 0.046, 0.045 | PDLC00510,JetC1_00008, 2, 4e-06, 0.083, 0.081 | PDLC00505,JetC1_00003, 1, 9e-10, 0.3, 0.297 | PDLC00505,JetC1_00003, 2, 0.23, 0.213, 0.21 | PDLC00505,JetC1_00003, 3, 1.9e-07, 0.048, 0.047 | PDLC00509,JetC1_00007, 1, 4.7e-55, 0.638, 0.625 | PDLC00509,JetC1_00007, 2, 1.4e-21, 0.27, 0.268 | PDLC00503,JetC1_00001, 1, 3.1e-07, 0.104, 0.098 | PDLC00503,JetC1_00001, 2, 24, 0.095, 0.09 | PDLC00503,JetC1_00001, 3, 15, 0.163, 0.152 | PDLC00503,JetC1_00001, 4, 30, 0.09, 0.086 | PDLC00503,JetC1_00001, 5, 45, 0.091, 0.085 | PDLC00503,JetC1_00001, 6, 5.9e-06, 0.059, 0.058 | PDLC00515,JetC1_00013, 1, 0.0013, 0.12, 0.11 | PDLC00515,JetC1_00013, 2, 100, 0.054, 0.049 | PDLC00515,JetC1_00013, 3, 1.7, 0.093, 0.082 | PDLC00515,JetC1_00013, 4, 0.21, 0.074, 0.066 | PDLC00516,JetC1_00014, 1, 7.9e-09, 0.109, 0.099 | PDLC00516,JetC1_00014, 2, 110, 0.06, 0.061 | PDLC00512,JetC1_00010, 1, 6.7e-216, 0.964, 0.975 | PDLC00504,JetC1_00002, 1, 1.5e-08, 0.084, 0.08 | PDLC00504,JetC1_00002, 2, 110, 0.219, 0.196 | PDLC00504,JetC1_00002, 3, 120, 0.26, 0.242 | PDLC00504,JetC1_00002, 4, 0.00063, 0.04, 0.039 | PDLC00517,JetC1_00015, 1, 7.4e-168, 0.969, 0.983 | PDLC00518,JetC1_00016, 1, 0, 0.976, 0.988 | PDLC00507,JetC1_00005, 1, 2.7e-08, 0.066, 0.064 | PDLC00507,JetC1_00005, 2, 4100, 0.261, 0.231 | PDLC00507,JetC1_00005, 3, 250, 0.112, 0.102 | PDLC00507,JetC1_00005, 4, 0.0055, 0.121, 0.107","PDLC00518, JetC1_00016, 0, 0.976, 0.988 | PDLC00512, JetC1_00010, 6.7e-216, 0.964, 0.975 | PDLC00517, JetC1_00015, 7.4e-168, 0.969, 0.983 | PDLC00511, JetC1_00009, 3.1e-153, 0.964, 0.968 | PDLC00514, JetC1_00012, 1.2e-115, 0.957, 0.968"
10,CP168205.1,wadjet_type_I,CP168205.1_2117,PDLC00530,JetD1_00011,JetD1,1.1999999999999996e-106,1.3999999999999997e-106,0.926,0.98,2521048,2522268,+,-,2117,4072,"PDLC00526,JetD1_00007, 1, 0.001, 0.346, 0.359 | PDLC00527,JetD1_00008, 1, 56, 0.071, 0.088 | PDLC00527,JetD1_00008, 2, 1.3e-05, 0.088, 0.101 | PDLC00529,JetD1_00010, 1, 39, 0.125, 0.132 | PDLC00529,JetD1_00010, 2, 5e-04, 0.214, 0.223 | PDLC00528,JetD1_00009, 1, 0.0016, 0.172, 0.16 | PDLC00533,JetD1_00014, 1, 9.4e-14, 0.339, 0.364 | PDLC00523,JetD1_00004, 1, 9.3e-43, 0.845, 0.882 | PDLC00520,JetD1_00001, 1, 1.4e-33, 0.833, 0.867 | PDLC00524,JetD1_00005, 1, 0.03, 0.226, 0.233 | PDLC00521,JetD1_00002, 1, 0.00064, 0.312, 0.334 | PDLC00522,JetD1_00003, 1, 1.4e-48, 0.71, 0.759 | PDLC00531,JetD1_00012, 1, 0.0039, 0.074, 0.141 | PDLC00530,JetD1_00011, 1, 1.4e-106, 0.926, 0.98 | PDLC00532,JetD1_00013, 1, 0.048, 0.13, 0.144 | PDLC00532,JetD1_00013, 2, 5.9e-16, 0.514, 0.546","PDLC00530, JetD1_00011, 1.4e-106, 0.926, 0.98 | PDLC00522, JetD1_00003, 1.4e-48, 0.71, 0.759 | PDLC00523, JetD1_00004, 9.3e-43, 0.845, 0.882 | PDLC00520, JetD1_00001, 1.4e-33, 0.833, 0.867 | PDLC00532, JetD1_00013, 5.9e-16, 0.514, 0.546"
