seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAUINL010000101.1	859	No terminal repeats	2	11	1.0000	NA	1	3.4366	T_virB6	NA
JAUINL010000087.1	3568	No terminal repeats	5	11	1.0000	NA	0	2.9906	NA	NA
JAUINL010000075.1	9675	No terminal repeats	10	11	1.0000	NA	2	8.9978	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23	NA
JAUINL010000085.1	4074	No terminal repeats	6	11	1.0000	NA	1	3.4366	T_virB6	NA
JAUINL010000071.1	11700	ITR	10	11	1.0000	NA	2	5.1548	B_traI;T_virB6	NA
JAUINL010000041.1	38118	DTR	41	11	0.9999	NA	10	18.0227	T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JAUINL010000060.1	18421	No terminal repeats	21	11	0.9999	NA	0	4.3206	NA	NA
JAUINL010000105.1	541	No terminal repeats	1	11	0.9998	NA	1	1.7183	T_virB6	NA
JAUINL010000044.1	33923	No terminal repeats	30	11	0.9997	NA	0	2.4834	NA	NA
JAUINL010000064.1	15937	No terminal repeats	9	11	0.9995	NA	0	0.9476	NA	NA
JAUINL010000066.1	15556	No terminal repeats	19	11	0.9994	NA	0	0.2021	NA	NA
JAUINL010000056.1	22504	No terminal repeats	18	11	0.9993	NA	0	0.2351	NA	NA
JAUINL010000089.1	3046	No terminal repeats	5	11	0.9978	NA	0	1.3337	NA	NA
JAUINL010000073.1	10946	No terminal repeats	8	11	0.9953	NA	0	0.8701	NA	NA
JAUINL010000040.1	40866	No terminal repeats	32	11	0.9888	NA	1	0.1655	NA	NA
JAUINL010000076.1	9651	No terminal repeats	7	11	0.9510	NA	0	0.2071	NA	NA
JAUINL010000084.1	5400	No terminal repeats	3	11	0.9343	NA	0	1.3652	NA	NA
