JAUIPN010000001.1_tRNA1_Phe	208732	208807
JAUIPN010000001.1_tRNA2_Pro	238022	238098
JAUIPN010000004.1_tRNA1_Thr	99245	99320
JAUIPN010000005.1_tRNA1_Leu	111307	111393
JAUIPN010000009.1_tRNA1_Gln	72459	72533
JAUIPN010000009.1_tRNA2_Met	72588	72664
JAUIPN010000013.1_tRNA1_Leu	3206	3292
JAUIPN010000014.1_tRNA1_Arg	95790	95866
JAUIPN010000014.1_tRNA2_Arg	95963	96039
JAUIPN010000017.1_tRNA1_Lys	2344	2419
JAUIPN010000024.1_tRNA1_Asp	1	75
JAUIPN010000024.1_tRNA2_Asp	172	248
JAUIPN010000024.1_tRNA3_Val	278	352
JAUIPN010000024.1_tRNA4_Leu	7094	7178
JAUIPN010000024.1_tRNA5_Lys	7256	7331
JAUIPN010000024.1_tRNA6_His	7415	7491
JAUIPN010000024.1_tRNA7_Arg	7523	7599
JAUIPN010000024.1_tRNA8_Pro	7643	7719
