seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAUIPR010000082.1	1114	No terminal repeats	2	11	1.0000	NA	1	3.4366	T_virB6	NA
JAUIPR010000056.1	11701	ITR	10	11	1.0000	NA	2	5.1548	B_traI;T_virB6	NA
JAUIPR010000071.1	3819	No terminal repeats	6	11	0.9999	NA	1	3.4366	T_virB6	NA
JAUIPR010000072.1	3217	No terminal repeats	5	11	0.9999	NA	0	1.3215	NA	NA
JAUIPR010000094.1	539	No terminal repeats	1	11	0.9999	NA	1	1.7183	T_virB6	NA
JAUIPR010000048.1	23539	No terminal repeats	26	11	0.9999	NA	2	7.2384	NA	NA
JAUIPR010000050.1	21176	No terminal repeats	19	11	0.9998	NA	1	5.6933	NA	NA
JAUIPR010000058.1	10220	No terminal repeats	6	11	0.9998	NA	0	2.1007	NA	NA
JAUIPR010000022.1	79300	No terminal repeats	91	11	0.9998	NA	6	18.9942	I_traK;I_traI;I_traM;I_traN;traU	NA
JAUIPR010000041.1	33036	No terminal repeats	36	11	0.9996	NA	1	4.4474	I_trbA;I_traW;I_traY	NA
JAUIPR010000074.1	2422	No terminal repeats	2	11	0.9986	NA	1	2.2747	G_tfc22;G_tfc23	NA
JAUIPR010000069.1	4965	No terminal repeats	4	11	0.9978	NA	0	1.5809	NA	NA
JAUIPR010000060.1	9943	No terminal repeats	8	11	0.9548	NA	0	0.2071	NA	NA
JAUIPR010000028.1	66339	No terminal repeats	61	11	0.8643	NA	0	0.8536	NA	NF000496
