seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIVB010000078.1	3398	No terminal repeats	6	11	1.0000	NA	1	1.0908	T_virB6	NA
JAYIVB010000068.1	8597	No terminal repeats	9	11	1.0000	NA	1	7.8724	G_tfc19;G_tfc18;G_tfc22;G_tfc23	NA
JAYIVB010000062.1	12069	No terminal repeats	12	11	1.0000	NA	2	5.1548	T_virB6;B_traI	NA
JAYIVB010000064.1	10475	No terminal repeats	15	11	0.9999	NA	0	1.2000	NA	NA
JAYIVB010000044.1	42709	DTR	49	11	0.9999	NA	10	22.4102	T_virB2;T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;MOBP1	NA
JAYIVB010000080.1	2781	No terminal repeats	3	11	0.9998	NA	1	1.7183	T_virB6	NA
JAYIVB010000105.1	541	No terminal repeats	1	11	0.9998	NA	1	1.7183	T_virB6	NA
JAYIVB010000075.1	4621	No terminal repeats	5	11	0.9986	NA	0	0.7327	NA	NA
JAYIVB010000065.1	9827	No terminal repeats	8	11	0.9980	NA	0	1.3549	NA	NA
JAYIVB010000047.1	32211	No terminal repeats	30	11	0.9974	NA	0	2.0578	NA	NA
JAYIVB010000059.1	17730	No terminal repeats	4	11	0.9942	NA	0	1.3078	NA	NA
JAYIVB010000069.1	7845	No terminal repeats	8	11	0.9925	NA	0	0.9301	NA	NA
JAYIVB010000092.1	1227	No terminal repeats	1	11	0.9882	NA	1	1.1254	MOBH	NA
JAYIVB010000046.1	35950	No terminal repeats	29	11	0.9869	NA	1	1.6166	NA	NF012174
JAYIVB010000066.1	9616	No terminal repeats	7	11	0.9281	NA	0	0.2071	NA	NA
JAYIVB010000054.1	27325	No terminal repeats	20	11	0.8897	NA	0	0.2089	NA	NF033135
JAYIVB010000052.1	28270	No terminal repeats	22	11	0.7185	NA	0	2.0821	NA	NA
