seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBEFUN010000061.1	7095	No terminal repeats	8	11	0.9999	NA	0	3.9152	NA	NA
JBEFUN010000062.1	7089	No terminal repeats	6	11	0.9999	NA	0	1.7183	NA	NA
JBEFUN010000024.1	71723	No terminal repeats	65	11	0.9996	NA	1	2.9965	NA	NA
JBEFUN010000045.1	31610	No terminal repeats	33	11	0.9995	NA	0	6.0590	NA	NA
JBEFUN010000047.1	28654	No terminal repeats	27	11	0.9995	NA	0	1.4950	NA	NF012174
JBEFUN010000055.1	17381	No terminal repeats	15	11	0.9991	NA	0	1.6371	NA	NA
JBEFUN010000032.1	45021	No terminal repeats	27	11	0.9985	NA	0	1.5168	NA	NF033135
JBEFUN010000034.1	43412	No terminal repeats	33	11	0.9958	NA	0	0.3269	NA	NA
JBEFUN010000064.1	5948	No terminal repeats	5	11	0.9722	NA	0	0.7496	NA	NA
JBEFUN010000060.1	7358	No terminal repeats	7	11	0.9567	NA	0	0.3984	NA	NA
JBEFUN010000059.1	7875	No terminal repeats	7	11	0.9242	NA	0	0.2071	NA	NA
