seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAUIPO010000040.1	29522	No terminal repeats	31	11	1.0000	NA	17	30.7770	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAUIPO010000052.1	16120	No terminal repeats	17	11	1.0000	NA	1	4.1647	NA	NA
JAUIPO010000035.1	38215	DTR	43	11	0.9999	NA	10	20.0587	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2;I_traV	NA
JAUIPO010000059.1	8917	No terminal repeats	8	11	0.9999	NA	0	4.1208	NA	NA
JAUIPO010000057.1	10385	No terminal repeats	9	11	0.9999	NA	0	2.5688	NA	NA
JAUIPO010000066.1	3179	No terminal repeats	4	11	0.9998	NA	1	3.4366	T_virB6	NA
JAUIPO010000064.1	5990	No terminal repeats	5	11	0.9997	NA	1	3.4366	T_virB6	NA
JAUIPO010000061.1	8046	No terminal repeats	10	11	0.9996	NA	0	0.7327	NA	NA
JAUIPO010000047.1	25292	No terminal repeats	23	11	0.9994	NA	0	2.4834	NA	NA
JAUIPO010000068.1	2707	No terminal repeats	3	11	0.9977	NA	2	2.6906	T_virB6;virb4	NA
JAUIPO010000044.1	27416	No terminal repeats	26	11	0.9913	NA	0	1.6063	NA	NA
JAUIPO010000058.1	9649	No terminal repeats	7	11	0.9658	NA	0	0.2071	NA	NA
