seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYINS010000097.1	852	No terminal repeats	2	11	1.0000	NA	1	3.4366	T_virB6	NA
JAYINS010000070.1	3568	No terminal repeats	5	11	1.0000	NA	0	2.9906	NA	NA
JAYINS010000127.1	224	No terminal repeats	1	11	1.0000	NA	1	1.7183	B_traI	NA
JAYINS010000057.1	10270	No terminal repeats	12	11	1.0000	NA	2	8.9978	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23	NA
JAYINS010000103.1	513	No terminal repeats	2	11	1.0000	NA	2	3.4366	T_virB6;B_traI	NA
JAYINS010000076.1	2790	No terminal repeats	4	11	1.0000	NA	1	3.4366	T_virB6	NA
JAYINS010000067.1	5045	No terminal repeats	6	11	1.0000	NA	1	5.1548	T_virB6	NA
JAYINS010000090.1	1324	No terminal repeats	2	11	0.9999	NA	1	3.4366	T_virB6	NA
JAYINS010000074.1	3249	No terminal repeats	5	11	0.9999	NA	0	1.9662	NA	NA
JAYINS010000101.1	695	No terminal repeats	1	11	0.9998	NA	1	1.7183	T_virB6	NA
JAYINS010000055.1	16241	No terminal repeats	9	11	0.9998	NA	0	0.9476	NA	NA
JAYINS010000061.1	6630	No terminal repeats	4	11	0.9998	NA	0	1.7183	NA	NA
JAYINS010000072.1	3478	No terminal repeats	4	11	0.9998	NA	0	1.7183	NA	NA
JAYINS010000077.1	2631	No terminal repeats	3	11	0.9998	NA	1	1.7183	B_traI	NA
JAYINS010000045.1	43282	No terminal repeats	35	11	0.9995	NA	1	3.3273	NA	NA
JAYINS010000030.1	58886	No terminal repeats	47	11	0.9990	NA	2	1.2752	NA	NF033135
JAYINS010000051.1	27112	No terminal repeats	25	11	0.9945	NA	0	1.6063	NA	NA
JAYINS010000064.1	6102	No terminal repeats	5	11	0.9926	NA	0	0.6487	NA	NA
JAYINS010000059.1	7649	No terminal repeats	6	11	0.9635	NA	0	0.3254	NA	NA
JAYINS010000058.1	9650	No terminal repeats	7	11	0.9477	NA	0	0.2071	NA	NA
JAYINS010000056.1	13872	No terminal repeats	10	11	0.7311	NA	0	1.2803	NA	NA
