seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYINK010000066.1	859	No terminal repeats	2	11	1.0000	NA	1	3.4366	T_virB6	NA
JAYINK010000055.1	3568	No terminal repeats	5	11	1.0000	NA	0	2.9906	NA	NA
JAYINK010000043.1	9675	No terminal repeats	10	11	1.0000	NA	2	8.9978	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23	NA
JAYINK010000042.1	11701	No terminal repeats	10	11	1.0000	NA	2	5.1548	B_traI;T_virB6	NA
JAYINK010000032.1	38118	DTR	41	11	0.9999	NA	10	18.0227	T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JAYINK010000054.1	4074	No terminal repeats	6	11	0.9999	NA	1	3.4366	T_virB6	NA
JAYINK010000040.1	18118	No terminal repeats	19	11	0.9999	NA	0	3.1964	NA	NA
JAYINK010000069.1	541	No terminal repeats	1	11	0.9998	NA	1	1.7183	T_virB6	NA
JAYINK010000050.1	5226	No terminal repeats	5	11	0.9775	NA	0	0.2071	NA	NA
JAYINK010000035.1	29119	No terminal repeats	24	11	0.8911	NA	0	3.7849	NA	NA
