sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEFVQ010000002.1_AbiU_4	AbiU	AbiU	Defense	JBEFVQ010000002.1_94	JBEFVQ010000002.1_94	JBEFVQ010000002.1_94	1	AbiU__AbiU
JBEFVQ010000004.1_RM_Type_IV_19	RM	RM_Type_IV	Defense	JBEFVQ010000004.1_138	JBEFVQ010000004.1_139	JBEFVQ010000004.1_138,JBEFVQ010000004.1_139	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
JBEFVQ010000006.1_AbiD_12	AbiD	AbiD	Defense	JBEFVQ010000006.1_21	JBEFVQ010000006.1_21	JBEFVQ010000006.1_21	1	AbiD__AbiD
JBEFVQ010000006.1_SoFic_15	SoFIC	SoFic	Defense	JBEFVQ010000006.1_128	JBEFVQ010000006.1_128	JBEFVQ010000006.1_128	1	SoFic__SoFic
JBEFVQ010000006.1_PD-T7-5_14	PD-T7-5	PD-T7-5	Defense	JBEFVQ010000006.1_225	JBEFVQ010000006.1_225	JBEFVQ010000006.1_225	1	PD-T7-5__PD-T7-5
JBEFVQ010000006.1_AbiU_13	AbiU	AbiU	Defense	JBEFVQ010000006.1_228	JBEFVQ010000006.1_228	JBEFVQ010000006.1_228	1	AbiU__AbiU
JBEFVQ010000008.1_RM_Type_I_18	RM	RM_Type_I	Defense	JBEFVQ010000008.1_164	JBEFVQ010000008.1_168	JBEFVQ010000008.1_164,JBEFVQ010000008.1_165,JBEFVQ010000008.1_168	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JBEFVQ010000010.1_Lamassu-Cap4_nuclease_16	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	JBEFVQ010000010.1_142	JBEFVQ010000010.1_144	JBEFVQ010000010.1_142,JBEFVQ010000010.1_143,JBEFVQ010000010.1_144	3	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease
JBEFVQ010000011.1_Gao_Ppl_7	Gao_Ppl	Gao_Ppl	Defense	JBEFVQ010000011.1_6	JBEFVQ010000011.1_6	JBEFVQ010000011.1_6	1	Gao_Ppl__PplA
JBEFVQ010000012.1_BREX_I_2	BREX	BREX_I	Defense	JBEFVQ010000012.1_105	JBEFVQ010000012.1_110	JBEFVQ010000012.1_105,JBEFVQ010000012.1_106,JBEFVQ010000012.1_107,JBEFVQ010000012.1_108,JBEFVQ010000012.1_109,JBEFVQ010000012.1_110	6	BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__brxL,BREX__pglX1,BREX__pglZA
JBEFVQ010000012.1_Zorya_TypeIII_3	Zorya	Zorya_TypeIII	Defense	JBEFVQ010000012.1_125	JBEFVQ010000012.1_128	JBEFVQ010000012.1_125,JBEFVQ010000012.1_126,JBEFVQ010000012.1_128	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JBEFVQ010000015.1_SoFic_10	SoFIC	SoFic	Defense	JBEFVQ010000015.1_85	JBEFVQ010000015.1_85	JBEFVQ010000015.1_85	1	SoFic__SoFic
JBEFVQ010000016.1_RM_Type_I_21	RM	RM_Type_I	Defense	JBEFVQ010000016.1_22	JBEFVQ010000016.1_25	JBEFVQ010000016.1_22,JBEFVQ010000016.1_25	2	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed
JBEFVQ010000023.1_Retron_XII_8	Retron	Retron_XII	Defense	JBEFVQ010000023.1_43	JBEFVQ010000023.1_43	JBEFVQ010000023.1_43	1	Retron_XII__RT_12
JBEFVQ010000025.1_Wadjet_I_6	Wadjet	Wadjet_I	Defense	JBEFVQ010000025.1_28	JBEFVQ010000025.1_31	JBEFVQ010000025.1_28,JBEFVQ010000025.1_29,JBEFVQ010000025.1_31	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JBEFVQ010000026.1_MazEF_9	MazEF	MazEF	Defense	JBEFVQ010000026.1_12	JBEFVQ010000026.1_13	JBEFVQ010000026.1_12,JBEFVQ010000026.1_13	2	MazEF__MazE,MazEF__MazF
JBEFVQ010000033.1_AbiE_11	AbiE	AbiE	Defense	JBEFVQ010000033.1_5	JBEFVQ010000033.1_6	JBEFVQ010000033.1_5,JBEFVQ010000033.1_6	2	AbiEii__AbiEi_3,AbiEii__AbiEii
