sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAYGQJ010000001.1_RM_Type_I_15	RM	RM_Type_I	Defense	JAYGQJ010000001.1_69	JAYGQJ010000001.1_73	JAYGQJ010000001.1_69,JAYGQJ010000001.1_72,JAYGQJ010000001.1_73	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JAYGQJ010000009.1_PrrC_11	PrrC	PrrC	Defense	JAYGQJ010000009.1_50	JAYGQJ010000009.1_54	JAYGQJ010000009.1_50,JAYGQJ010000009.1_52,JAYGQJ010000009.1_53,JAYGQJ010000009.1_54	4	PrrC__PrrC,RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JAYGQJ010000013.1_SoFic_4	SoFIC	SoFic	Defense	JAYGQJ010000013.1_22	JAYGQJ010000013.1_22	JAYGQJ010000013.1_22	1	SoFic__SoFic
JAYGQJ010000015.1_RM_Type_IV_16	RM	RM_Type_IV	Defense	JAYGQJ010000015.1_1	JAYGQJ010000015.1_2	JAYGQJ010000015.1_1,JAYGQJ010000015.1_2	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
JAYGQJ010000017.1_SoFic_1	SoFIC	SoFic	Defense	JAYGQJ010000017.1_66	JAYGQJ010000017.1_66	JAYGQJ010000017.1_66	1	SoFic__SoFic
JAYGQJ010000030.1_Retron_XII_2	Retron	Retron_XII	Defense	JAYGQJ010000030.1_7	JAYGQJ010000030.1_7	JAYGQJ010000030.1_7	1	Retron_XII__RT_12
JAYGQJ010000034.1_Zorya_TypeIII_5	Zorya	Zorya_TypeIII	Defense	JAYGQJ010000034.1_18	JAYGQJ010000034.1_21	JAYGQJ010000034.1_18,JAYGQJ010000034.1_19,JAYGQJ010000034.1_21	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JAYGQJ010000041.1_Wadjet_I_9	Wadjet	Wadjet_I	Defense	JAYGQJ010000041.1_10	JAYGQJ010000041.1_12	JAYGQJ010000041.1_10,JAYGQJ010000041.1_11,JAYGQJ010000041.1_12	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JAYGQJ010000048.1_AbiD_10	AbiD	AbiD	Defense	JAYGQJ010000048.1_14	JAYGQJ010000048.1_14	JAYGQJ010000048.1_14	1	AbiD__AbiD
JAYGQJ010000053.1_Gao_Ppl_3	Gao_Ppl	Gao_Ppl	Defense	JAYGQJ010000053.1_6	JAYGQJ010000053.1_6	JAYGQJ010000053.1_6	1	Gao_Ppl__PplA
JAYGQJ010000067.1_RM_Type_II_13	RM	RM_Type_II	Defense	JAYGQJ010000067.1_3	JAYGQJ010000067.1_5	JAYGQJ010000067.1_3,JAYGQJ010000067.1_5	2	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase09
JAYGQJ010000070.1_Gao_Mza_6	Gao_Mza	Gao_Mza	Defense	JAYGQJ010000070.1_3	JAYGQJ010000070.1_6	JAYGQJ010000070.1_3,JAYGQJ010000070.1_4,JAYGQJ010000070.1_5,JAYGQJ010000070.1_6	4	Gao_Mza__MzaB,Gao_Mza__MzaC,Gao_Mza__MzaD,Gao_Mza__MzaE
JAYGQJ010000073.1_RloC_7	RloC	RloC	Defense	JAYGQJ010000073.1_1	JAYGQJ010000073.1_1	JAYGQJ010000073.1_1	1	RloC__RloC
