sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEFXB010000001.1_RM_Type_IV_11	RM	RM_Type_IV	Defense	JBEFXB010000001.1_112	JBEFXB010000001.1_113	JBEFXB010000001.1_112,JBEFXB010000001.1_113	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
JBEFXB010000003.1_RM_Type_I_14	RM	RM_Type_I	Defense	JBEFXB010000003.1_108	JBEFXB010000003.1_111	JBEFXB010000003.1_108,JBEFXB010000003.1_109,JBEFXB010000003.1_111	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
JBEFXB010000004.1_SoFic_4	SoFIC	SoFic	Defense	JBEFXB010000004.1_61	JBEFXB010000004.1_61	JBEFXB010000004.1_61	1	SoFic__SoFic
JBEFXB010000007.1_PrrC_15	PrrC	PrrC	Defense	JBEFXB010000007.1_73	JBEFXB010000007.1_78	JBEFXB010000007.1_73,JBEFXB010000007.1_74,JBEFXB010000007.1_76,JBEFXB010000007.1_78	4	PrrC__PrrC,RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_04
JBEFXB010000010.1_Zorya_TypeIII_6	Zorya	Zorya_TypeIII	Defense	JBEFXB010000010.1_117	JBEFXB010000010.1_120	JBEFXB010000010.1_117,JBEFXB010000010.1_119,JBEFXB010000010.1_120	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JBEFXB010000024.1_Gabija_3	Gabija	Gabija	Defense	JBEFXB010000024.1_34	JBEFXB010000024.1_35	JBEFXB010000024.1_34,JBEFXB010000024.1_35	2	Gabija__GajA,Gabija__GajB_2
JBEFXB010000024.1_AbiH_2	AbiH	AbiH	Defense	JBEFXB010000024.1_47	JBEFXB010000024.1_47	JBEFXB010000024.1_47	1	AbiH__AbiH
JBEFXB010000031.1_AbiV_10	AbiV	AbiV	Defense	JBEFXB010000031.1_51	JBEFXB010000031.1_51	JBEFXB010000031.1_51	1	AbiV__AbiV
JBEFXB010000033.1_SoFic_9	SoFIC	SoFic	Defense	JBEFXB010000033.1_36	JBEFXB010000033.1_36	JBEFXB010000033.1_36	1	SoFic__SoFic
JBEFXB010000037.1_RM_Type_I_18	RM	RM_Type_I	Defense	JBEFXB010000037.1_4	JBEFXB010000037.1_7	JBEFXB010000037.1_4,JBEFXB010000037.1_5,JBEFXB010000037.1_7	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JBEFXB010000039.1_Wadjet_I_8	Wadjet	Wadjet_I	Defense	JBEFXB010000039.1_9	JBEFXB010000039.1_12	JBEFXB010000039.1_9,JBEFXB010000039.1_11,JBEFXB010000039.1_12	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JBEFXB010000058.1_HEC-09_5	HEC-09	HEC-09	Defense	JBEFXB010000058.1_17	JBEFXB010000058.1_17	JBEFXB010000058.1_17	1	HEC-09__HEC-09
JBEFXB010000063.1_RM_Type_III_12	RM	RM_Type_III	Defense	JBEFXB010000063.1_1	JBEFXB010000063.1_2	JBEFXB010000063.1_1,JBEFXB010000063.1_2	2	RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed
JBEFXB010000069.1_Thoeris_IV_1	Thoeris	Thoeris_IV	Defense	JBEFXB010000069.1_1	JBEFXB010000069.1_2	JBEFXB010000069.1_1,JBEFXB010000069.1_2	2	Thoeris_IV__ThsA_Casp4,Thoeris__ThsB_Global
