replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
JBEFVZ010000003.1	JBEFVZ010000003.1_20	RM_Type_IV__FAM_2	663	defense-finder-models/RM/RM/RM_Type_IV	JBEFVZ010000003.1_RM_Type_IV_15	1	1	0.333	2.0	1	RM_Type_IV__FAM_2	mandatory	432	1.4e-55	186.7	0.889	0.894	1	386			RM	RM_Type_IV	Defense
JBEFVZ010000003.1	JBEFVZ010000003.1_21	RM_Type_IV__FAM_1	664	defense-finder-models/RM/RM/RM_Type_IV	JBEFVZ010000003.1_RM_Type_IV_15	1	1	0.333	2.0	1	RM_Type_IV__FAM_1	mandatory	843	8.4e-84	280.6	0.492	0.563	311	785			RM	RM_Type_IV	Defense
JBEFVZ010000003.1	JBEFVZ010000003.1_192	RM__Type_I_MTases_FAM_0	835	defense-finder-models/RM/RM/RM_Type_I	JBEFVZ010000003.1_RM_Type_I_14	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	503	1.7e-166	553.0	0.992	0.99	4	501		JBEFVZ010000003.1_PrrC_13	RM	RM_Type_I	Defense
JBEFVZ010000003.1	JBEFVZ010000003.1_195	RM__Type_I_S_51	838	defense-finder-models/RM/RM/RM_Type_I	JBEFVZ010000003.1_RM_Type_I_14	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	427	4.1000000000000005e-86	287.2	0.834	0.988	3	424		JBEFVZ010000003.1_PrrC_13	RM	RM_Type_I	Defense
JBEFVZ010000003.1	JBEFVZ010000003.1_196	RM__Type_I_REases_FAM_0.einsi_trimmed	839	defense-finder-models/RM/RM/RM_Type_I	JBEFVZ010000003.1_RM_Type_I_14	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1097	2.7e-229	762.1	0.98	0.964	10	1067		JBEFVZ010000003.1_PrrC_13	RM	RM_Type_I	Defense
JBEFVZ010000004.1	JBEFVZ010000004.1_187	RM__Type_I_REases_FAM_1.einsi_trimmed	1126	defense-finder-models/RM/RM/RM_Type_I	JBEFVZ010000004.1_RM_Type_I_17	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1028	0.0	1100.5	0.993	0.984	4	1015		JBEFVZ010000004.1_PrrC_16	RM	RM_Type_I	Defense
JBEFVZ010000004.1	JBEFVZ010000004.1_188	RM__Type_I_S_52	1127	defense-finder-models/RM/RM/RM_Type_I	JBEFVZ010000004.1_RM_Type_I_17	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	440	1.2e-67	227.0	0.67	0.968	9	434		JBEFVZ010000004.1_PrrC_16	RM	RM_Type_I	Defense
JBEFVZ010000004.1	JBEFVZ010000004.1_190	RM__Type_I_MTases_FAM_3	1129	defense-finder-models/RM/RM/RM_Type_I	JBEFVZ010000004.1_RM_Type_I_17	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	729	5.7e-258	855.4	0.995	0.995	2	726		JBEFVZ010000004.1_PrrC_16	RM	RM_Type_I	Defense
JBEFVZ010000004.1	JBEFVZ010000004.1_260	RM_Type_II__Type_II_REase06	1199	defense-finder-models/RM/RM/RM_Type_II	JBEFVZ010000004.1_RM_Type_II_18	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	671	7.3e-93	310.6	0.958	0.94	25	655			RM	RM_Type_II	Defense
JBEFVZ010000004.1	JBEFVZ010000004.1_261	RM_Type_II__Type_II_MTases_FAM_0	1200	defense-finder-models/RM/RM/RM_Type_II	JBEFVZ010000004.1_RM_Type_II_18	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	349	9.9e-78	259.9	0.978	0.974	5	344			RM	RM_Type_II	Defense
JBEFVZ010000006.1	JBEFVZ010000006.1_113	AbiU__AbiU	1616	defense-finder-models/DefenseFinder/AbiU/AbiU	JBEFVZ010000006.1_AbiU_4	1	1	1.0	1.0	1	AbiU__AbiU	mandatory	579	2.6000000000000002e-48	162.9	0.853	0.838	20	504			AbiU	AbiU	Defense
JBEFVZ010000008.1	JBEFVZ010000008.1_173	CapRel__CapRel	2182	defense-finder-models/DefenseFinder/CapRel/CapRel	JBEFVZ010000008.1_CapRel_11	1	1	1.0	1.0	1	CapRel__CapRel	mandatory	252	4e-19	66.9	0.406	0.623	1	157			CapRel	CapRel	Defense
JBEFVZ010000013.1	JBEFVZ010000013.1_80	RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed	3026	defense-finder-models/RM/RM/RM_Type_III	JBEFVZ010000013.1_RM_Type_III_19	1	1	1.0	2.0	1	RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed	mandatory	834	2.2e-13	47.2	0.415	0.412	37	380			RM	RM_Type_III	Defense
JBEFVZ010000013.1	JBEFVZ010000013.1_81	RM_Type_III__Type_III_MTases_FAM_0	3027	defense-finder-models/RM/RM/RM_Type_III	JBEFVZ010000013.1_RM_Type_III_19	1	1	1.0	2.0	1	RM_Type_III__Type_III_MTases_FAM_0	mandatory	544	3.9e-134	446.9	0.718	0.787	11	438			RM	RM_Type_III	Defense
JBEFVZ010000013.1	JBEFVZ010000013.1_82	SoFic__SoFic	3028	defense-finder-models/DefenseFinder/SoFIC/SoFic	JBEFVZ010000013.1_SoFic_12	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	383	5.5e-123	408.7	0.961	0.901	18	362			SoFIC	SoFic	Defense
JBEFVZ010000016.1	JBEFVZ010000016.1_2	RloC__RloC	3270	defense-finder-models/DefenseFinder/RloC/RloC	JBEFVZ010000016.1_RloC_8	1	1	1.0	1.0	1	RloC__RloC	mandatory	833	2.8e-109	364.7	0.99	0.94	44	826			RloC	RloC	Defense
JBEFVZ010000020.1	JBEFVZ010000020.1_65	PD-T7-5__PD-T7-5	3647	defense-finder-models/DefenseFinder/PD-T7-5/PD-T7-5	JBEFVZ010000020.1_PD-T7-5_10	1	1	1.0	1.0	1	PD-T7-5__PD-T7-5	mandatory	296	4.3e-27	92.7	0.655	0.811	1	240			PD-T7-5	PD-T7-5	Defense
JBEFVZ010000025.1	JBEFVZ010000025.1_1	DS-32__DS-32B	3805	defense-finder-models/DefenseFinder/DS-32/DS-32	JBEFVZ010000025.1_DS-32_1	1	1	1.0	2.0	1	DS-32__DS-32B	mandatory	217	2.8e-79	262.8	0.96	0.88	9	199			DS-32	DS-32	Defense
JBEFVZ010000025.1	JBEFVZ010000025.1_2	DS-32__DS-32A	3806	defense-finder-models/DefenseFinder/DS-32/DS-32	JBEFVZ010000025.1_DS-32_1	1	1	1.0	2.0	1	DS-32__DS-32A	mandatory	348	8.5e-125	414.2	0.997	0.963	1	335			DS-32	DS-32	Defense
JBEFVZ010000025.1	JBEFVZ010000025.1_30	Wadjet__JetA_I	3834	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	JBEFVZ010000025.1_Wadjet_I_3	1	1	0.75	3.0	1	Wadjet__JetA_I	mandatory	490	1.3e-155	517.0	0.992	0.986	5	487		JBEFVZ010000025.1_Wadjet_2	Wadjet	Wadjet_I	Defense
