sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEFVZ010000003.1_RM_Type_IV_15	RM	RM_Type_IV	Defense	JBEFVZ010000003.1_20	JBEFVZ010000003.1_21	JBEFVZ010000003.1_20,JBEFVZ010000003.1_21	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
JBEFVZ010000003.1_RM_Type_I_14	RM	RM_Type_I	Defense	JBEFVZ010000003.1_192	JBEFVZ010000003.1_196	JBEFVZ010000003.1_192,JBEFVZ010000003.1_195,JBEFVZ010000003.1_196	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JBEFVZ010000004.1_RM_Type_I_17	RM	RM_Type_I	Defense	JBEFVZ010000004.1_187	JBEFVZ010000004.1_190	JBEFVZ010000004.1_187,JBEFVZ010000004.1_188,JBEFVZ010000004.1_190	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
JBEFVZ010000004.1_RM_Type_II_18	RM	RM_Type_II	Defense	JBEFVZ010000004.1_260	JBEFVZ010000004.1_261	JBEFVZ010000004.1_260,JBEFVZ010000004.1_261	2	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase06
JBEFVZ010000006.1_AbiU_4	AbiU	AbiU	Defense	JBEFVZ010000006.1_113	JBEFVZ010000006.1_113	JBEFVZ010000006.1_113	1	AbiU__AbiU
JBEFVZ010000008.1_CapRel_11	CapRel	CapRel	Defense	JBEFVZ010000008.1_173	JBEFVZ010000008.1_173	JBEFVZ010000008.1_173	1	CapRel__CapRel
JBEFVZ010000013.1_RM_Type_III_19	RM	RM_Type_III	Defense	JBEFVZ010000013.1_80	JBEFVZ010000013.1_81	JBEFVZ010000013.1_80,JBEFVZ010000013.1_81	2	RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed
JBEFVZ010000013.1_SoFic_12	SoFIC	SoFic	Defense	JBEFVZ010000013.1_82	JBEFVZ010000013.1_82	JBEFVZ010000013.1_82	1	SoFic__SoFic
JBEFVZ010000016.1_RloC_8	RloC	RloC	Defense	JBEFVZ010000016.1_2	JBEFVZ010000016.1_2	JBEFVZ010000016.1_2	1	RloC__RloC
JBEFVZ010000020.1_PD-T7-5_10	PD-T7-5	PD-T7-5	Defense	JBEFVZ010000020.1_65	JBEFVZ010000020.1_65	JBEFVZ010000020.1_65	1	PD-T7-5__PD-T7-5
JBEFVZ010000025.1_DS-32_1	DS-32	DS-32	Defense	JBEFVZ010000025.1_1	JBEFVZ010000025.1_2	JBEFVZ010000025.1_1,JBEFVZ010000025.1_2	2	DS-32__DS-32A,DS-32__DS-32B
JBEFVZ010000025.1_Wadjet_I_3	Wadjet	Wadjet_I	Defense	JBEFVZ010000025.1_30	JBEFVZ010000025.1_33	JBEFVZ010000025.1_30,JBEFVZ010000025.1_31,JBEFVZ010000025.1_33	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JBEFVZ010000031.1_SoFic_7	SoFIC	SoFic	Defense	JBEFVZ010000031.1_16	JBEFVZ010000031.1_16	JBEFVZ010000031.1_16	1	SoFic__SoFic
JBEFVZ010000034.1_Zorya_TypeIII_9	Zorya	Zorya_TypeIII	Defense	JBEFVZ010000034.1_16	JBEFVZ010000034.1_19	JBEFVZ010000034.1_16,JBEFVZ010000034.1_17,JBEFVZ010000034.1_19	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JBEFVZ010000037.1_Gabija_5	Gabija	Gabija	Defense	JBEFVZ010000037.1_3	JBEFVZ010000037.1_4	JBEFVZ010000037.1_3,JBEFVZ010000037.1_4	2	Gabija__GajA,Gabija__GajB_1
JBEFVZ010000037.1_Mokosh_TypeII_6	Mokosh	Mokosh_TypeII	Defense	JBEFVZ010000037.1_5	JBEFVZ010000037.1_5	JBEFVZ010000037.1_5	1	Mokosh_TypeII__MkoC
