sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEFXC010000001.1_RM_Type_I_14	RM	RM_Type_I	Defense	JBEFXC010000001.1_26	JBEFXC010000001.1_29	JBEFXC010000001.1_26,JBEFXC010000001.1_27,JBEFXC010000001.1_29	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JBEFXC010000005.1_RM_Type_III_17	RM	RM_Type_III	Defense	JBEFXC010000005.1_123	JBEFXC010000005.1_124	JBEFXC010000005.1_123,JBEFXC010000005.1_124	2	RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed
JBEFXC010000005.1_DS-1_2	DS-1	DS-1	Defense	JBEFXC010000005.1_142	JBEFXC010000005.1_143	JBEFXC010000005.1_142,JBEFXC010000005.1_143	2	DS-1__DS-1A,DS-1__DS-1B
JBEFXC010000006.1_pAgo_S1B_7	pAgo	pAgo_S1B	Defense	JBEFXC010000006.1_6	JBEFXC010000006.1_7	JBEFXC010000006.1_6,JBEFXC010000006.1_7	2	pAgo__SIR2APAZ,pAgo__pAgo_S1B
JBEFXC010000006.1_RM_Type_I_16	RM	RM_Type_I	Defense	JBEFXC010000006.1_179	JBEFXC010000006.1_182	JBEFXC010000006.1_179,JBEFXC010000006.1_180,JBEFXC010000006.1_182	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
JBEFXC010000009.1_Gao_Ppl_8	Gao_Ppl	Gao_Ppl	Defense	JBEFXC010000009.1_123	JBEFXC010000009.1_123	JBEFXC010000009.1_123	1	Gao_Ppl__PplA
JBEFXC010000010.1_Wadjet_I_10	Wadjet	Wadjet_I	Defense	JBEFXC010000010.1_104	JBEFXC010000010.1_107	JBEFXC010000010.1_104,JBEFXC010000010.1_105,JBEFXC010000010.1_107	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JBEFXC010000014.1_AbiV_3	AbiV	AbiV	Defense	JBEFXC010000014.1_62	JBEFXC010000014.1_62	JBEFXC010000014.1_62	1	AbiV__AbiV
JBEFXC010000017.1_SoFic_5	SoFIC	SoFic	Defense	JBEFXC010000017.1_63	JBEFXC010000017.1_63	JBEFXC010000017.1_63	1	SoFic__SoFic
JBEFXC010000025.1_Retron_XII_1	Retron	Retron_XII	Defense	JBEFXC010000025.1_2	JBEFXC010000025.1_2	JBEFXC010000025.1_2	1	Retron_XII__RT_12
JBEFXC010000028.1_SoFic_6	SoFIC	SoFic	Defense	JBEFXC010000028.1_35	JBEFXC010000028.1_35	JBEFXC010000028.1_35	1	SoFic__SoFic
JBEFXC010000030.1_Gabija_4	Gabija	Gabija	Defense	JBEFXC010000030.1_29	JBEFXC010000030.1_30	JBEFXC010000030.1_29,JBEFXC010000030.1_30	2	Gabija__GajA,Gabija__GajB_2
JBEFXC010000035.1_Zorya_TypeIII_12	Zorya	Zorya_TypeIII	Defense	JBEFXC010000035.1_15	JBEFXC010000035.1_18	JBEFXC010000035.1_15,JBEFXC010000035.1_16,JBEFXC010000035.1_18	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JBEFXC010000042.1_RM_Type_IIG_18	RM	RM_Type_IIG	Defense	JBEFXC010000042.1_7	JBEFXC010000042.1_7	JBEFXC010000042.1_7	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed
JBEFXC010000044.1_Thoeris_IV_11	Thoeris	Thoeris_IV	Defense	JBEFXC010000044.1_7	JBEFXC010000044.1_8	JBEFXC010000044.1_7,JBEFXC010000044.1_8	2	Thoeris_IV__ThsA_Casp4,Thoeris__ThsB_Global
