sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEFVS010000003.1_RM_Type_IV_18	RM	RM_Type_IV	Defense	JBEFVS010000003.1_20	JBEFVS010000003.1_21	JBEFVS010000003.1_20,JBEFVS010000003.1_21	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
JBEFVS010000003.1_RM_Type_I_17	RM	RM_Type_I	Defense	JBEFVS010000003.1_192	JBEFVS010000003.1_196	JBEFVS010000003.1_192,JBEFVS010000003.1_195,JBEFVS010000003.1_196	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JBEFVS010000004.1_RloC_9	RloC	RloC	Defense	JBEFVS010000004.1_2	JBEFVS010000004.1_2	JBEFVS010000004.1_2	1	RloC__RloC
JBEFVS010000006.1_AbiU_4	AbiU	AbiU	Defense	JBEFVS010000006.1_113	JBEFVS010000006.1_113	JBEFVS010000006.1_113	1	AbiU__AbiU
JBEFVS010000008.1_CapRel_5	CapRel	CapRel	Defense	JBEFVS010000008.1_79	JBEFVS010000008.1_79	JBEFVS010000008.1_79	1	CapRel__CapRel
JBEFVS010000012.1_RM_Type_I_14	RM	RM_Type_I	Defense	JBEFVS010000012.1_39	JBEFVS010000012.1_42	JBEFVS010000012.1_39,JBEFVS010000012.1_40,JBEFVS010000012.1_42	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
JBEFVS010000012.1_RM_Type_II_15	RM	RM_Type_II	Defense	JBEFVS010000012.1_113	JBEFVS010000012.1_114	JBEFVS010000012.1_113,JBEFVS010000012.1_114	2	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase06
JBEFVS010000016.1_SoFic_11	SoFIC	SoFic	Defense	JBEFVS010000016.1_12	JBEFVS010000016.1_12	JBEFVS010000016.1_12	1	SoFic__SoFic
JBEFVS010000019.1_PD-T7-5_8	PD-T7-5	PD-T7-5	Defense	JBEFVS010000019.1_65	JBEFVS010000019.1_65	JBEFVS010000019.1_65	1	PD-T7-5__PD-T7-5
JBEFVS010000025.1_DS-32_1	DS-32	DS-32	Defense	JBEFVS010000025.1_1	JBEFVS010000025.1_2	JBEFVS010000025.1_1,JBEFVS010000025.1_2	2	DS-32__DS-32A,DS-32__DS-32B
JBEFVS010000025.1_Wadjet_I_3	Wadjet	Wadjet_I	Defense	JBEFVS010000025.1_30	JBEFVS010000025.1_33	JBEFVS010000025.1_30,JBEFVS010000025.1_31,JBEFVS010000025.1_33	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JBEFVS010000030.1_SoFic_12	SoFIC	SoFic	Defense	JBEFVS010000030.1_16	JBEFVS010000030.1_16	JBEFVS010000030.1_16	1	SoFic__SoFic
JBEFVS010000033.1_Zorya_TypeIII_10	Zorya	Zorya_TypeIII	Defense	JBEFVS010000033.1_8	JBEFVS010000033.1_11	JBEFVS010000033.1_8,JBEFVS010000033.1_10,JBEFVS010000033.1_11	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JBEFVS010000036.1_Mokosh_TypeII_7	Mokosh	Mokosh_TypeII	Defense	JBEFVS010000036.1_5	JBEFVS010000036.1_5	JBEFVS010000036.1_5	1	Mokosh_TypeII__MkoC
JBEFVS010000036.1_Gabija_6	Gabija	Gabija	Defense	JBEFVS010000036.1_6	JBEFVS010000036.1_7	JBEFVS010000036.1_6,JBEFVS010000036.1_7	2	Gabija__GajA,Gabija__GajB_1
