hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
1_90	1	90	503	RM_Type_II__Type_II_MTases_FAM_29	1.1e-05	22.1	0.418	0.487	165	409
1_90	1	90	503	RM_Type_II__Type_II_MTases_FAM_14	2.9e-12	43.7	0.428	0.475	176	414
1_90	1	90	503	RM_Type_II__Type_II_MTases_FAM_13	2.3e-14	50.8	0.413	0.483	158	400
1_90	1	90	503	RM_Type_II__Type_II_MTases_FAM_6	3.4e-16	56.9	0.435	0.481	177	418
1_90	1	90	503	RM_Type_II__Type_II_MTases_FAM_33	3.4e-38	129.6	0.451	0.477	159	398
1_90	1	90	503	RM__Type_I_MTases_FAM_1	1.9e-56	189.5	0.745	0.72	133	494
1_90	1	90	503	RM__Type_I_MTases_FAM_3	2.5e-59	199.1	0.678	0.847	10	435
1_90	1	90	503	PrrC__EcoprrI	7.5e-96	320.3	0.958	0.994	1	500
1_90	1	90	503	RM__Type_I_MTases_FAM_0	2.4e-167	555.8	0.992	0.99	4	501
1_92	1	92	416	RM__Type_I_S_02	6.1e-39	132.2	0.715	0.769	85	404
1_92	1	92	416	RM__Type_I_S_03	4.1999999999999996e-47	159.4	0.859	0.99	2	413
1_92	1	92	416	RM__Type_I_S_52	2.3e-50	169.9	0.68	0.988	2	412
1_92	1	92	416	RM__Type_I_S_04	2.1000000000000002e-58	196.5	0.754	0.986	2	411
1_92	1	92	416	RM__Type_I_S_51	8.5e-70	233.4	0.836	0.99	2	413
1_93	1	93	1097	RM__Type_I_REases_FAM_0.einsi_trimmed	1.5999999999999999e-229	762.9	0.98	0.964	10	1067
1_117	1	117	308	Brig1__ADP_ribosyl	4.3e-59	198.5	0.439	0.935	5	292
1_135	1	135	601	PsyrTA__PsyrT	5.6e-90	300.3	0.52	0.579	4	351
1_151	1	151	225	Dpd__QueC	1.4e-52	176.1	0.986	0.978	2	221
1_152	1	152	228	Dpd__QueE	8.7e-07	26.6	0.652	0.658	71	220
1_209	1	209	862	Dodola__DolB	2.3999999999999996e-22	77.4	0.597	0.277	485	723
2_12	2	235	553	Gao_TerY__TerYC	4e-176	584.7	0.899	0.915	1	506
2_13	2	236	249	Gao_TerY__TerYB	4.7e-71	236.7	0.979	0.96	4	242
2_14	2	237	278	Gao_TerY__TerYA	2.9e-157	520.1	1.0	0.996	1	277
2_16	2	239	372	CBASS__Cyclase_new	1.3e-130	433.5	0.986	0.981	1	365
2_17	2	240	208	CBASS__2TM_Gros	8.8e-23	79.5	0.664	0.981	3	206
2_17	2	240	208	CBASS__Effector_2TM_S_2TMBeta	3.5e-45	151.8	0.983	0.885	23	206
2_76	2	299	215	DEDDh_I_II_III_IV_V_VI_1	1.9e-24	84.6	0.994	0.814	26	200
2_108	2	331	482	DEDDh_I_II_III_IV_V_VI_1	5.8e-17	60.2	0.975	0.373	6	185
2_124	2	347	1168	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.4e-10	38.8	0.635	0.406	657	1130
2_124	2	347	1168	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	4.6e-12	42.7	0.434	0.415	1	485
2_124	2	347	1168	Wadjet__JetC_I	8e-14	48.4	0.45	0.43	341	842
2_183	2	406	374	Veles__VlsB1	4.7e-115	382.5	0.949	0.933	18	366
2_183	2	406	374	Veles__VlsB2	1.1e-115	384.6	0.921	0.941	15	366
3_49	3	524	943	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	2.7e-08	31.2	0.525	0.459	450	882
3_49	3	524	943	Gao_Ppl__PplA	4.1e-125	416.6	0.997	0.989	6	938
3_51	3	526	913	BREX__brxHII	7.2e-44	148.1	0.459	0.473	3	434
3_106	3	581	539	RM_Type_II__Type_II_MTases_FAM_28	2.8e-11	40.5	0.445	0.51	201	475
3_106	3	581	539	RM_Type_II__Type_II_MTases_FAM_30	3.5e-12	43.4	0.421	0.503	161	431
3_106	3	581	539	RM_Type_II__Type_II_MTases_FAM_29	1.3e-13	48.3	0.512	0.584	182	496
3_106	3	581	539	RM_Type_II__Type_II_MTases_FAM_6	5e-18	63.0	0.448	0.486	198	459
3_106	3	581	539	RM_Type_II__Type_II_MTases_FAM_14	2.2e-19	67.2	0.483	0.544	200	492
3_106	3	581	539	RM_Type_II__Type_II_MTases_FAM_13	3.6999999999999995e-22	76.5	0.497	0.566	165	469
3_106	3	581	539	RM_Type_II__Type_II_MTases_FAM_33	3.9e-34	116.2	0.47	0.486	169	430
3_106	3	581	539	RM__Type_I_MTases_FAM_1	2.3999999999999996e-53	179.3	0.973	0.939	13	518
3_106	3	581	539	PrrC__EcoprrI	3.1e-108	361.1	0.958	0.989	1	533
3_106	3	581	539	RM__Type_I_MTases_FAM_0	1.8e-174	579.4	0.996	0.991	1	534
3_108	3	583	367	PrrC__PrrC	3.1e-60	201.8	0.984	0.984	2	362
3_109	3	584	431	RM__Type_I_S_02	1.8e-19	68.1	0.861	0.928	24	423
3_109	3	584	431	RM__Type_I_S_04	2.6000000000000003e-32	110.5	0.731	0.926	25	423
3_109	3	584	431	RM__Type_I_S_51	2.7999999999999997e-41	139.3	0.53	0.603	164	423
3_110	3	585	995	RM__Type_I_REases_FAM_0.einsi_trimmed	1.3e-139	465.2	0.443	0.468	2	467
3_141	3	616	299	Ukko__UkkD1	1.7e-60	202.6	0.947	0.88	20	282
3_141	3	616	299	Ukko__UkkD2	1.7e-60	202.6	0.947	0.88	20	282
4_143	4	793	824	Dodola__DolB	1.6e-10	38.6	0.408	0.201	311	476
4_150	4	800	246	DEDDh_I_II_III_IV_V_VI_1	1.2e-35	120.9	0.994	0.663	4	166
5_1	5	851	521	DISARM__drmC	7.2e-16	56.4	0.494	0.269	329	468
6_13	6	1021	251	Retron_VII_2__DUF3800	6.2e-10	37.6	0.972	0.817	8	212
6_54	6	1062	928	UG9__DNA_pol	5.7e-31	105.9	0.669	0.401	524	895
6_60	6	1068	703	Gabija__GajB_3	1.2e-12	45.7	0.652	0.388	1	273
6_60	6	1068	703	Gabija__GajB_1	1.3000000000000001e-32	111.2	0.896	0.844	3	595
