sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAUIPF010000003.1_RM_Type_I_15	RM	RM_Type_I	Defense	JAUIPF010000003.1_26	JAUIPF010000003.1_29	JAUIPF010000003.1_26,JAUIPF010000003.1_27,JAUIPF010000003.1_29	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JAUIPF010000009.1_AbiV_4	AbiV	AbiV	Defense	JAUIPF010000009.1_62	JAUIPF010000009.1_62	JAUIPF010000009.1_62	1	AbiV__AbiV
JAUIPF010000010.1_DS-33_8	DS-33	DS-33	Defense	JAUIPF010000010.1_6	JAUIPF010000010.1_6	JAUIPF010000010.1_6	1	DS-33__DS-33
JAUIPF010000018.1_pAgo_S1B_7	pAgo	pAgo_S1B	Defense	JAUIPF010000018.1_52	JAUIPF010000018.1_53	JAUIPF010000018.1_52,JAUIPF010000018.1_53	2	pAgo__SIR2APAZ,pAgo__pAgo_S1B
JAUIPF010000021.1_SoFic_9	SoFIC	SoFic	Defense	JAUIPF010000021.1_33	JAUIPF010000021.1_33	JAUIPF010000021.1_33	1	SoFic__SoFic
JAUIPF010000023.1_Wadjet_I_3	Wadjet	Wadjet_I	Defense	JAUIPF010000023.1_10	JAUIPF010000023.1_13	JAUIPF010000023.1_10,JAUIPF010000023.1_12,JAUIPF010000023.1_13	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JAUIPF010000024.1_RM_Type_I_17	RM	RM_Type_I	Defense	JAUIPF010000024.1_19	JAUIPF010000024.1_22	JAUIPF010000024.1_19,JAUIPF010000024.1_21,JAUIPF010000024.1_22	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
JAUIPF010000031.1_Retron_XII_5	Retron	Retron_XII	Defense	JAUIPF010000031.1_4	JAUIPF010000031.1_4	JAUIPF010000031.1_4	1	Retron_XII__RT_12
JAUIPF010000033.1_RloC_6	RloC	RloC	Defense	JAUIPF010000033.1_40	JAUIPF010000033.1_40	JAUIPF010000033.1_40	1	RloC__RloC
JAUIPF010000038.1_Gabija_1	Gabija	Gabija	Defense	JAUIPF010000038.1_29	JAUIPF010000038.1_30	JAUIPF010000038.1_29,JAUIPF010000038.1_30	2	Gabija__GajA,Gabija__GajB_2
JAUIPF010000041.1_SoFic_10	SoFIC	SoFic	Defense	JAUIPF010000041.1_1	JAUIPF010000041.1_1	JAUIPF010000041.1_1	1	SoFic__SoFic
JAUIPF010000044.1_Gao_Ppl_12	Gao_Ppl	Gao_Ppl	Defense	JAUIPF010000044.1_7	JAUIPF010000044.1_7	JAUIPF010000044.1_7	1	Gao_Ppl__PplA
JAUIPF010000047.1_Zorya_TypeIII_11	Zorya	Zorya_TypeIII	Defense	JAUIPF010000047.1_4	JAUIPF010000047.1_7	JAUIPF010000047.1_4,JAUIPF010000047.1_6,JAUIPF010000047.1_7	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JAUIPF010000059.1_RM_Type_IIG_18	RM	RM_Type_IIG	Defense	JAUIPF010000059.1_7	JAUIPF010000059.1_7	JAUIPF010000059.1_7	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed
JAUIPF010000062.1_Thoeris_IV_13	Thoeris	Thoeris_IV	Defense	JAUIPF010000062.1_8	JAUIPF010000062.1_9	JAUIPF010000062.1_8,JAUIPF010000062.1_9	2	Thoeris_IV__ThsA_Casp4,Thoeris__ThsB_Global
