sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAYISS010000001.1_SoFic_5	SoFIC	SoFic	Defense	JAYISS010000001.1_61	JAYISS010000001.1_61	JAYISS010000001.1_61	1	SoFic__SoFic
JAYISS010000001.1_AbiD_2	AbiD	AbiD	Defense	JAYISS010000001.1_171	JAYISS010000001.1_171	JAYISS010000001.1_171	1	AbiD__AbiD
JAYISS010000001.1_AbiV_3	AbiV	AbiV	Defense	JAYISS010000001.1_188	JAYISS010000001.1_188	JAYISS010000001.1_188	1	AbiV__AbiV
JAYISS010000001.1_Gao_Ppl_4	Gao_Ppl	Gao_Ppl	Defense	JAYISS010000001.1_375	JAYISS010000001.1_375	JAYISS010000001.1_375	1	Gao_Ppl__PplA
JAYISS010000002.1_RM_Type_I_17	RM	RM_Type_I	Defense	JAYISS010000002.1_171	JAYISS010000002.1_174	JAYISS010000002.1_171,JAYISS010000002.1_174	2	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed
JAYISS010000002.1_pAgo_S1B_7	pAgo	pAgo_S1B	Defense	JAYISS010000002.1_348	JAYISS010000002.1_349	JAYISS010000002.1_348,JAYISS010000002.1_349	2	pAgo__SIR2APAZ,pAgo__pAgo_S1B
JAYISS010000003.1_Wadjet_I_10	Wadjet	Wadjet_I	Defense	JAYISS010000003.1_10	JAYISS010000003.1_13	JAYISS010000003.1_10,JAYISS010000003.1_12,JAYISS010000003.1_13	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JAYISS010000003.1_SoFic_8	SoFIC	SoFic	Defense	JAYISS010000003.1_152	JAYISS010000003.1_152	JAYISS010000003.1_152	1	SoFic__SoFic
JAYISS010000005.1_RM_Type_I_15	RM	RM_Type_I	Defense	JAYISS010000005.1_23	JAYISS010000005.1_26	JAYISS010000005.1_23,JAYISS010000005.1_25,JAYISS010000005.1_26	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JAYISS010000015.1_Zorya_TypeIII_11	Zorya	Zorya_TypeIII	Defense	JAYISS010000015.1_20	JAYISS010000015.1_23	JAYISS010000015.1_20,JAYISS010000015.1_21,JAYISS010000015.1_23	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JAYISS010000022.1_DS-33_13	DS-33	DS-33	Defense	JAYISS010000022.1_75	JAYISS010000022.1_75	JAYISS010000022.1_75	1	DS-33__DS-33
JAYISS010000030.1_Gabija_12	Gabija	Gabija	Defense	JAYISS010000030.1_31	JAYISS010000030.1_32	JAYISS010000030.1_31,JAYISS010000030.1_32	2	Gabija__GajA,Gabija__GajB_2
JAYISS010000032.1_Retron_XII_1	Retron	Retron_XII	Defense	JAYISS010000032.1_2	JAYISS010000032.1_2	JAYISS010000032.1_2	1	Retron_XII__RT_12
JAYISS010000043.1_RM_Type_IIG_18	RM	RM_Type_IIG	Defense	JAYISS010000043.1_7	JAYISS010000043.1_7	JAYISS010000043.1_7	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed
JAYISS010000044.1_HEC-09_6	HEC-09	HEC-09	Defense	JAYISS010000044.1_3	JAYISS010000044.1_3	JAYISS010000044.1_3	1	HEC-09__HEC-09
