replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
JAYIMI010000002.1	JAYIMI010000002.1_102	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed	555	defense-finder-models/RM/RM/RM_Type_IIG	JAYIMI010000002.1_RM_Type_IIG_18	1	1	0.167	1.0	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed	mandatory	929	1.7000000000000002e-214	712.5	0.965	0.967	19	916			RM	RM_Type_IIG	Defense
JAYIMI010000005.1	JAYIMI010000005.1_43	SoFic__SoFic	1359	defense-finder-models/DefenseFinder/SoFIC/SoFic	JAYIMI010000005.1_SoFic_3	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	383	5.099999999999999e-109	362.7	0.983	0.953	17	381			SoFIC	SoFic	Defense
JAYIMI010000005.1	JAYIMI010000005.1_177	Wadjet__JetA_I	1493	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	JAYIMI010000005.1_Wadjet_I_5	1	1	0.75	3.0	1	Wadjet__JetA_I	mandatory	490	1.9e-155	516.5	0.994	0.992	2	487		JAYIMI010000005.1_Wadjet_4	Wadjet	Wadjet_I	Defense
JAYIMI010000005.1	JAYIMI010000005.1_178	Wadjet__JetB_I	1494	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	JAYIMI010000005.1_Wadjet_I_5	1	1	0.75	3.0	1	Wadjet__JetB_I	mandatory	236	3e-67	224.4	0.847	0.983	1	232		JAYIMI010000005.1_Wadjet_4	Wadjet	Wadjet_I	Defense
JAYIMI010000005.1	JAYIMI010000005.1_179	Wadjet__JetC_I	1495	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	JAYIMI010000005.1_Wadjet_I_5	1	1	0.75	3.0	1	Wadjet__JetC_I	mandatory	1338	0.0	1186.3	0.994	0.821	25	1122		JAYIMI010000005.1_Wadjet_4	Wadjet	Wadjet_I	Defense
JAYIMI010000006.1	JAYIMI010000006.1_108	SoFic__SoFic	1613	defense-finder-models/DefenseFinder/SoFIC/SoFic	JAYIMI010000006.1_SoFic_8	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	383	5.6000000000000005e-123	408.7	0.961	0.901	18	362			SoFIC	SoFic	Defense
JAYIMI010000008.1	JAYIMI010000008.1_34	RM__Type_I_MTases_FAM_3	1895	defense-finder-models/RM/RM/RM_Type_I	JAYIMI010000008.1_RM_Type_I_13	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	729	3.4e-256	849.6	0.995	0.995	2	726		JAYIMI010000008.1_PrrC_12	RM	RM_Type_I	Defense
JAYIMI010000008.1	JAYIMI010000008.1_36	RM__Type_I_S_52	1897	defense-finder-models/RM/RM/RM_Type_I	JAYIMI010000008.1_RM_Type_I_13	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	436	1.6999999999999998e-75	252.9	0.668	0.947	18	430		JAYIMI010000008.1_PrrC_12	RM	RM_Type_I	Defense
JAYIMI010000008.1	JAYIMI010000008.1_37	RM__Type_I_REases_FAM_1.einsi_trimmed	1898	defense-finder-models/RM/RM/RM_Type_I	JAYIMI010000008.1_RM_Type_I_13	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1028	0.0	1101.5	0.993	0.984	4	1015		JAYIMI010000008.1_PrrC_12	RM	RM_Type_I	Defense
JAYIMI010000009.1	JAYIMI010000009.1_129	RM__Type_I_REases_FAM_0.einsi_trimmed	2138	defense-finder-models/RM/RM/RM_Type_I	JAYIMI010000009.1_RM_Type_I_15	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1097	1.5999999999999999e-229	762.9	0.98	0.964	10	1067		JAYIMI010000009.1_PrrC_14	RM	RM_Type_I	Defense
JAYIMI010000009.1	JAYIMI010000009.1_130	RM__Type_I_S_51	2139	defense-finder-models/RM/RM/RM_Type_I	JAYIMI010000009.1_RM_Type_I_15	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	416	8.7e-70	233.4	0.836	0.99	2	413		JAYIMI010000009.1_PrrC_14	RM	RM_Type_I	Defense
JAYIMI010000009.1	JAYIMI010000009.1_132	RM__Type_I_MTases_FAM_0	2141	defense-finder-models/RM/RM/RM_Type_I	JAYIMI010000009.1_RM_Type_I_15	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	503	2.8000000000000002e-167	555.6	0.992	0.99	4	501		JAYIMI010000009.1_PrrC_14	RM	RM_Type_I	Defense
JAYIMI010000010.1	JAYIMI010000010.1_7	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	2153	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Cap4_nuclease	JAYIMI010000010.1_Lamassu-Cap4_nuclease_7	1	1	1.0	2.5	1	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	mandatory	405	2.5000000000000003e-65	220.0	0.976	0.941	12	392			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
JAYIMI010000010.1	JAYIMI010000010.1_8	Lamassu-Fam__LmuC_acc_Cap4_nuclease	2154	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Cap4_nuclease	JAYIMI010000010.1_Lamassu-Cap4_nuclease_7	1	1	1.0	2.5	1	Lamassu-Fam__LmuC_acc_Lipase	accessory	177	1.8e-13	49.3	0.945	0.87	23	176			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
JAYIMI010000010.1	JAYIMI010000010.1_9	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	2155	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Cap4_nuclease	JAYIMI010000010.1_Lamassu-Cap4_nuclease_7	1	1	1.0	2.5	1	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	mandatory	655	4.6e-133	443.4	0.995	0.979	1	641			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
JAYIMI010000013.1	JAYIMI010000013.1_19	Zorya_III__ZorF3	2598	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JAYIMI010000013.1_Zorya_TypeIII_9	1	1	0.75	3.0	1	Zorya_III__ZorF3	mandatory	238	9.6e-73	243.0	0.827	0.975	1	232			Zorya	Zorya_TypeIII	Defense
JAYIMI010000013.1	JAYIMI010000013.1_20	Zorya__ZorB	2599	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JAYIMI010000013.1_Zorya_TypeIII_9	1	1	0.75	3.0	1	Zorya__ZorB	mandatory	216	3.2e-14	50.8	0.8	0.889	10	201			Zorya	Zorya_TypeIII	Defense
JAYIMI010000013.1	JAYIMI010000013.1_22	Zorya_III__ZorG3	2601	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JAYIMI010000013.1_Zorya_TypeIII_9	1	1	0.75	3.0	1	Zorya_III__ZorG3	mandatory	245	1.1999999999999999e-90	301.7	0.892	0.992	1	243			Zorya	Zorya_TypeIII	Defense
JAYIMI010000014.1	JAYIMI010000014.1_7	Gao_Ppl__PplA	2720	defense-finder-models/DefenseFinder/Gao_Ppl/Gao_Ppl	JAYIMI010000014.1_Gao_Ppl_10	1	1	1.0	1.0	1	Gao_Ppl__PplA	mandatory	943	4.2000000000000005e-125	416.6	0.997	0.989	6	938			Gao_Ppl	Gao_Ppl	Defense
JAYIMI010000015.1	JAYIMI010000015.1_26	RM_Type_IV__FAM_2	2852	defense-finder-models/RM/RM/RM_Type_IV	JAYIMI010000015.1_RM_Type_IV_16	1	1	0.333	2.0	1	RM_Type_IV__FAM_2	mandatory	374	5.6e-55	184.7	0.815	0.735	53	327			RM	RM_Type_IV	Defense
JAYIMI010000015.1	JAYIMI010000015.1_27	RM_Type_IV__FAM_1	2853	defense-finder-models/RM/RM/RM_Type_IV	JAYIMI010000015.1_RM_Type_IV_16	1	1	0.333	2.0	1	RM_Type_IV__FAM_1	mandatory	843	6.7999999999999995e-84	280.9	0.513	0.579	298	785			RM	RM_Type_IV	Defense
JAYIMI010000036.1	JAYIMI010000036.1_10	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed	4098	defense-finder-models/RM/RM/RM_Type_IIG	JAYIMI010000036.1_RM_Type_IIG_19	1	1	0.167	1.0	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed	mandatory	973	1.2e-255	848.7	0.977	0.978	3	954			RM	RM_Type_IIG	Defense
JAYIMI010000039.1	JAYIMI010000039.1_1	AbiD__AbiD	4137	defense-finder-models/DefenseFinder/AbiD/AbiD	JAYIMI010000039.1_AbiD_2	1	1	1.0	1.0	1	AbiD__AbiD	mandatory	307	8.399999999999999e-75	250.0	0.929	0.987	1	303			AbiD	AbiD	Defense
JAYIMI010000042.1	JAYIMI010000042.1_9	Retron_XII__RT_12	4195	defense-finder-models/DefenseFinder/Retron/Retron_XII	JAYIMI010000042.1_Retron_XII_1	1	1	1.0	1.0	1	Retron_XII__RT_12	mandatory	565	8.1e-181	600.1	0.974	0.977	9	560			Retron	Retron_XII	Defense
JAYIMI010000045.1	JAYIMI010000045.1_3	RM_Type_II__Type_II_REase38	4215	defense-finder-models/RM/RM/RM_Type_II	JAYIMI010000045.1_RM_Type_II_17	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	657	9.500000000000001e-44	147.7	0.584	0.682	25	472			RM	RM_Type_II	Defense
JAYIMI010000045.1	JAYIMI010000045.1_5	RM_Type_II__Type_II_MTases_FAM_0	4217	defense-finder-models/RM/RM/RM_Type_II	JAYIMI010000045.1_RM_Type_II_17	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	379	6.7e-82	273.6	0.973	0.884	36	370			RM	RM_Type_II	Defense
JAYIMI010000047.1	JAYIMI010000047.1_3	AbiEii__AbiEi_3	4226	defense-finder-models/DefenseFinder/AbiE/AbiE	JAYIMI010000047.1_AbiE_11	1	1	1.0	2.0	1	AbiEii__AbiEi_1	mandatory	253	5.9e-34	115.0	0.918	0.569	101	244			AbiE	AbiE	Defense
JAYIMI010000047.1	JAYIMI010000047.1_4	AbiEii__AbiEii	4227	defense-finder-models/DefenseFinder/AbiE/AbiE	JAYIMI010000047.1_AbiE_11	1	1	1.0	2.0	1	AbiEii__AbiEii	mandatory	309	3.2999999999999998e-43	146.4	0.983	0.864	10	276			AbiE	AbiE	Defense
JAYIMI010000050.1	JAYIMI010000050.1_2	Zorya__ZorB	4242	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeI	JAYIMI010000050.1_Zorya_TypeI_6	1	1	0.75	3.0	1	Zorya__ZorB	mandatory	239	1.2e-55	186.7	0.962	0.958	9	237			Zorya	Zorya_TypeI	Defense
JAYIMI010000050.1	JAYIMI010000050.1_3	Zorya_TypeI__ZorC	4243	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeI	JAYIMI010000050.1_Zorya_TypeI_6	1	1	0.75	3.0	1	Zorya_TypeI__ZorC	mandatory	540	5.1e-37	125.9	0.692	0.693	156	529			Zorya	Zorya_TypeI	Defense
JAYIMI010000050.1	JAYIMI010000050.1_4	Zorya_TypeI__ZorD	4244	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeI	JAYIMI010000050.1_Zorya_TypeI_6	1	1	0.75	3.0	1	Zorya_TypeI__ZorD	mandatory	633	8.7e-91	303.3	0.562	0.935	32	623			Zorya	Zorya_TypeI	Defense
