replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
JAUIPJ010000002.1	JAUIPJ010000002.1_26	RM__Type_I_REases_FAM_0.einsi_trimmed	384	defense-finder-models/RM/RM/RM_Type_I	JAUIPJ010000002.1_RM_Type_I_12	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1097	8.999999999999998e-230	763.7	0.98	0.964	10	1067		JAUIPJ010000002.1_PrrC_11	RM	RM_Type_I	Defense
JAUIPJ010000002.1	JAUIPJ010000002.1_27	RM__Type_I_S_51	385	defense-finder-models/RM/RM/RM_Type_I	JAUIPJ010000002.1_RM_Type_I_12	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	416	8.5e-70	233.4	0.836	0.99	2	413		JAUIPJ010000002.1_PrrC_11	RM	RM_Type_I	Defense
JAUIPJ010000002.1	JAUIPJ010000002.1_29	RM__Type_I_MTases_FAM_0	387	defense-finder-models/RM/RM/RM_Type_I	JAUIPJ010000002.1_RM_Type_I_12	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	503	2.8000000000000002e-167	555.6	0.992	0.99	4	501		JAUIPJ010000002.1_PrrC_11	RM	RM_Type_I	Defense
JAUIPJ010000013.1	JAUIPJ010000013.1_19	RM__Type_I_MTases_FAM_3	2119	defense-finder-models/RM/RM/RM_Type_I	JAUIPJ010000013.1_RM_Type_I_14	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	729	4.3000000000000005e-258	855.9	0.995	0.995	2	726		JAUIPJ010000013.1_PrrC_13	RM	RM_Type_I	Defense
JAUIPJ010000013.1	JAUIPJ010000013.1_21	RM__Type_I_S_52	2121	defense-finder-models/RM/RM/RM_Type_I	JAUIPJ010000013.1_RM_Type_I_14	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	439	4e-79	264.8	0.67	0.968	9	433		JAUIPJ010000013.1_PrrC_13	RM	RM_Type_I	Defense
JAUIPJ010000013.1	JAUIPJ010000013.1_22	RM__Type_I_REases_FAM_1.einsi_trimmed	2122	defense-finder-models/RM/RM/RM_Type_I	JAUIPJ010000013.1_RM_Type_I_14	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1028	0.0	1101.4	0.993	0.984	4	1015		JAUIPJ010000013.1_PrrC_13	RM	RM_Type_I	Defense
JAUIPJ010000014.1	JAUIPJ010000014.1_72	Wadjet__JetA_I	2258	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	JAUIPJ010000014.1_Wadjet_I_3	1	1	0.75	3.0	1	Wadjet__JetA_I	mandatory	490	4.7e-156	518.5	0.994	0.992	2	487		JAUIPJ010000014.1_Wadjet_2	Wadjet	Wadjet_I	Defense
JAUIPJ010000014.1	JAUIPJ010000014.1_73	Wadjet__JetB_I	2259	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	JAUIPJ010000014.1_Wadjet_I_3	1	1	0.75	3.0	1	Wadjet__JetB_I	mandatory	236	4.5e-67	223.8	0.839	0.975	3	232		JAUIPJ010000014.1_Wadjet_2	Wadjet	Wadjet_I	Defense
JAUIPJ010000014.1	JAUIPJ010000014.1_75	Wadjet__JetC_I	2261	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	JAUIPJ010000014.1_Wadjet_I_3	1	1	0.75	3.0	1	Wadjet__JetC_I	mandatory	1339	0.0	1191.3	0.994	0.82	25	1122		JAUIPJ010000014.1_Wadjet_2	Wadjet	Wadjet_I	Defense
JAUIPJ010000015.1	JAUIPJ010000015.1_54	AbiV__AbiV	2325	defense-finder-models/DefenseFinder/AbiV/AbiV	JAUIPJ010000015.1_AbiV_9	1	1	1.0	1.0	1	AbiV__AbiV	mandatory	223	2.2e-11	41.9	0.647	0.587	16	146			AbiV	AbiV	Defense
JAUIPJ010000017.1	JAUIPJ010000017.1_76	DS-33__DS-33	2545	defense-finder-models/DefenseFinder/DS-33/DS-33	JAUIPJ010000017.1_DS-33_8	1	1	1.0	1.0	1	DS-33__DS-33	mandatory	322	1.6e-100	334.1	0.951	0.904	23	313			DS-33	DS-33	Defense
JAUIPJ010000018.1	JAUIPJ010000018.1_22	SoFic__SoFic	2579	defense-finder-models/DefenseFinder/SoFIC/SoFic	JAUIPJ010000018.1_SoFic_10	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	373	1.0999999999999999e-120	401.1	0.975	0.93	9	355			SoFIC	SoFic	Defense
JAUIPJ010000021.1	JAUIPJ010000021.1_2	SoFic__SoFic	2796	defense-finder-models/DefenseFinder/SoFIC/SoFic	JAUIPJ010000021.1_SoFic_7	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	228	7.3e-75	250.3	0.609	0.991	1	226			SoFIC	SoFic	Defense
JAUIPJ010000032.1	JAUIPJ010000032.1_42	Retron_XII__RT_12	3480	defense-finder-models/DefenseFinder/Retron/Retron_XII	JAUIPJ010000032.1_Retron_XII_1	1	1	1.0	1.0	1	Retron_XII__RT_12	mandatory	565	7.9e-181	600.1	0.974	0.977	9	560			Retron	Retron_XII	Defense
