hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
JAYIQQ010000001.1_139	JAYIQQ010000001.1	139	1027	RM__Type_I_REases_FAM_0.einsi_trimmed	2.1e-70	236.1	0.661	0.707	118	843
JAYIQQ010000001.1_139	JAYIQQ010000001.1	139	1027	RM__Type_I_REases_FAM_1.einsi_trimmed	0.0	1089.2	0.993	0.984	4	1014
JAYIQQ010000001.1_140	JAYIQQ010000001.1	140	440	RM__Type_I_S_02	5.7e-19	66.4	0.689	0.791	87	434
JAYIQQ010000001.1_140	JAYIQQ010000001.1	140	440	RM__Type_I_S_06	1.6e-22	78.0	0.645	0.85	61	434
JAYIQQ010000001.1_140	JAYIQQ010000001.1	140	440	RM__Type_I_S_03	4.9e-27	93.2	0.832	0.968	9	434
JAYIQQ010000001.1_140	JAYIQQ010000001.1	140	440	RM__Type_I_S_51	3.4999999999999997e-37	125.8	0.82	0.973	7	434
JAYIQQ010000001.1_140	JAYIQQ010000001.1	140	440	RM__Type_I_S_04	8.9e-54	181.3	0.748	0.97	8	434
JAYIQQ010000001.1_140	JAYIQQ010000001.1	140	440	RM__Type_I_S_52	9.9e-68	227.2	0.67	0.968	9	434
JAYIQQ010000001.1_142	JAYIQQ010000001.1	142	729	RM_Type_II__Type_II_MTases_FAM_33	8.8e-27	92.0	0.44	0.355	165	423
JAYIQQ010000001.1_142	JAYIQQ010000001.1	142	729	PrrC__EcoprrI	1e-46	158.4	0.961	0.789	1	575
JAYIQQ010000001.1_142	JAYIQQ010000001.1	142	729	RM__Type_I_MTases_FAM_0	3.7e-76	255.0	0.93	0.727	1	530
JAYIQQ010000001.1_142	JAYIQQ010000001.1	142	729	RM__Type_I_MTases_FAM_3	1.5000000000000002e-256	850.7	0.995	0.995	2	726
JAYIQQ010000002.1_27	JAYIQQ010000002.1	242	503	RM_Type_II__Type_II_MTases_FAM_29	8.2e-06	22.6	0.418	0.487	165	409
JAYIQQ010000002.1_27	JAYIQQ010000002.1	242	503	RM_Type_II__Type_II_MTases_FAM_14	1.7e-12	44.5	0.433	0.481	176	417
JAYIQQ010000002.1_27	JAYIQQ010000002.1	242	503	RM_Type_II__Type_II_MTases_FAM_13	2.2e-14	50.9	0.413	0.483	158	400
JAYIQQ010000002.1_27	JAYIQQ010000002.1	242	503	RM_Type_II__Type_II_MTases_FAM_6	2.1e-16	57.6	0.441	0.487	177	421
JAYIQQ010000002.1_27	JAYIQQ010000002.1	242	503	RM_Type_II__Type_II_MTases_FAM_33	2.3e-38	130.2	0.451	0.477	159	398
JAYIQQ010000002.1_27	JAYIQQ010000002.1	242	503	RM__Type_I_MTases_FAM_1	6e-57	191.2	0.751	0.726	132	496
JAYIQQ010000002.1_27	JAYIQQ010000002.1	242	503	RM__Type_I_MTases_FAM_3	2.8e-59	198.9	0.68	0.849	10	436
JAYIQQ010000002.1_27	JAYIQQ010000002.1	242	503	PrrC__EcoprrI	1.2e-96	323.0	0.954	0.982	7	500
JAYIQQ010000002.1_27	JAYIQQ010000002.1	242	503	RM__Type_I_MTases_FAM_0	3.9e-168	558.4	0.992	0.99	4	501
JAYIQQ010000002.1_29	JAYIQQ010000002.1	244	407	RM__Type_I_S_02	1.4e-18	65.1	0.418	0.459	207	393
JAYIQQ010000002.1_29	JAYIQQ010000002.1	244	407	RM__Type_I_S_06	8.3e-34	115.3	0.695	0.939	18	399
JAYIQQ010000002.1_29	JAYIQQ010000002.1	244	407	RM__Type_I_S_04	2e-45	153.8	0.557	0.7	117	401
JAYIQQ010000002.1_29	JAYIQQ010000002.1	244	407	RM__Type_I_S_51	2.7e-81	271.4	0.78	0.966	12	404
JAYIQQ010000002.1_30	JAYIQQ010000002.1	245	1097	RM__Type_I_REases_FAM_0.einsi_trimmed	1e-230	766.8	0.981	0.965	10	1068
