replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
JAYIRC010000003.1	JAYIRC010000003.1_26	RM__Type_I_REases_FAM_0.einsi_trimmed	722	defense-finder-models/RM/RM/RM_Type_I	JAYIRC010000003.1_RM_Type_I_15	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1097	8.299999999999999e-230	763.8	0.98	0.964	10	1067		JAYIRC010000003.1_PrrC_14	RM	RM_Type_I	Defense
JAYIRC010000003.1	JAYIRC010000003.1_27	RM__Type_I_S_51	723	defense-finder-models/RM/RM/RM_Type_I	JAYIRC010000003.1_RM_Type_I_15	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	416	8.5e-70	233.4	0.836	0.99	2	413		JAYIRC010000003.1_PrrC_14	RM	RM_Type_I	Defense
JAYIRC010000003.1	JAYIRC010000003.1_29	RM__Type_I_MTases_FAM_0	725	defense-finder-models/RM/RM/RM_Type_I	JAYIRC010000003.1_RM_Type_I_15	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	503	2.8000000000000002e-167	555.6	0.992	0.99	4	501		JAYIRC010000003.1_PrrC_14	RM	RM_Type_I	Defense
JAYIRC010000005.1	JAYIRC010000005.1_68	DS-1__DS-1A	1285	defense-finder-models/DefenseFinder/DS-1/DS-1	JAYIRC010000005.1_DS-1_9	1	1	1.0	2.0	1	DS-1__DS-1A	mandatory	272	1.2e-29	101.3	0.655	0.945	13	269			DS-1	DS-1	Defense
JAYIRC010000005.1	JAYIRC010000005.1_69	DS-1__DS-1B	1286	defense-finder-models/DefenseFinder/DS-1/DS-1	JAYIRC010000005.1_DS-1_9	1	1	1.0	2.0	1	DS-1__DS-1B	mandatory	426	6.099999999999999e-75	250.7	0.968	0.941	1	401			DS-1	DS-1	Defense
JAYIRC010000005.1	JAYIRC010000005.1_87	RM_Type_III__Type_III_MTases_FAM_0	1304	defense-finder-models/RM/RM/RM_Type_III	JAYIRC010000005.1_RM_Type_III_13	1	1	1.0	2.0	1	RM_Type_III__Type_III_MTases_FAM_0	mandatory	506	2.3e-122	408.0	0.696	0.775	2	393			RM	RM_Type_III	Defense
JAYIRC010000005.1	JAYIRC010000005.1_88	RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed	1305	defense-finder-models/RM/RM/RM_Type_III	JAYIRC010000005.1_RM_Type_III_13	1	1	1.0	2.0	1	RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed	mandatory	883	5e-112	373.6	0.931	0.939	51	879			RM	RM_Type_III	Defense
JAYIRC010000007.1	JAYIRC010000007.1_46	pAgo__SIR2APAZ	1639	defense-finder-models/DefenseFinder/pAgo/pAgo_S1B	JAYIRC010000007.1_pAgo_S1B_5	1	1	1.0	1.5	1	pAgo__SIR2APAZ	accessory	623	8.3e-205	679.5	0.997	0.978	6	614			pAgo	pAgo_S1B	Defense
JAYIRC010000007.1	JAYIRC010000007.1_47	pAgo__pAgo_S1B	1640	defense-finder-models/DefenseFinder/pAgo/pAgo_S1B	JAYIRC010000007.1_pAgo_S1B_5	1	1	1.0	1.5	1	pAgo__pAgo_S1B	mandatory	483	8.5e-196	649.1	0.994	0.99	5	482			pAgo	pAgo_S1B	Defense
JAYIRC010000013.1	JAYIRC010000013.1_65	RM__Type_I_REases_FAM_1.einsi_trimmed	2313	defense-finder-models/RM/RM/RM_Type_I	JAYIRC010000013.1_RM_Type_I_17	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1028	0.0	1101.4	0.993	0.984	4	1015		JAYIRC010000013.1_PrrC_16	RM	RM_Type_I	Defense
JAYIRC010000013.1	JAYIRC010000013.1_66	RM__Type_I_S_52	2314	defense-finder-models/RM/RM/RM_Type_I	JAYIRC010000013.1_RM_Type_I_17	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	439	4e-79	264.8	0.67	0.968	9	433		JAYIRC010000013.1_PrrC_16	RM	RM_Type_I	Defense
JAYIRC010000013.1	JAYIRC010000013.1_68	RM__Type_I_MTases_FAM_3	2316	defense-finder-models/RM/RM/RM_Type_I	JAYIRC010000013.1_RM_Type_I_17	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	729	4.3000000000000005e-258	855.9	0.995	0.995	2	726		JAYIRC010000013.1_PrrC_16	RM	RM_Type_I	Defense
JAYIRC010000014.1	JAYIRC010000014.1_46	AbiV__AbiV	2379	defense-finder-models/DefenseFinder/AbiV/AbiV	JAYIRC010000014.1_AbiV_7	1	1	1.0	1.0	1	AbiV__AbiV	mandatory	223	2.2e-11	41.9	0.647	0.587	16	146			AbiV	AbiV	Defense
JAYIRC010000021.1	JAYIRC010000021.1_67	SoFic__SoFic	3016	defense-finder-models/DefenseFinder/SoFIC/SoFic	JAYIRC010000021.1_SoFic_8	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	228	7.3e-75	250.3	0.609	0.991	1	226			SoFIC	SoFic	Defense
