hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
JAYIMH010000001.1_132	JAYIMH010000001.1	132	521	DISARM__drmC	6.6e-15	53.3	0.494	0.269	329	468
JAYIMH010000001.1_157	JAYIMH010000001.1	157	432	RM_Type_IV__Type_IV_01	1.3e-49	168.2	0.667	0.801	39	384
JAYIMH010000001.1_157	JAYIMH010000001.1	157	432	RM_Type_IV__FAM_2	9.4e-56	187.2	0.886	0.891	1	385
JAYIMH010000001.1_158	JAYIMH010000001.1	158	843	RM_Type_IV__FAM_1	6.9e-84	280.9	0.513	0.579	298	785
JAYIMH010000001.1_194	JAYIMH010000001.1	194	414	Dnd__DndA	9.1e-35	118.3	0.865	0.821	33	372
JAYIMH010000001.1_330	JAYIMH010000001.1	330	503	RM_Type_II__Type_II_MTases_FAM_29	2.5e-06	24.3	0.418	0.487	165	409
JAYIMH010000001.1_330	JAYIMH010000001.1	330	503	RM_Type_II__Type_II_MTases_FAM_14	4.6e-13	46.4	0.433	0.481	176	417
JAYIMH010000001.1_330	JAYIMH010000001.1	330	503	RM_Type_II__Type_II_MTases_FAM_13	4.7e-14	49.8	0.413	0.483	158	400
JAYIMH010000001.1_330	JAYIMH010000001.1	330	503	RM_Type_II__Type_II_MTases_FAM_6	1.1e-16	58.6	0.441	0.487	177	421
JAYIMH010000001.1_330	JAYIMH010000001.1	330	503	RM_Type_II__Type_II_MTases_FAM_33	1e-38	131.4	0.451	0.477	159	398
JAYIMH010000001.1_330	JAYIMH010000001.1	330	503	RM__Type_I_MTases_FAM_1	7.100000000000001e-57	191.0	0.747	0.722	132	494
JAYIMH010000001.1_330	JAYIMH010000001.1	330	503	RM__Type_I_MTases_FAM_3	1.1e-59	200.3	0.68	0.849	10	436
JAYIMH010000001.1_330	JAYIMH010000001.1	330	503	PrrC__EcoprrI	1.5e-96	322.6	0.954	0.982	7	500
JAYIMH010000001.1_330	JAYIMH010000001.1	330	503	RM__Type_I_MTases_FAM_0	2.9e-167	555.6	0.992	0.99	4	501
JAYIMH010000001.1_332	JAYIMH010000001.1	332	416	RM__Type_I_S_02	6.3e-39	132.2	0.715	0.769	85	404
JAYIMH010000001.1_332	JAYIMH010000001.1	332	416	RM__Type_I_S_03	4.3e-47	159.4	0.859	0.99	2	413
JAYIMH010000001.1_332	JAYIMH010000001.1	332	416	RM__Type_I_S_52	2.4e-50	169.9	0.68	0.988	2	412
JAYIMH010000001.1_332	JAYIMH010000001.1	332	416	RM__Type_I_S_04	2.2e-58	196.5	0.754	0.986	2	411
JAYIMH010000001.1_332	JAYIMH010000001.1	332	416	RM__Type_I_S_51	8.8e-70	233.4	0.836	0.99	2	413
JAYIMH010000001.1_333	JAYIMH010000001.1	333	1097	RM__Type_I_REases_FAM_0.einsi_trimmed	2.7e-229	762.1	0.98	0.964	10	1067
JAYIMH010000002.1_79	JAYIMH010000002.1	424	373	SoFic__SoFic	1.1e-120	401.1	0.975	0.93	9	355
JAYIMH010000002.1_177	JAYIMH010000002.1	522	831	BREX__brxHI	7.1e-51	171.3	0.854	0.762	23	655
JAYIMH010000002.1_177	JAYIMH010000002.1	522	831	Shango__SngC	1.3e-63	213.7	0.869	0.771	16	656
JAYIMH010000002.1_219	JAYIMH010000002.1	564	761	Dodola__DolB	1.3000000000000001e-20	71.8	0.488	0.252	430	621
JAYIMH010000002.1_241	JAYIMH010000002.1	586	398	CBASS__AG_E1_ThiF	7.000000000000001e-71	236.4	0.996	0.601	137	375
JAYIMH010000003.1_181	JAYIMH010000003.1	805	195	DEDDh_I_II_III_IV_V_VI_1	3e-11	41.7	0.956	0.805	12	168
JAYIMH010000003.1_234	JAYIMH010000003.1	858	155	Veles__VlsC1	2.1e-34	116.7	0.959	0.974	2	152
JAYIMH010000003.1_234	JAYIMH010000003.1	858	155	Veles__VlsC2	8.9e-35	117.9	0.953	0.961	3	151
JAYIMH010000004.1_114	JAYIMH010000004.1	993	245	Zorya_III__ZorG3	6.7e-91	302.5	0.892	0.992	1	243
JAYIMH010000004.1_116	JAYIMH010000004.1	995	216	Zorya__ZorB	3.3e-14	50.8	0.8	0.889	10	201
JAYIMH010000004.1_117	JAYIMH010000004.1	996	238	Zorya_III__ZorF3	9.799999999999999e-73	243.0	0.827	0.975	1	232
JAYIMH010000004.1_149	JAYIMH010000004.1	1028	379	PsyrTA__PsyrA	1.3999999999999998e-29	101.3	0.746	0.778	75	369
JAYIMH010000004.1_149	JAYIMH010000004.1	1028	379	ShosTA__ShosA	3e-57	192.0	0.68	0.538	81	284
JAYIMH010000004.1_221	JAYIMH010000004.1	1100	583	UG6__DnaG	2.0000000000000003e-34	117.1	0.817	0.492	34	320
JAYIMH010000005.1_100	JAYIMH010000005.1	1215	322	WYL_I_II_III_IV_V_VI_4	1.1e-39	134.3	0.965	0.528	144	313
JAYIMH010000005.1_100	JAYIMH010000005.1	1215	322	WYL_I_II_III_IV_V_VI_1	2.2999999999999997e-67	225.7	0.984	0.994	1	320
JAYIMH010000005.1_165	JAYIMH010000005.1	1280	427	RM_Type_II__Type_II_REase25	2.5e-27	94.6	0.95	0.986	5	425
JAYIMH010000006.1_12	JAYIMH010000006.1	1292	308	Brig1__ADP_ribosyl	3.1000000000000003e-58	195.8	0.439	0.935	5	292
JAYIMH010000006.1_30	JAYIMH010000006.1	1310	601	PsyrTA__PsyrT	3.6e-90	301.0	0.517	0.576	4	349
