hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
1_114	1	114	1028	RM__Type_I_REases_FAM_0.einsi_trimmed	9.2e-73	243.9	0.662	0.708	118	845
1_114	1	114	1028	RM__Type_I_REases_FAM_1.einsi_trimmed	0.0	1102.2	0.993	0.984	4	1015
1_115	1	115	439	RM__Type_I_S_06	3.4e-25	86.8	0.58	0.774	61	400
1_115	1	115	439	RM__Type_I_S_03	2.1000000000000002e-32	110.9	0.832	0.968	9	433
1_115	1	115	439	RM__Type_I_S_51	1.9999999999999997e-51	172.7	0.82	0.973	7	433
1_115	1	115	439	RM__Type_I_S_04	5.7e-63	211.6	0.748	0.97	8	433
1_115	1	115	439	RM__Type_I_S_52	4e-79	264.8	0.67	0.968	9	433
1_117	1	117	729	RM_Type_II__Type_II_MTases_FAM_33	4.6999999999999996e-27	92.8	0.438	0.354	166	423
1_117	1	117	729	PrrC__EcoprrI	1.4000000000000001e-46	157.9	0.961	0.789	1	575
1_117	1	117	729	RM__Type_I_MTases_FAM_0	7.6e-76	253.9	0.93	0.727	1	530
1_117	1	117	729	RM__Type_I_MTases_FAM_3	1.0000000000000001e-256	851.3	0.995	0.995	2	726
1_190	1	190	246	DEDDh_I_II_III_IV_V_VI_1	1.2e-35	120.9	0.994	0.663	4	166
1_197	1	197	824	Dodola__DolB	1.3e-10	38.8	0.408	0.201	311	476
1_518	1	518	411	HEC-01__HEC-01B	7.3e-107	355.6	0.982	0.985	4	408
1_547	1	547	368	Veles__VlsB1	9.599999999999999e-105	348.6	0.951	0.957	15	366
1_547	1	547	368	Veles__VlsB2	5.6e-105	349.4	0.923	0.954	16	366
2_92	2	642	382	Dpd__DpdA	4.2e-08	30.2	0.52	0.545	141	348
2_144	2	694	340	WYL_I_II_III_IV_V_VI_4	7.3e-25	85.9	0.977	0.497	143	311
2_144	2	694	340	WYL_I_II_III_IV_V_VI_1	4.9e-49	165.4	0.974	0.918	4	315
2_153	2	703	1465	Shango__SngC	1.0000000000000001e-65	220.6	0.732	0.366	25	560
2_153	2	703	1465	BREX__brxHI	9.2e-70	233.7	0.733	0.377	24	576
2_302	2	852	195	DEDDh_I_II_III_IV_V_VI_1	2.9e-11	41.7	0.956	0.805	12	168
2_349	2	899	155	Veles__VlsC1	2.0000000000000003e-34	116.7	0.959	0.974	2	152
2_349	2	899	155	Veles__VlsC2	9e-35	117.8	0.953	0.961	3	151
3_74	3	979	251	Retron_VII_2__DUF3800	6.1e-10	37.6	0.972	0.817	8	212
3_115	3	1020	928	UG9__DNA_pol	5.600000000000001e-31	105.9	0.669	0.401	524	895
3_121	3	1026	729	Gabija__GajB_1	1.3e-34	117.8	0.916	0.829	18	621
3_121	3	1026	729	UG35__UvrD	5.8e-77	257.4	0.532	0.595	9	442
3_121	3	1026	729	Gabija__GajB_2	1.4e-102	342.0	0.77	0.87	9	642
3_123	3	1028	475	DISARM__drmC	7.5e-17	59.6	0.57	0.299	296	437
3_238	3	1143	659	Gabija__GajB_3	2.4e-16	57.8	0.657	0.413	20	291
3_238	3	1143	659	UG35__UvrD	1.2e-83	279.5	0.515	0.634	4	421
3_238	3	1143	659	Gabija__GajB_2	3.1e-97	324.4	0.775	0.962	4	637
4_78	4	1221	383	SoFic__SoFic	5.4e-123	408.7	0.961	0.901	18	362
4_79	4	1222	544	RM_Type_II__Type_II_MTases_FAM_8	1.6e-06	25.4	0.413	0.386	168	377
4_79	4	1222	544	RM_Type_II__Type_II_MTases_FAM_1	2.6e-14	51.3	0.538	0.279	70	221
4_79	4	1222	544	RM_Type_II__Type_II_MTases_FAM_3	1.8999999999999998e-23	81.2	0.84	0.599	63	388
4_79	4	1222	544	RM_Type_II__Type_II_MTases_FAM_37	2.6000000000000003e-42	143.1	0.724	0.574	65	376
4_79	4	1222	544	RM_Type_III__Type_III_MTases_FAM_0	1.1e-130	435.4	0.717	0.785	11	437
4_156	4	1299	326	DISARM__drmC	2e-15	54.9	0.536	0.417	190	325
4_165	4	1308	269	Gao_Qat__QatD	1.9e-15	54.8	0.772	0.747	16	216
4_185	4	1328	307	Abi2__Abi_2	1.4000000000000001e-46	157.0	0.994	0.625	33	224
4_185	4	1328	307	AbiD__AbiD	8.1e-75	250.0	0.929	0.987	1	303
6_2	6	1609	1066	Zorya_TypeI__ZorD	8.699999999999999e-249	826.4	0.963	0.964	32	1059
6_3	6	1610	540	Zorya_TypeI__ZorC	6e-37	125.6	0.692	0.693	156	529
6_4	6	1611	239	Zorya__ZorB	1.1e-55	186.7	0.962	0.958	9	237
6_5	6	1612	630	Zorya__ZorA	1e-70	237.2	0.914	0.959	14	617
6_18	6	1625	242	Zorya__ZorB	1.7e-11	41.8	0.562	0.558	93	227
6_28	6	1635	256	Gao_Qat__QatD	4.6e-17	60.1	0.953	0.973	2	250
6_29	6	1636	277	CBASS__AG_E1_ThiF	6.9e-35	118.5	0.582	0.516	20	162
6_164	6	1771	831	BREX__brxHI	6.8e-51	171.3	0.854	0.762	23	655
6_164	6	1771	831	Shango__SngC	1.2e-63	213.7	0.869	0.771	16	656
7_5	7	1809	503	RM_Type_II__Type_II_MTases_FAM_29	1.7e-06	24.8	0.418	0.487	165	409
7_5	7	1809	503	RM_Type_II__Type_II_MTases_FAM_14	2.3e-13	47.3	0.435	0.483	176	418
7_5	7	1809	503	RM_Type_II__Type_II_MTases_FAM_13	3.6e-14	50.1	0.412	0.481	158	399
7_5	7	1809	503	RM_Type_II__Type_II_MTases_FAM_6	9e-17	58.8	0.443	0.489	177	422
7_5	7	1809	503	RM_Type_II__Type_II_MTases_FAM_33	5.7e-39	132.2	0.451	0.477	159	398
7_5	7	1809	503	RM__Type_I_MTases_FAM_1	5.700000000000001e-57	191.2	0.747	0.722	132	494
7_5	7	1809	503	RM__Type_I_MTases_FAM_3	3.5e-59	198.6	0.68	0.849	10	436
7_5	7	1809	503	PrrC__EcoprrI	1.5e-95	319.3	0.954	0.982	7	500
7_5	7	1809	503	RM__Type_I_MTases_FAM_0	1.1e-166	553.7	0.992	0.99	4	501
7_8	7	1812	405	RM__Type_I_S_03	6.100000000000001e-32	109.4	0.859	0.99	2	402
7_8	7	1812	405	RM__Type_I_S_02	2.9e-38	130.0	0.87	0.96	5	393
7_8	7	1812	405	RM__Type_I_S_52	1.3000000000000002e-42	144.3	0.68	0.988	2	401
7_8	7	1812	405	RM__Type_I_S_04	5.7999999999999996e-52	175.3	0.761	0.983	2	399
7_8	7	1812	405	RM__Type_I_S_51	9.8e-63	210.1	0.836	0.99	2	402
