sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAYIRA010000001.1_RM_Type_I_12	RM	RM_Type_I	Defense	JAYIRA010000001.1_166	JAYIRA010000001.1_169	JAYIRA010000001.1_166,JAYIRA010000001.1_167,JAYIRA010000001.1_169	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JAYIRA010000003.1_RM_Type_IV_13	RM	RM_Type_IV	Defense	JAYIRA010000003.1_36	JAYIRA010000003.1_37	JAYIRA010000003.1_36,JAYIRA010000003.1_37	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
JAYIRA010000010.1_AbiD_1	AbiD	AbiD	Defense	JAYIRA010000010.1_12	JAYIRA010000010.1_12	JAYIRA010000010.1_12	1	AbiD__AbiD
JAYIRA010000010.1_SoFic_2	SoFIC	SoFic	Defense	JAYIRA010000010.1_121	JAYIRA010000010.1_121	JAYIRA010000010.1_121	1	SoFic__SoFic
JAYIRA010000011.1_6A_MBL_5	6A_MBL	6A_MBL	Defense	JAYIRA010000011.1_68	JAYIRA010000011.1_69	JAYIRA010000011.1_68,JAYIRA010000011.1_69	2	6A_MBL__MblB,6A_MBL__cap2_3
JAYIRA010000011.1_Gao_TerY_6	Gao_TerY	Gao_TerY	Defense	JAYIRA010000011.1_99	JAYIRA010000011.1_101	JAYIRA010000011.1_99,JAYIRA010000011.1_100,JAYIRA010000011.1_101	3	Gao_TerY__TerYA,Gao_TerY__TerYB,Gao_TerY__TerYC
JAYIRA010000023.1_Zorya_TypeIII_7	Zorya	Zorya_TypeIII	Defense	JAYIRA010000023.1_15	JAYIRA010000023.1_18	JAYIRA010000023.1_15,JAYIRA010000023.1_16,JAYIRA010000023.1_18	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JAYIRA010000027.1_Wadjet_I_4	Wadjet	Wadjet_I	Defense	JAYIRA010000027.1_10	JAYIRA010000027.1_13	JAYIRA010000027.1_10,JAYIRA010000027.1_12,JAYIRA010000027.1_13	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JAYIRA010000033.1_DS-20_10	DS-20	DS-20	Defense	JAYIRA010000033.1_38	JAYIRA010000033.1_38	JAYIRA010000033.1_38	1	DS-20__DS-20
JAYIRA010000036.1_Retron_XII_9	Retron	Retron_XII	Defense	JAYIRA010000036.1_42	JAYIRA010000036.1_42	JAYIRA010000036.1_42	1	Retron_XII__RT_12
JAYIRA010000047.1_Gao_Ppl_8	Gao_Ppl	Gao_Ppl	Defense	JAYIRA010000047.1_6	JAYIRA010000047.1_6	JAYIRA010000047.1_6	1	Gao_Ppl__PplA
