replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
JAYIUR010000001.1	JAYIUR010000001.1_507	Zorya_III__ZorG3	507	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JAYIUR010000001.1_Zorya_TypeIII_5	1	1	0.75	3.0	1	Zorya_III__ZorG3	mandatory	245	6.5e-91	302.5	0.892	0.992	1	243			Zorya	Zorya_TypeIII	Defense
JAYIUR010000001.1	JAYIUR010000001.1_509	Zorya__ZorB	509	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JAYIUR010000001.1_Zorya_TypeIII_5	1	1	0.75	3.0	1	Zorya__ZorB	mandatory	216	3.2e-14	50.8	0.8	0.889	10	201			Zorya	Zorya_TypeIII	Defense
JAYIUR010000001.1	JAYIUR010000001.1_510	Zorya_III__ZorF3	510	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JAYIUR010000001.1_Zorya_TypeIII_5	1	1	0.75	3.0	1	Zorya_III__ZorF3	mandatory	238	9.5e-73	243.0	0.827	0.975	1	232			Zorya	Zorya_TypeIII	Defense
JAYIUR010000002.1	JAYIUR010000002.1_164	RM_Type_IV__FAM_1	691	defense-finder-models/RM/RM/RM_Type_IV	JAYIUR010000002.1_RM_Type_IV_20	1	1	0.333	2.0	1	RM_Type_IV__FAM_1	mandatory	843	7.1e-84	280.8	0.513	0.579	298	785			RM	RM_Type_IV	Defense
JAYIUR010000002.1	JAYIUR010000002.1_165	RM_Type_IV__FAM_2	692	defense-finder-models/RM/RM/RM_Type_IV	JAYIUR010000002.1_RM_Type_IV_20	1	1	0.333	2.0	1	RM_Type_IV__FAM_2	mandatory	432	2e-55	186.1	0.886	0.891	1	385			RM	RM_Type_IV	Defense
JAYIUR010000005.1	JAYIUR010000005.1_6	RM__Type_I_MTases_FAM_0	1254	defense-finder-models/RM/RM/RM_Type_I	JAYIUR010000005.1_RM_Type_I_17	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	503	2.8000000000000002e-167	555.6	0.992	0.99	4	501		JAYIUR010000005.1_PrrC_16	RM	RM_Type_I	Defense
JAYIUR010000005.1	JAYIUR010000005.1_8	RM__Type_I_S_51	1256	defense-finder-models/RM/RM/RM_Type_I	JAYIUR010000005.1_RM_Type_I_17	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	416	8.6e-70	233.4	0.836	0.99	2	413		JAYIUR010000005.1_PrrC_16	RM	RM_Type_I	Defense
JAYIUR010000005.1	JAYIUR010000005.1_9	RM__Type_I_REases_FAM_0.einsi_trimmed	1257	defense-finder-models/RM/RM/RM_Type_I	JAYIUR010000005.1_RM_Type_I_17	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1097	3e-229	761.9	0.98	0.964	10	1067		JAYIUR010000005.1_PrrC_16	RM	RM_Type_I	Defense
JAYIUR010000009.1	JAYIUR010000009.1_65	SoFic__SoFic	1938	defense-finder-models/DefenseFinder/SoFIC/SoFic	JAYIUR010000009.1_SoFic_12	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	383	5e-109	362.7	0.983	0.953	17	381			SoFIC	SoFic	Defense
JAYIUR010000011.1	JAYIUR010000011.1_122	Gao_Ppl__PplA	2252	defense-finder-models/DefenseFinder/Gao_Ppl/Gao_Ppl	JAYIUR010000011.1_Gao_Ppl_6	1	1	1.0	1.0	1	Gao_Ppl__PplA	mandatory	943	2.9e-125	417.1	0.997	0.989	6	938			Gao_Ppl	Gao_Ppl	Defense
JAYIUR010000015.1	JAYIUR010000015.1_95	Erebus__EruA	2739	defense-finder-models/DefenseFinder/Erebus/Erebus	JAYIUR010000015.1_Erebus_11	1	1	1.0	1.0	1	Erebus__EruA	mandatory	1322	0.0	1060.2	0.977	0.984	5	1305			Erebus	Erebus	Defense
JAYIUR010000016.1	JAYIUR010000016.1_97	AbiD__AbiD	2843	defense-finder-models/DefenseFinder/AbiD/AbiD	JAYIUR010000016.1_AbiD_9	1	1	1.0	1.0	1	AbiD__AbiD	mandatory	307	8.3e-75	250.0	0.929	0.987	1	303			AbiD	AbiD	Defense
