sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAUINX010000002.1_RM_Type_I_14	RM	RM_Type_I	Defense	JAUINX010000002.1_259	JAUINX010000002.1_262	JAUINX010000002.1_259,JAUINX010000002.1_261,JAUINX010000002.1_262	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JAUINX010000007.1_pAgo_S1B_2	pAgo	pAgo_S1B	Defense	JAUINX010000007.1_92	JAUINX010000007.1_93	JAUINX010000007.1_92,JAUINX010000007.1_93	2	pAgo__SIR2APAZ,pAgo__pAgo_S1B
JAUINX010000009.1_DS-33_3	DS-33	DS-33	Defense	JAUINX010000009.1_6	JAUINX010000009.1_6	JAUINX010000009.1_6	1	DS-33__DS-33
JAUINX010000015.1_Wadjet_I_6	Wadjet	Wadjet_I	Defense	JAUINX010000015.1_74	JAUINX010000015.1_78	JAUINX010000015.1_74,JAUINX010000015.1_75,JAUINX010000015.1_78	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JAUINX010000021.1_RM_Type_I_16	RM	RM_Type_I	Defense	JAUINX010000021.1_19	JAUINX010000021.1_22	JAUINX010000021.1_19,JAUINX010000021.1_21,JAUINX010000021.1_22	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
JAUINX010000022.1_SoFic_8	SoFIC	SoFic	Defense	JAUINX010000022.1_22	JAUINX010000022.1_22	JAUINX010000022.1_22	1	SoFic__SoFic
JAUINX010000030.1_AbiV_12	AbiV	AbiV	Defense	JAUINX010000030.1_44	JAUINX010000030.1_44	JAUINX010000030.1_44	1	AbiV__AbiV
JAUINX010000031.1_Retron_XII_1	Retron	Retron_XII	Defense	JAUINX010000031.1_2	JAUINX010000031.1_2	JAUINX010000031.1_2	1	Retron_XII__RT_12
JAUINX010000033.1_RloC_7	RloC	RloC	Defense	JAUINX010000033.1_40	JAUINX010000033.1_40	JAUINX010000033.1_40	1	RloC__RloC
JAUINX010000040.1_Gabija_4	Gabija	Gabija	Defense	JAUINX010000040.1_10	JAUINX010000040.1_11	JAUINX010000040.1_10,JAUINX010000040.1_11	2	Gabija__GajA,Gabija__GajB_2
JAUINX010000044.1_SoFic_9	SoFIC	SoFic	Defense	JAUINX010000044.1_27	JAUINX010000044.1_27	JAUINX010000044.1_27	1	SoFic__SoFic
JAUINX010000049.1_Gao_Ppl_11	Gao_Ppl	Gao_Ppl	Defense	JAUINX010000049.1_6	JAUINX010000049.1_6	JAUINX010000049.1_6	1	Gao_Ppl__PplA
JAUINX010000050.1_Zorya_TypeIII_10	Zorya	Zorya_TypeIII	Defense	JAUINX010000050.1_15	JAUINX010000050.1_18	JAUINX010000050.1_15,JAUINX010000050.1_16,JAUINX010000050.1_18	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JAUINX010000063.1_RM_Type_IIG_17	RM	RM_Type_IIG	Defense	JAUINX010000063.1_1	JAUINX010000063.1_1	JAUINX010000063.1_1	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed
