sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAYIQS010000001.1_RM_Type_I_19	RM	RM_Type_I	Defense	JAYIQS010000001.1_264	JAYIQS010000001.1_267	JAYIQS010000001.1_264,JAYIQS010000001.1_266,JAYIQS010000001.1_267	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JAYIQS010000005.1_SoFic_15	SoFIC	SoFic	Defense	JAYIQS010000005.1_92	JAYIQS010000005.1_92	JAYIQS010000005.1_92	1	SoFic__SoFic
JAYIQS010000013.1_Zorya_TypeIII_2	Zorya	Zorya_TypeIII	Defense	JAYIQS010000013.1_21	JAYIQS010000013.1_24	JAYIQS010000013.1_21,JAYIQS010000013.1_22,JAYIQS010000013.1_24	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JAYIQS010000014.1_RM_Type_I_17	RM	RM_Type_I	Defense	JAYIQS010000014.1_65	JAYIQS010000014.1_68	JAYIQS010000014.1_65,JAYIQS010000014.1_66,JAYIQS010000014.1_68	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
JAYIQS010000015.1_AbiD_7	AbiD	AbiD	Defense	JAYIQS010000015.1_32	JAYIQS010000015.1_32	JAYIQS010000015.1_32	1	AbiD__AbiD
JAYIQS010000015.1_AbiV_8	AbiV	AbiV	Defense	JAYIQS010000015.1_49	JAYIQS010000015.1_49	JAYIQS010000015.1_49	1	AbiV__AbiV
JAYIQS010000025.1_DS-33_14	DS-33	DS-33	Defense	JAYIQS010000025.1_65	JAYIQS010000025.1_65	JAYIQS010000025.1_65	1	DS-33__DS-33
JAYIQS010000027.1_SoFic_12	SoFIC	SoFic	Defense	JAYIQS010000027.1_1	JAYIQS010000027.1_1	JAYIQS010000027.1_1	1	SoFic__SoFic
JAYIQS010000033.1_pAgo_S1B_9	pAgo	pAgo_S1B	Defense	JAYIQS010000033.1_45	JAYIQS010000033.1_46	JAYIQS010000033.1_45,JAYIQS010000033.1_46	2	pAgo__SIR2APAZ,pAgo__pAgo_S1B
JAYIQS010000038.1_Wadjet_I_11	Wadjet	Wadjet_I	Defense	JAYIQS010000038.1_10	JAYIQS010000038.1_13	JAYIQS010000038.1_10,JAYIQS010000038.1_12,JAYIQS010000038.1_13	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JAYIQS010000039.1_Retron_XII_1	Retron	Retron_XII	Defense	JAYIQS010000039.1_2	JAYIQS010000039.1_2	JAYIQS010000039.1_2	1	Retron_XII__RT_12
JAYIQS010000044.1_PD-T7-1_6	PD-T7-1	PD-T7-1	Defense	JAYIQS010000044.1_6	JAYIQS010000044.1_6	JAYIQS010000044.1_6	1	PD-T7-1__PD-T7-1
JAYIQS010000044.1_ISG15-like_5	ISG15-like	ISG15-like	Defense	JAYIQS010000044.1_13	JAYIQS010000044.1_16	JAYIQS010000044.1_13,JAYIQS010000044.1_14,JAYIQS010000044.1_15,JAYIQS010000044.1_16	4	ISG15-like__BilA,ISG15-like__BilB,ISG15-like__BilC,ISG15-like__BilD
JAYIQS010000044.1_CBASS_I_4	CBASS	CBASS_I	Defense	JAYIQS010000044.1_22	JAYIQS010000044.1_23	JAYIQS010000044.1_22,JAYIQS010000044.1_23	2	CBASS__Cyclase_new,CBASS__Effector_2TM_S_2TMBeta
JAYIQS010000056.1_Gao_Ppl_13	Gao_Ppl	Gao_Ppl	Defense	JAYIQS010000056.1_1	JAYIQS010000056.1_1	JAYIQS010000056.1_1	1	Gao_Ppl__PplA
JAYIQS010000057.1_RM_Type_IIG_20	RM	RM_Type_IIG	Defense	JAYIQS010000057.1_1	JAYIQS010000057.1_1	JAYIQS010000057.1_1	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed
