hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
JAYIUX010000001.1_2	JAYIUX010000001.1	2	1097	RM__Type_I_REases_FAM_0.einsi_trimmed	1.5999999999999999e-229	762.9	0.98	0.964	10	1067
JAYIUX010000001.1_3	JAYIUX010000001.1	3	416	RM__Type_I_S_02	6.1e-39	132.2	0.715	0.769	85	404
JAYIUX010000001.1_3	JAYIUX010000001.1	3	416	RM__Type_I_S_03	4.1999999999999996e-47	159.4	0.859	0.99	2	413
JAYIUX010000001.1_3	JAYIUX010000001.1	3	416	RM__Type_I_S_52	2.3e-50	169.9	0.68	0.988	2	412
JAYIUX010000001.1_3	JAYIUX010000001.1	3	416	RM__Type_I_S_04	2.1000000000000002e-58	196.5	0.754	0.986	2	411
JAYIUX010000001.1_3	JAYIUX010000001.1	3	416	RM__Type_I_S_51	8.6e-70	233.4	0.836	0.99	2	413
JAYIUX010000001.1_5	JAYIUX010000001.1	5	503	RM_Type_II__Type_II_MTases_FAM_29	2.4e-06	24.3	0.418	0.487	165	409
JAYIUX010000001.1_5	JAYIUX010000001.1	5	503	RM_Type_II__Type_II_MTases_FAM_14	4.5e-13	46.4	0.433	0.481	176	417
JAYIUX010000001.1_5	JAYIUX010000001.1	5	503	RM_Type_II__Type_II_MTases_FAM_13	4.6e-14	49.8	0.413	0.483	158	400
JAYIUX010000001.1_5	JAYIUX010000001.1	5	503	RM_Type_II__Type_II_MTases_FAM_6	1.1e-16	58.6	0.441	0.487	177	421
JAYIUX010000001.1_5	JAYIUX010000001.1	5	503	RM_Type_II__Type_II_MTases_FAM_33	1e-38	131.4	0.451	0.477	159	398
JAYIUX010000001.1_5	JAYIUX010000001.1	5	503	RM__Type_I_MTases_FAM_1	6.9e-57	191.0	0.747	0.722	132	494
JAYIUX010000001.1_5	JAYIUX010000001.1	5	503	RM__Type_I_MTases_FAM_3	1e-59	200.3	0.68	0.849	10	436
JAYIUX010000001.1_5	JAYIUX010000001.1	5	503	PrrC__EcoprrI	1.5e-96	322.6	0.954	0.982	7	500
JAYIUX010000001.1_5	JAYIUX010000001.1	5	503	RM__Type_I_MTases_FAM_0	2.8e-167	555.6	0.992	0.99	4	501
JAYIUX010000001.1_140	JAYIUX010000001.1	140	414	Dnd__DndA	8.9e-35	118.3	0.865	0.821	33	372
JAYIUX010000001.1_204	JAYIUX010000001.1	204	521	DISARM__drmC	6.4e-15	53.3	0.494	0.269	329	468
JAYIUX010000002.1_122	JAYIUX010000002.1	391	411	HEC-01__HEC-01B	7.399999999999999e-107	355.6	0.982	0.985	4	408
JAYIUX010000002.1_152	JAYIUX010000002.1	421	368	Veles__VlsB1	9.9e-105	348.6	0.951	0.957	15	366
JAYIUX010000002.1_152	JAYIUX010000002.1	421	368	Veles__VlsB2	5.7e-105	349.4	0.923	0.954	16	366
JAYIUX010000002.1_162	JAYIUX010000002.1	431	800	Wadjet__JetC_III	3.8e-07	25.9	0.493	0.276	489	709
JAYIUX010000002.1_175	JAYIUX010000002.1	444	118	Dpd__QueD	1.6e-57	191.0	0.958	0.975	3	117
JAYIUX010000003.1_3	JAYIUX010000003.1	474	658	Gabija__GajA	4.3e-43	145.9	0.854	0.898	1	591
JAYIUX010000003.1_53	JAYIUX010000003.1	524	862	Dodola__DolB	2.5e-22	77.4	0.597	0.277	485	723
JAYIUX010000003.1_112	JAYIUX010000003.1	583	228	Dpd__QueE	8.6e-07	26.7	0.652	0.658	71	220
JAYIUX010000003.1_113	JAYIUX010000003.1	584	225	Dpd__QueC	1.4e-52	176.1	0.986	0.978	2	221
JAYIUX010000003.1_129	JAYIUX010000003.1	600	601	PsyrTA__PsyrT	3.5e-90	301.0	0.517	0.576	4	349
JAYIUX010000003.1_149	JAYIUX010000003.1	620	308	Brig1__ADP_ribosyl	4.3e-59	198.5	0.439	0.935	5	292
JAYIUX010000004.1_16	JAYIUX010000004.1	658	583	UG6__DnaG	1.9e-34	117.1	0.817	0.492	34	320
JAYIUX010000004.1_87	JAYIUX010000004.1	729	379	PsyrTA__PsyrA	1.5999999999999999e-29	101.0	0.751	0.784	73	369
JAYIUX010000004.1_87	JAYIUX010000004.1	729	379	ShosTA__ShosA	2.9e-56	188.7	0.683	0.541	80	284
JAYIUX010000004.1_106	JAYIUX010000004.1	748	408	RM_Type_II__Type_II_MTases_FAM_22	1.9e-14	51.4	0.459	0.431	9	184
JAYIUX010000004.1_106	JAYIUX010000004.1	748	408	RM_Type_II__Type_II_MTases_FAM_15	2e-17	61.1	0.504	0.424	7	179
JAYIUX010000004.1_106	JAYIUX010000004.1	748	408	RM_Type_II__Type_II_MTases_FAM_16	5.2e-21	73.0	0.53	0.446	12	193
JAYIUX010000004.1_106	JAYIUX010000004.1	748	408	RM_Type_II__Type_II_MTases_FAM_21	7.7e-52	174.4	0.553	0.574	7	240
JAYIUX010000004.1_106	JAYIUX010000004.1	748	408	RM_Type_II__Type_II_MTases_FAM_2	4.2e-55	185.1	0.937	0.902	8	375
JAYIUX010000004.1_106	JAYIUX010000004.1	748	408	Druantia_II__DruM	6.900000000000001e-78	260.4	0.868	0.968	4	398
JAYIUX010000004.1_106	JAYIUX010000004.1	748	408	DISARM_2__drmMII	1.5e-87	292.0	0.968	0.941	8	391
JAYIUX010000004.1_106	JAYIUX010000004.1	748	408	RM_Type_II__Type_II_MTases_FAM_0	6.6e-103	342.7	0.973	0.931	4	383
JAYIUX010000004.1_133	JAYIUX010000004.1	775	238	Zorya_III__ZorF3	8.5e-74	246.5	0.827	0.975	1	232
JAYIUX010000004.1_134	JAYIUX010000004.1	776	217	Zorya__ZorB	3.2e-14	50.8	0.8	0.885	10	201
JAYIUX010000004.1_136	JAYIUX010000004.1	778	245	Zorya_III__ZorG3	1.3e-90	301.5	0.892	0.992	1	243
JAYIUX010000005.1_113	JAYIUX010000005.1	944	195	DEDDh_I_II_III_IV_V_VI_1	3.2e-11	41.6	0.956	0.805	12	168
JAYIUX010000005.1_160	JAYIUX010000005.1	991	155	Veles__VlsC1	2.1e-34	116.7	0.959	0.974	2	152
JAYIUX010000005.1_160	JAYIUX010000005.1	991	155	Veles__VlsC2	8.6e-35	117.9	0.953	0.961	3	151
JAYIUX010000007.1_20	JAYIUX010000007.1	1166	382	Dpd__DpdA	4.3e-08	30.2	0.52	0.545	141	348
JAYIUX010000007.1_74	JAYIUX010000007.1	1220	340	WYL_I_II_III_IV_V_VI_4	4.8e-24	83.3	0.977	0.497	143	311
JAYIUX010000007.1_74	JAYIUX010000007.1	1220	340	WYL_I_II_III_IV_V_VI_1	8.4e-49	164.7	0.974	0.918	4	315
JAYIUX010000007.1_83	JAYIUX010000007.1	1229	1465	Shango__SngC	1.9e-65	219.7	0.732	0.366	25	560
JAYIUX010000007.1_83	JAYIUX010000007.1	1229	1465	BREX__brxHI	1.7e-69	232.9	0.696	0.36	24	550
JAYIUX010000008.1_9	JAYIUX010000008.1	1282	251	Retron_VII_2__DUF3800	6.2e-10	37.6	0.972	0.817	8	212
JAYIUX010000009.1_83	JAYIUX010000009.1	1504	223	AbiV__AbiV	2.2e-11	41.9	0.647	0.587	16	146
JAYIUX010000009.1_100	JAYIUX010000009.1	1521	307	Abi2__Abi_2	1.4000000000000001e-46	157.0	0.994	0.625	33	224
JAYIUX010000009.1_100	JAYIUX010000009.1	1521	307	AbiD__AbiD	8.3e-75	250.0	0.929	0.987	1	303
JAYIUX010000009.1_119	JAYIUX010000009.1	1540	269	Gao_Qat__QatD	1.6e-15	55.0	0.791	0.766	16	221
JAYIUX010000009.1_128	JAYIUX010000009.1	1549	326	DISARM__drmC	2e-15	55.0	0.536	0.417	190	325
JAYIUX010000010.1_92	JAYIUX010000010.1	1644	356	RM_Type_II__Type_II_REase09	1.7e-11	42.9	0.908	0.933	19	350
JAYIUX010000010.1_92	JAYIUX010000010.1	1644	356	Menshen__NsnA	7.9e-63	210.8	0.875	0.963	9	351
JAYIUX010000010.1_107	JAYIUX010000010.1	1659	659	UG35__UvrD	1.2e-83	279.6	0.515	0.634	4	421
JAYIUX010000010.1_107	JAYIUX010000010.1	1659	659	Gabija__GajB_2	3.2e-97	324.4	0.775	0.962	4	637
JAYIUX010000011.1_79	JAYIUX010000011.1	1741	373	SoFic__SoFic	9.6e-121	401.3	0.975	0.93	9	355
JAYIUX010000012.1_6	JAYIUX010000012.1	1799	568	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	4.7e-09	33.8	0.522	0.729	94	507
JAYIUX010000012.1_6	JAYIUX010000012.1	1799	568	Gao_Ppl__PplA	5.400000000000001e-69	230.9	0.585	0.94	30	563
