sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAYIUX010000001.1_RM_Type_I_17	RM	RM_Type_I	Defense	JAYIUX010000001.1_2	JAYIUX010000001.1_5	JAYIUX010000001.1_2,JAYIUX010000001.1_3,JAYIUX010000001.1_5	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JAYIUX010000004.1_Zorya_TypeIII_7	Zorya	Zorya_TypeIII	Defense	JAYIUX010000004.1_133	JAYIUX010000004.1_136	JAYIUX010000004.1_133,JAYIUX010000004.1_134,JAYIUX010000004.1_136	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JAYIUX010000009.1_AbiV_12	AbiV	AbiV	Defense	JAYIUX010000009.1_83	JAYIUX010000009.1_83	JAYIUX010000009.1_83	1	AbiV__AbiV
JAYIUX010000009.1_AbiD_11	AbiD	AbiD	Defense	JAYIUX010000009.1_100	JAYIUX010000009.1_100	JAYIUX010000009.1_100	1	AbiD__AbiD
JAYIUX010000011.1_SoFic_15	SoFIC	SoFic	Defense	JAYIUX010000011.1_79	JAYIUX010000011.1_79	JAYIUX010000011.1_79	1	SoFic__SoFic
JAYIUX010000012.1_Gao_Ppl_9	Gao_Ppl	Gao_Ppl	Defense	JAYIUX010000012.1_6	JAYIUX010000012.1_6	JAYIUX010000012.1_6	1	Gao_Ppl__PplA
JAYIUX010000013.1_RM_Type_I_19	RM	RM_Type_I	Defense	JAYIUX010000013.1_23	JAYIUX010000013.1_26	JAYIUX010000013.1_23,JAYIUX010000013.1_25,JAYIUX010000013.1_26	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
JAYIUX010000023.1_DS-33_10	DS-33	DS-33	Defense	JAYIUX010000023.1_65	JAYIUX010000023.1_65	JAYIUX010000023.1_65	1	DS-33__DS-33
JAYIUX010000024.1_SoFic_8	SoFIC	SoFic	Defense	JAYIUX010000024.1_65	JAYIUX010000024.1_65	JAYIUX010000024.1_65	1	SoFic__SoFic
JAYIUX010000033.1_pAgo_S1B_1	pAgo	pAgo_S1B	Defense	JAYIUX010000033.1_18	JAYIUX010000033.1_19	JAYIUX010000033.1_18,JAYIUX010000033.1_19	2	pAgo__SIR2APAZ,pAgo__pAgo_S1B
JAYIUX010000037.1_Retron_XII_6	Retron	Retron_XII	Defense	JAYIUX010000037.1_45	JAYIUX010000037.1_45	JAYIUX010000037.1_45	1	Retron_XII__RT_12
JAYIUX010000039.1_Wadjet_I_14	Wadjet	Wadjet_I	Defense	JAYIUX010000039.1_10	JAYIUX010000039.1_13	JAYIUX010000039.1_10,JAYIUX010000039.1_12,JAYIUX010000039.1_13	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JAYIUX010000041.1_CBASS_I_3	CBASS	CBASS_I	Defense	JAYIUX010000041.1_1	JAYIUX010000041.1_2	JAYIUX010000041.1_1,JAYIUX010000041.1_2	2	CBASS__Cyclase_new,CBASS__Effector_2TM_S_2TMBeta
JAYIUX010000041.1_ISG15-like_4	ISG15-like	ISG15-like	Defense	JAYIUX010000041.1_8	JAYIUX010000041.1_11	JAYIUX010000041.1_8,JAYIUX010000041.1_9,JAYIUX010000041.1_10,JAYIUX010000041.1_11	4	ISG15-like__BilA,ISG15-like__BilB,ISG15-like__BilC,ISG15-like__BilD
JAYIUX010000041.1_PD-T7-1_5	PD-T7-1	PD-T7-1	Defense	JAYIUX010000041.1_18	JAYIUX010000041.1_18	JAYIUX010000041.1_18	1	PD-T7-1__PD-T7-1
JAYIUX010000050.1_RM_Type_IIG_20	RM	RM_Type_IIG	Defense	JAYIUX010000050.1_1	JAYIUX010000050.1_1	JAYIUX010000050.1_1	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed
