sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAYIMF010000002.1_RM_Type_I_14	RM	RM_Type_I	Defense	JAYIMF010000002.1_259	JAYIMF010000002.1_262	JAYIMF010000002.1_259,JAYIMF010000002.1_261,JAYIMF010000002.1_262	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JAYIMF010000005.1_pAgo_S1B_8	pAgo	pAgo_S1B	Defense	JAYIMF010000005.1_46	JAYIMF010000005.1_47	JAYIMF010000005.1_46,JAYIMF010000005.1_47	2	pAgo__SIR2APAZ,pAgo__pAgo_S1B
JAYIMF010000006.1_Wadjet_I_4	Wadjet	Wadjet_I	Defense	JAYIMF010000006.1_10	JAYIMF010000006.1_13	JAYIMF010000006.1_10,JAYIMF010000006.1_12,JAYIMF010000006.1_13	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JAYIMF010000006.1_SoFic_2	SoFIC	SoFic	Defense	JAYIMF010000006.1_152	JAYIMF010000006.1_152	JAYIMF010000006.1_152	1	SoFic__SoFic
JAYIMF010000010.1_Gao_Ppl_7	Gao_Ppl	Gao_Ppl	Defense	JAYIMF010000010.1_6	JAYIMF010000010.1_6	JAYIMF010000010.1_6	1	Gao_Ppl__PplA
JAYIMF010000011.1_DS-1_9	DS-1	DS-1	Defense	JAYIMF010000011.1_70	JAYIMF010000011.1_71	JAYIMF010000011.1_70,JAYIMF010000011.1_71	2	DS-1__DS-1A,DS-1__DS-1B
JAYIMF010000011.1_RM_Type_III_17	RM	RM_Type_III	Defense	JAYIMF010000011.1_92	JAYIMF010000011.1_93	JAYIMF010000011.1_92,JAYIMF010000011.1_93	2	RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed
JAYIMF010000013.1_RM_Type_I_16	RM	RM_Type_I	Defense	JAYIMF010000013.1_39	JAYIMF010000013.1_42	JAYIMF010000013.1_39,JAYIMF010000013.1_40,JAYIMF010000013.1_42	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
JAYIMF010000016.1_SoFic_11	SoFIC	SoFic	Defense	JAYIMF010000016.1_63	JAYIMF010000016.1_63	JAYIMF010000016.1_63	1	SoFic__SoFic
JAYIMF010000024.1_AbiV_12	AbiV	AbiV	Defense	JAYIMF010000024.1_4	JAYIMF010000024.1_4	JAYIMF010000024.1_4	1	AbiV__AbiV
JAYIMF010000029.1_Retron_XII_1	Retron	Retron_XII	Defense	JAYIMF010000029.1_42	JAYIMF010000029.1_42	JAYIMF010000029.1_42	1	Retron_XII__RT_12
JAYIMF010000038.1_Gabija_10	Gabija	Gabija	Defense	JAYIMF010000038.1_2	JAYIMF010000038.1_3	JAYIMF010000038.1_2,JAYIMF010000038.1_3	2	Gabija__GajA,Gabija__GajB_2
JAYIMF010000039.1_Zorya_TypeIII_5	Zorya	Zorya_TypeIII	Defense	JAYIMF010000039.1_8	JAYIMF010000039.1_11	JAYIMF010000039.1_8,JAYIMF010000039.1_10,JAYIMF010000039.1_11	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JAYIMF010000041.1_Thoeris_IV_6	Thoeris	Thoeris_IV	Defense	JAYIMF010000041.1_1	JAYIMF010000041.1_2	JAYIMF010000041.1_1,JAYIMF010000041.1_2	2	Thoeris_IV__ThsA_Casp4,Thoeris__ThsB_Global
JAYIMF010000045.1_RM_Type_IIG_18	RM	RM_Type_IIG	Defense	JAYIMF010000045.1_1	JAYIMF010000045.1_1	JAYIMF010000045.1_1	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed
