seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
1	550	38	2	1	11	0.2423	0.8588	0.2800	0.0000	0.7200	0.0000	0.0836	0.2600	0.0473	0.0527	0.0018	0.0018	0.0164	0.0000	0.0164	0.3909	0.0564	0.0327	0.8279	0.5069	0.0000	0.0000	0.0000	0.0000	0.0018	128.6659	-232.9892	-593.2613
2	356	9	1	1	11	0.2789	0.8774	0.3062	0.0000	0.6938	0.0000	0.0506	0.3034	0.0365	0.0309	0.0112	0.0000	0.0084	0.0028	0.0000	0.3904	0.0421	0.0112	0.7943	0.5942	0.0000	0.0000	0.0000	0.0000	0.0000	66.3920	-102.0965	-404.8921
3	235	3	0	1	11	0.2991	0.8486	0.2596	0.0000	0.7404	0.0000	0.0426	0.3191	0.0213	0.0213	0.0085	0.0000	0.0128	0.0043	0.0213	0.3830	0.0298	0.0383	0.7796	0.5943	0.0000	0.0000	0.0000	0.0000	0.0000	25.9854	-66.5556	-254.0302
4	251	1	0	0	11	0.3200	0.8183	0.3307	0.0000	0.6693	0.0000	0.0478	0.3028	0.0120	0.0837	0.0159	0.0000	0.0000	0.0000	0.0000	0.3625	0.0996	0.0000	0.7561	0.6544	0.0000	0.0000	0.0000	0.0000	0.0000	23.8793	-29.7682	-318.7850
5	204	4	6	0	11	0.2956	0.8642	0.2843	0.0000	0.7157	0.0000	0.1127	0.3186	0.0294	0.0539	0.0098	0.0000	0.0147	0.0000	0.0147	0.4608	0.0637	0.0294	0.8435	0.5119	0.0000	0.0000	0.0000	0.0000	0.0147	60.7632	-91.4534	-265.7207
6	197	2	1	1	11	0.3214	0.8697	0.2944	0.0000	0.7056	0.0000	0.0812	0.2284	0.0102	0.0558	0.0000	0.0000	0.0152	0.0000	0.0305	0.3198	0.0558	0.0457	0.7667	0.5129	0.0000	0.0000	0.0000	0.0000	0.0051	24.4742	-59.2447	-183.2683
7	166	0	1	0	11	0.2667	0.8504	0.3133	0.0000	0.6867	0.0000	0.0783	0.2590	0.0181	0.0602	0.0060	0.0000	0.0181	0.0000	0.0060	0.3554	0.0663	0.0241	0.7746	0.6168	0.0000	0.0000	0.0000	0.0000	0.0000	24.0877	-44.2326	-182.8635
8	151	0	0	0	11	0.2733	0.8796	0.2980	0.0000	0.7020	0.0000	0.0199	0.3775	0.0199	0.0596	0.0000	0.0000	0.0066	0.0066	0.0265	0.4172	0.0596	0.0397	0.7704	0.6238	0.0000	0.0000	0.0000	0.0000	0.0066	9.9640	-34.7578	-197.6653
9	158	0	1	0	11	0.3758	0.8753	0.3671	0.0000	0.6329	0.0000	0.0316	0.3544	0.0127	0.0570	0.0063	0.0000	0.0063	0.0000	0.0000	0.3987	0.0633	0.0063	0.7641	0.6409	0.0000	0.0000	0.0000	0.0000	0.0000	19.9996	-26.5882	-206.7449
10	149	3	0	0	11	0.2297	0.8591	0.2685	0.0000	0.7315	0.0000	0.0470	0.2282	0.0336	0.0403	0.0134	0.0067	0.0268	0.0067	0.0067	0.3087	0.0604	0.0403	0.8249	0.5339	0.0000	0.0000	0.0000	0.0000	0.0000	16.4552	-47.6703	-135.1732
