sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JASVWG010000013.1_SoFic_9	SoFIC	SoFic	Defense	JASVWG010000013.1_90	JASVWG010000013.1_90	JASVWG010000013.1_90	1	SoFic__SoFic
JASVWG010000015.1_DS-20_2	DS-20	DS-20	Defense	JASVWG010000015.1_72	JASVWG010000015.1_72	JASVWG010000015.1_72	1	DS-20__DS-20
JASVWG010000021.1_PD-Lambda-1_3	PD-Lambda-1	PD-Lambda-1	Defense	JASVWG010000021.1_58	JASVWG010000021.1_58	JASVWG010000021.1_58	1	PD-Lambda-1__PD-Lambda-1
JASVWG010000002.1_CAS_Class1-Subtype-I-F_17	Cas	CAS_Class1-Subtype-I-F	Defense	JASVWG010000002.1_10	JASVWG010000002.1_15	JASVWG010000002.1_10,JASVWG010000002.1_11,JASVWG010000002.1_12,JASVWG010000002.1_13,JASVWG010000002.1_14,JASVWG010000002.1_15	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
JASVWG010000030.1_PD-Lambda-5_16	PD-Lambda-5	PD-Lambda-5	Defense	JASVWG010000030.1_30	JASVWG010000030.1_31	JASVWG010000030.1_30,JASVWG010000030.1_31	2	PD-Lambda-5__PD-Lambda-5_A,PD-Lambda-5__PD-Lambda-5_B
JASVWG010000030.1_Wadjet_I_5	Wadjet	Wadjet_I	Defense	JASVWG010000030.1_42	JASVWG010000030.1_44	JASVWG010000030.1_42,JASVWG010000030.1_43,JASVWG010000030.1_44	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JASVWG010000031.1_Detocs_11	Detocs	Detocs	Defense	JASVWG010000031.1_30	JASVWG010000031.1_32	JASVWG010000031.1_30,JASVWG010000031.1_31,JASVWG010000031.1_32	3	Detocs__dtcA,Detocs__dtcB,Detocs__dtcC
JASVWG010000038.1_SoFic_10	SoFIC	SoFic	Defense	JASVWG010000038.1_6	JASVWG010000038.1_6	JASVWG010000038.1_6	1	SoFic__SoFic
JASVWG010000004.1_CBASS_I_7	CBASS	CBASS_I	Defense	JASVWG010000004.1_111	JASVWG010000004.1_112	JASVWG010000004.1_111,JASVWG010000004.1_112	2	CBASS__2TM_Gros,CBASS__Cyclase_SMODS
JASVWG010000053.1_Damona_1	Damona	Damona	Defense	JASVWG010000053.1_9	JASVWG010000053.1_9	JASVWG010000053.1_9	1	Damona__VCA0399
JASVWG010000056.1_Zorya_TypeIII_8	Zorya	Zorya_TypeIII	Defense	JASVWG010000056.1_21	JASVWG010000056.1_24	JASVWG010000056.1_21,JASVWG010000056.1_22,JASVWG010000056.1_23,JASVWG010000056.1_24	4	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorA,Zorya__ZorB
JASVWG010000009.1_CapRel_15	CapRel	CapRel	Defense	JASVWG010000009.1_66	JASVWG010000009.1_66	JASVWG010000009.1_66	1	CapRel__CapRel
