sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAUBLB010000005.1_Zorya_TypeIII_8	Zorya	Zorya_TypeIII	Defense	JAUBLB010000005.1_14	JAUBLB010000005.1_17	JAUBLB010000005.1_14,JAUBLB010000005.1_15,JAUBLB010000005.1_16,JAUBLB010000005.1_17	4	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorA,Zorya__ZorB
JAUBLB010000012.1_PD-T7-5_10	PD-T7-5	PD-T7-5	Defense	JAUBLB010000012.1_12	JAUBLB010000012.1_12	JAUBLB010000012.1_12	1	PD-T7-5__PD-T7-5
JAUBLB010000022.1_SspBCDE_9	SspBCDE	SspBCDE	Defense	JAUBLB010000022.1_2	JAUBLB010000022.1_4	JAUBLB010000022.1_2,JAUBLB010000022.1_3,JAUBLB010000022.1_4	3	SspBCDE__SspB,SspBCDE__SspC,SspBCDE__SspD
JAUBLB010000030.1_CAS_Class1-Subtype-I-F_13	Cas	CAS_Class1-Subtype-I-F	Defense	JAUBLB010000030.1_23	JAUBLB010000030.1_28	JAUBLB010000030.1_23,JAUBLB010000030.1_24,JAUBLB010000030.1_25,JAUBLB010000030.1_26,JAUBLB010000030.1_27,JAUBLB010000030.1_28	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
JAUBLB010000049.1_CapRel_2	CapRel	CapRel	Defense	JAUBLB010000049.1_31	JAUBLB010000049.1_31	JAUBLB010000049.1_31	1	CapRel__CapRel
JAUBLB010000061.1_RM_Type_I_12	RM	RM_Type_I	Defense	JAUBLB010000061.1_3	JAUBLB010000061.1_7	JAUBLB010000061.1_3,JAUBLB010000061.1_4,JAUBLB010000061.1_7	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JAUBLB010000096.1_Wadjet_I_6	Wadjet	Wadjet_I	Defense	JAUBLB010000096.1_10	JAUBLB010000096.1_15	JAUBLB010000096.1_10,JAUBLB010000096.1_12,JAUBLB010000096.1_14,JAUBLB010000096.1_15	4	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I
JAUBLB010000108.1_AbiD_4	AbiD	AbiD	Defense	JAUBLB010000108.1_4	JAUBLB010000108.1_4	JAUBLB010000108.1_4	1	AbiD__AbiD
JAUBLB010000149.1_Septu_3	Septu	Septu	Defense	JAUBLB010000149.1_1	JAUBLB010000149.1_2	JAUBLB010000149.1_1,JAUBLB010000149.1_2	2	Septu__PtuA_2,Septu__PtuB_2
JAUBLB010000151.1_Prometheus_7	Prometheus	Prometheus	Defense	JAUBLB010000151.1_6	JAUBLB010000151.1_6	JAUBLB010000151.1_6	1	Prometheus__ProA
JAUBLB010000154.1_AbiE_1	AbiE	AbiE	Defense	JAUBLB010000154.1_3	JAUBLB010000154.1_4	JAUBLB010000154.1_3,JAUBLB010000154.1_4	2	AbiEii__AbiEi_3,AbiEii__AbiEii
