hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
JAYGQN010000001.1_91	JAYGQN010000001.1	91	385	SoFic__SoFic	1.1e-123	411.0	0.975	0.904	20	367
JAYGQN010000001.1_119	JAYGQN010000001.1	119	189	cas6f_I_II_III_IV_V_VI_1	1.1999999999999999e-52	176.5	1.0	0.995	1	188
JAYGQN010000001.1_119	JAYGQN010000001.1	119	189	cas6f_I_II_III_IV_V_VI_2	2.3e-56	188.8	1.0	0.995	1	188
JAYGQN010000001.1_119	JAYGQN010000001.1	119	189	cas6f_I_II_III_IV_V_VI_3	8.7e-62	206.6	1.0	0.979	4	188
JAYGQN010000001.1_120	JAYGQN010000001.1	120	346	cas7f_I-F_1	3.2e-135	449.0	1.0	0.983	6	345
JAYGQN010000001.1_120	JAYGQN010000001.1	120	346	cas7f_I-F_2	1.2999999999999999e-141	469.8	0.997	0.971	7	342
JAYGQN010000001.1_121	JAYGQN010000001.1	121	337	cas5f_I-F_1	1.8e-16	58.1	0.51	0.415	11	150
JAYGQN010000001.1_121	JAYGQN010000001.1	121	337	cas5f_I-F_2	2.3e-87	291.0	1.0	0.911	10	316
JAYGQN010000001.1_121	JAYGQN010000001.1	121	337	cas5f_I-F_3	1.9e-101	337.3	1.0	0.908	11	316
JAYGQN010000001.1_121	JAYGQN010000001.1	121	337	cas5f_I-F_4	1.5e-106	354.0	1.0	0.905	11	315
JAYGQN010000001.1_122	JAYGQN010000001.1	122	452	cas8f_I-F_3	2.1999999999999997e-103	344.1	0.984	0.874	39	433
JAYGQN010000001.1_122	JAYGQN010000001.1	122	452	cas8f_I-F_4	1.2e-120	401.3	1.0	0.865	39	429
JAYGQN010000001.1_122	JAYGQN010000001.1	122	452	cas8f_I-F_8	1.2e-124	414.2	1.0	0.863	39	428
JAYGQN010000001.1_123	JAYGQN010000001.1	123	1128	cas3HD_I_1	9.7e-15	52.9	0.837	0.209	98	333
JAYGQN010000001.1_123	JAYGQN010000001.1	123	1128	cas3_I_5	9.9e-75	250.3	0.733	0.62	197	895
JAYGQN010000001.1_123	JAYGQN010000001.1	123	1128	cas3f_I-F_1	0.0	1233.2	0.999	0.995	1	1122
JAYGQN010000001.1_124	JAYGQN010000001.1	124	330	cas1_I_II_III_IV_V_VI_10	2.6e-21	74.1	0.905	0.815	25	293
JAYGQN010000001.1_124	JAYGQN010000001.1	124	330	cas1_I_II_III_IV_V_VI_1	2.8e-33	113.3	0.823	0.83	20	293
JAYGQN010000001.1_124	JAYGQN010000001.1	124	330	cas1_I_II_III_IV_V_VI_2	2.9e-57	191.9	0.988	0.818	20	289
JAYGQN010000001.1_124	JAYGQN010000001.1	124	330	cas1_I_II_III_IV_V_VI_8	2.5e-66	222.0	0.909	0.942	14	324
