hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
JBEGGB010000008.1_37	JBEGGB010000008.1	681	832	BREX__brxHI	1.5e-48	163.7	0.854	0.762	23	656
JBEGGB010000008.1_37	JBEGGB010000008.1	681	832	Shango__SngC	1.9e-62	210.0	0.869	0.772	16	657
JBEGGB010000010.1_49	JBEGGB010000010.1	815	379	PsyrTA__PsyrA	2.8999999999999997e-29	100.3	0.784	0.826	57	369
JBEGGB010000010.1_49	JBEGGB010000010.1	815	379	ShosTA__ShosA	1.7000000000000001e-56	189.6	0.686	0.544	79	284
JBEGGB010000012.1_38	JBEGGB010000012.1	928	180	DarTG__DarG	1.3e-66	222.8	0.744	0.978	1	176
JBEGGB010000015.1_13	JBEGGB010000015.1	1098	368	Veles__VlsB1	2.9e-104	347.1	0.949	0.946	19	366
JBEGGB010000015.1_13	JBEGGB010000015.1	1098	368	Veles__VlsB2	1.7e-104	347.9	0.918	0.951	17	366
JBEGGB010000015.1_36	JBEGGB010000015.1	1121	121	Dpd__QueD	1.1e-57	191.6	0.967	0.959	5	120
JBEGGB010000017.1_27	JBEGGB010000017.1	1216	269	CBASS__AG_E1_ThiF	9.3e-18	62.6	0.717	0.725	13	207
JBEGGB010000022.1_29	JBEGGB010000022.1	1455	298	Ukko__UkkD1	4.6e-61	204.6	0.947	0.883	20	282
JBEGGB010000022.1_29	JBEGGB010000022.1	1455	298	Ukko__UkkD2	4.6e-61	204.6	0.947	0.883	20	282
JBEGGB010000028.1_1	JBEGGB010000028.1	1698	242	Zorya__ZorB	1.7e-11	42.1	0.562	0.558	93	227
JBEGGB010000028.1_11	JBEGGB010000028.1	1708	261	Gao_Qat__QatD	3.2e-16	57.5	0.953	0.954	2	250
JBEGGB010000028.1_12	JBEGGB010000028.1	1709	279	CBASS__AG_E1_ThiF	8.900000000000001e-32	108.5	0.582	0.513	20	162
JBEGGB010000029.1_7	JBEGGB010000029.1	1745	824	Dodola__DolB	4.8e-10	37.1	0.411	0.203	310	476
JBEGGB010000029.1_14	JBEGGB010000029.1	1752	245	DEDDh_I_II_III_IV_V_VI_1	1.7e-35	120.6	0.994	0.665	4	166
JBEGGB010000032.1_12	JBEGGB010000032.1	1883	1168	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.8e-11	41.8	0.646	0.406	657	1130
JBEGGB010000032.1_12	JBEGGB010000032.1	1883	1168	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	2.6e-12	43.7	0.434	0.415	1	485
JBEGGB010000032.1_12	JBEGGB010000032.1	1883	1168	Wadjet__JetC_I	6.9e-14	48.7	0.448	0.428	343	842
JBEGGB010000032.1_26	JBEGGB010000032.1	1897	482	DEDDh_I_II_III_IV_V_VI_1	5e-17	60.6	0.975	0.373	6	185
JBEGGB010000033.1_34	JBEGGB010000033.1	1945	1481	Shango__SngC	2.5e-65	219.5	0.744	0.369	16	561
JBEGGB010000033.1_34	JBEGGB010000033.1	1945	1481	BREX__brxHI	3.7e-70	235.1	0.726	0.369	6	552
JBEGGB010000035.1_4	JBEGGB010000035.1	1994	325	Zorya__ZorB	1.6e-06	25.7	0.596	0.468	119	270
JBEGGB010000037.1_22	JBEGGB010000037.1	2071	355	RM_Type_II__Type_II_MTases_FAM_38	5.9e-07	27.2	0.45	0.403	43	185
JBEGGB010000039.1_10	JBEGGB010000039.1	2121	366	CBASS__AG_E1_ThiF	1.4000000000000002e-69	232.3	0.992	0.65	104	341
JBEGGB010000039.1_31	JBEGGB010000039.1	2142	761	Dodola__DolB	2.1000000000000002e-20	71.2	0.488	0.252	430	621
JBEGGB010000040.1_11	JBEGGB010000040.1	2159	711	csf4_IV-A_1	1e-39	134.8	0.904	0.914	39	688
JBEGGB010000045.1_32	JBEGGB010000045.1	2331	214	Dpd__QueC	8.499999999999999e-47	157.3	0.941	0.981	1	210
JBEGGB010000046.1_26	JBEGGB010000046.1	2360	269	Gao_Qat__QatD	2.1e-15	54.8	0.799	0.773	16	223
JBEGGB010000047.1_24	JBEGGB010000047.1	2390	832	BREX__brxHI	4.5e-43	145.6	0.463	0.406	77	414
