hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
JAYGQO010000001.1_25	JAYGQO010000001.1	25	370	Veles__VlsB1	1.1e-123	411.0	0.97	0.978	3	364
JAYGQO010000001.1_25	JAYGQO010000001.1	25	370	Veles__VlsB2	2.6e-126	419.8	0.936	0.981	2	364
JAYGQO010000001.1_63	JAYGQO010000001.1	63	761	Dodola__DolB	1.2000000000000001e-20	72.0	0.491	0.254	429	621
JAYGQO010000001.1_84	JAYGQO010000001.1	84	381	CBASS__AG_E1_ThiF	3.2000000000000003e-71	237.6	0.992	0.625	119	356
JAYGQO010000001.1_143	JAYGQO010000001.1	143	245	DS-35__DS-35	5.9e-64	214.4	0.873	0.939	5	234
JAYGQO010000001.1_147	JAYGQO010000001.1	147	591	Gao_Her_DUF__HerA_DUF	7.6e-13	46.2	0.407	0.423	5	254
JAYGQO010000001.1_147	JAYGQO010000001.1	147	591	PD-T7-2__PD-T7-2_B	8.699999999999999e-33	111.5	0.543	0.533	3	317
JAYGQO010000001.1_148	JAYGQO010000001.1	148	382	PD-T7-2__PD-T7-2_A	8.599999999999999e-22	75.5	0.522	0.639	90	333
JAYGQO010000001.1_150	JAYGQO010000001.1	150	1427	Hypnos__HyoA	0.0	1319.3	0.994	0.995	3	1422
JAYGQO010000001.1_169	JAYGQO010000001.1	169	583	Gabija__GajB_3	1.2e-11	42.5	0.503	0.393	18	246
JAYGQO010000001.1_169	JAYGQO010000001.1	169	583	UG35__UvrD	5.3e-31	105.5	0.442	0.614	13	370
JAYGQO010000001.1_169	JAYGQO010000001.1	169	583	Gabija__GajB_2	2.3999999999999996e-94	315.0	0.732	0.966	4	566
JAYGQO010000001.1_170	JAYGQO010000001.1	170	600	Septu__PtuA	1.9e-21	75.4	0.784	0.607	1	364
JAYGQO010000001.1_170	JAYGQO010000001.1	170	600	Gabija__GajA	5.4e-117	390.1	0.99	0.997	1	598
JAYGQO010000001.1_176	JAYGQO010000001.1	176	78	MazEF__MazE	9.8e-12	42.8	0.525	0.538	2	43
JAYGQO010000001.1_224	JAYGQO010000001.1	224	488	RM_Type_II__Type_II_MTases_FAM_0	8.4e-21	72.6	0.481	0.404	13	209
JAYGQO010000001.1_224	JAYGQO010000001.1	224	488	Druantia_II__DruM	1.1e-24	85.3	0.447	0.414	8	209
JAYGQO010000001.1_224	JAYGQO010000001.1	224	488	RM_Type_II__Type_II_MTases_FAM_2	2.4e-28	97.4	0.514	0.402	14	209
JAYGQO010000001.1_255	JAYGQO010000001.1	255	502	Septu__PtuA_2	1.8e-134	447.2	0.964	0.992	3	500
JAYGQO010000001.1_256	JAYGQO010000001.1	256	283	Septu__PtuB_2	4.6e-34	116.4	0.673	0.696	75	271
JAYGQO010000001.1_263	JAYGQO010000001.1	263	983	Gabija__GajB_3	3.3e-09	34.4	0.593	0.266	650	910
JAYGQO010000001.1_263	JAYGQO010000001.1	263	983	Gabija__GajB_2	1e-40	137.9	0.53	0.302	618	914
JAYGQO010000001.1_276	JAYGQO010000001.1	276	769	Septu__PtuB	8.3e-22	76.6	0.766	0.293	1	225
JAYGQO010000001.1_276	JAYGQO010000001.1	276	769	Septu__PtuA	2.5e-55	187.0	0.968	0.551	321	744
JAYGQO010000001.1_277	JAYGQO010000001.1	277	315	Retron_I_A__HNH_TIGR02646	1e-10	39.7	0.41	0.381	1	120
JAYGQO010000001.1_277	JAYGQO010000001.1	277	315	Septu__PtuB	1.3999999999999998e-41	141.1	0.907	0.987	1	311
JAYGQO010000001.1_282	JAYGQO010000001.1	282	321	SspBCDE__SspD	1.3e-06	26.2	0.468	0.421	122	256
JAYGQO010000001.1_289	JAYGQO010000001.1	289	155	Veles__VlsC1	2.6999999999999997e-37	126.2	0.959	0.974	2	152
JAYGQO010000001.1_289	JAYGQO010000001.1	289	155	Veles__VlsC2	2.4e-37	126.3	0.953	0.961	3	151
JAYGQO010000001.1_335	JAYGQO010000001.1	335	195	DEDDh_I_II_III_IV_V_VI_1	2.4e-10	38.8	0.956	0.805	12	168
JAYGQO010000001.1_479	JAYGQO010000001.1	479	1465	Shango__SngC	4.4999999999999995e-67	225.2	0.733	0.367	24	560
JAYGQO010000001.1_479	JAYGQO010000001.1	479	1465	BREX__brxHI	2.5e-71	239.0	0.767	0.392	8	582
JAYGQO010000001.1_488	JAYGQO010000001.1	488	322	WYL_I_II_III_IV_V_VI_4	8.2e-24	82.6	0.983	0.528	142	311
JAYGQO010000001.1_488	JAYGQO010000001.1	488	322	WYL_I_II_III_IV_V_VI_1	1.2e-49	167.5	0.968	0.963	4	313
JAYGQO010000001.1_549	JAYGQO010000001.1	549	382	Dpd__DpdA	1.6e-07	28.4	0.52	0.545	141	348
JAYGQO010000001.1_662	JAYGQO010000001.1	662	234	RM_Type_II__Type_II_MTases_FAM_17	1.3e-06	26.1	0.819	0.765	13	191
JAYGQO010000001.1_662	JAYGQO010000001.1	662	234	RM_Type_II__Type_II_MTases_FAM_3	4.5e-38	129.3	0.903	0.987	2	232
JAYGQO010000001.1_662	JAYGQO010000001.1	662	234	RM_Type_II__Type_II_MTases_FAM_1	4.7e-40	135.8	0.879	0.983	2	231
JAYGQO010000002.1_143	JAYGQO010000002.1	1041	306	Brig1__ADP_ribosyl	3.2e-57	192.4	0.442	0.938	5	291
JAYGQO010000002.1_161	JAYGQO010000002.1	1059	599	PsyrTA__PsyrT	3.9e-91	304.2	0.52	0.581	4	351
JAYGQO010000002.1_176	JAYGQO010000002.1	1074	214	Dpd__QueC	1.7e-48	162.8	0.941	0.981	1	210
JAYGQO010000002.1_177	JAYGQO010000002.1	1075	240	Dpd__QueE	8e-06	23.6	0.57	0.546	82	212
JAYGQO010000002.1_234	JAYGQO010000002.1	1132	862	Dodola__DolB	5.3e-22	76.4	0.587	0.273	489	723
JAYGQO010000002.1_292	JAYGQO010000002.1	1190	380	RM_Type_II__Type_II_MTases_FAM_12	4.1e-06	24.3	0.456	0.342	23	152
JAYGQO010000002.1_292	JAYGQO010000002.1	1190	380	RM_Type_II__Type_II_MTases_FAM_3	6.4e-14	50.1	0.664	0.447	32	201
JAYGQO010000002.1_292	JAYGQO010000002.1	1190	380	RM_Type_II__Type_II_MTases_FAM_1	4.2e-26	90.1	0.652	0.45	32	202
JAYGQO010000002.1_292	JAYGQO010000002.1	1190	380	RM_Type_II__Type_II_MTases_FAM_8	3.3e-48	162.3	0.706	0.447	32	201
JAYGQO010000002.1_294	JAYGQO010000002.1	1192	333	RM_Type_IV__FAM_1	6.5000000000000004e-46	155.6	0.437	0.664	73	293
JAYGQO010000002.1_295	JAYGQO010000002.1	1193	451	RM_Type_IV__Type_IV_01	5.999999999999999e-29	100.2	0.812	0.949	19	446
JAYGQO010000002.1_346	JAYGQO010000002.1	1244	180	DarTG__DarG	8.599999999999999e-67	223.4	0.735	0.967	1	174
JAYGQO010000002.1_617	JAYGQO010000002.1	1515	368	Veles__VlsB1	1.2e-95	318.7	0.949	0.946	19	366
JAYGQO010000002.1_617	JAYGQO010000002.1	1515	368	Veles__VlsB2	5.5000000000000005e-96	319.9	0.918	0.951	17	366
JAYGQO010000002.1_636	JAYGQO010000002.1	1534	118	Dpd__QueD	4.6e-57	189.6	0.958	0.975	3	117
JAYGQO010000002.1_767	JAYGQO010000002.1	1665	246	Zorya_III__ZorG3	3.7e-92	306.7	0.892	0.992	1	244
JAYGQO010000002.1_769	JAYGQO010000002.1	1667	222	Zorya__ZorB	4.8e-16	56.9	0.845	0.914	8	210
JAYGQO010000002.1_770	JAYGQO010000002.1	1668	219	Zorya_III__ZorF3	1.6e-79	265.3	0.835	0.977	1	214
JAYGQO010000002.1_819	JAYGQO010000002.1	1717	379	PsyrTA__PsyrA	6.0000000000000005e-31	105.8	0.769	0.802	66	369
JAYGQO010000002.1_819	JAYGQO010000002.1	1717	379	ShosTA__ShosA	6.1e-57	191.0	0.729	0.578	66	284
JAYGQO010000003.1_7	JAYGQO010000003.1	1732	245	DEDDh_I_II_III_IV_V_VI_1	5.1e-35	119.0	0.994	0.665	4	166
JAYGQO010000003.1_238	JAYGQO010000003.1	1963	506	RM_Type_II__Type_II_MTases_FAM_8	1.4e-12	45.5	0.468	0.437	136	356
JAYGQO010000003.1_238	JAYGQO010000003.1	1963	506	RM_Type_II__Type_II_MTases_FAM_1	1.4e-21	75.2	0.564	0.298	37	187
JAYGQO010000003.1_238	JAYGQO010000003.1	1963	506	RM_Type_II__Type_II_MTases_FAM_3	9.6e-31	105.2	0.925	0.656	39	370
JAYGQO010000003.1_238	JAYGQO010000003.1	1963	506	RM_Type_II__Type_II_MTases_FAM_37	9e-48	161.1	0.786	0.646	38	364
JAYGQO010000003.1_238	JAYGQO010000003.1	1963	506	RM_Type_III__Type_III_MTases_FAM_0	1.3e-127	425.4	0.695	0.773	2	392
JAYGQO010000003.1_239	JAYGQO010000003.1	1964	884	RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed	4e-112	374.0	0.931	0.938	51	879
JAYGQO010000003.1_248	JAYGQO010000003.1	1973	971	Gabija__GajB_3	8.8e-10	36.3	0.615	0.272	586	849
JAYGQO010000003.1_248	JAYGQO010000003.1	1973	971	Gabija__GajB_2	1.3e-68	230.1	0.74	0.665	209	854
