sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEGFY010000005.1_SoFic_13	SoFIC	SoFic	Defense	JBEGFY010000005.1_77	JBEGFY010000005.1_77	JBEGFY010000005.1_77	1	SoFic__SoFic
JBEGFY010000047.1_Wadjet_I_9	Wadjet	Wadjet_I	Defense	JBEGFY010000047.1_12	JBEGFY010000047.1_14	JBEGFY010000047.1_12,JBEGFY010000047.1_13,JBEGFY010000047.1_14	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JBEGFY010000049.1_Zorya_TypeIII_2	Zorya	Zorya_TypeIII	Defense	JBEGFY010000049.1_21	JBEGFY010000049.1_24	JBEGFY010000049.1_21,JBEGFY010000049.1_22,JBEGFY010000049.1_23,JBEGFY010000049.1_24	4	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorA,Zorya__ZorB
JBEGFY010000099.1_Prometheus_12	Prometheus	Prometheus	Defense	JBEGFY010000099.1_3	JBEGFY010000099.1_3	JBEGFY010000099.1_3	1	Prometheus__ProA
JBEGFY010000107.1_DS-2_5	DS-2	DS-2	Defense	JBEGFY010000107.1_1	JBEGFY010000107.1_3	JBEGFY010000107.1_1,JBEGFY010000107.1_2,JBEGFY010000107.1_3	3	CBASS__Cyclase_new,CBASS__Effector_2TM_S_2TMBeta,DS-2__DS-2C
JBEGFY010000107.1_Gabija_6	Gabija	Gabija	Defense	JBEGFY010000107.1_5	JBEGFY010000107.1_6	JBEGFY010000107.1_5,JBEGFY010000107.1_6	2	Gabija__GajA,Gabija__GajB_1
JBEGFY010000133.1_RM_Type_I_18	RM	RM_Type_I	Defense	JBEGFY010000133.1_5	JBEGFY010000133.1_10	JBEGFY010000133.1_5,JBEGFY010000133.1_7,JBEGFY010000133.1_10	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
JBEGFY010000136.1_RloC_14	RloC	RloC	Defense	JBEGFY010000136.1_5	JBEGFY010000136.1_5	JBEGFY010000136.1_5	1	RloC__RloC
JBEGFY010000141.1_RM_Type_I_16	RM	RM_Type_I	Defense	JBEGFY010000141.1_3	JBEGFY010000141.1_7	JBEGFY010000141.1_3,JBEGFY010000141.1_6,JBEGFY010000141.1_7	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JBEGFY010000173.1_HEC-09_10	HEC-09	HEC-09	Defense	JBEGFY010000173.1_2	JBEGFY010000173.1_2	JBEGFY010000173.1_2	1	HEC-09__HEC-09
JBEGFY010000180.1_HEC-09_11	HEC-09	HEC-09	Defense	JBEGFY010000180.1_1	JBEGFY010000180.1_1	JBEGFY010000180.1_1	1	HEC-09__HEC-09
JBEGFY010000183.1_AbiE_1	AbiE	AbiE	Defense	JBEGFY010000183.1_3	JBEGFY010000183.1_4	JBEGFY010000183.1_3,JBEGFY010000183.1_4	2	AbiEii__AbiEi_3,AbiEii__AbiEii
JBEGFY010000199.1_Gabija_7	Gabija	Gabija	Defense	JBEGFY010000199.1_1	JBEGFY010000199.1_2	JBEGFY010000199.1_1,JBEGFY010000199.1_2	2	Gabija__GajA,Gabija__GajB_2
