replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
JAYGQO010000001.1	JAYGQO010000001.1_143	DS-35__DS-35	143	defense-finder-models/DefenseFinder/DS-35/DS-35	JAYGQO010000001.1_DS-35_5	1	1	1.0	1.0	1	DS-35__DS-35	mandatory	245	5.9e-64	214.4	0.873	0.939	5	234			DS-35	DS-35	Defense
JAYGQO010000001.1	JAYGQO010000001.1_147	PD-T7-2__PD-T7-2_B	147	defense-finder-models/DefenseFinder/PD-T7-2/PD-T7-2	JAYGQO010000001.1_PD-T7-2_8	1	1	1.0	2.0	1	PD-T7-2__PD-T7-2_B	mandatory	591	8.7e-33	111.5	0.543	0.533	3	317			PD-T7-2	PD-T7-2	Defense
JAYGQO010000001.1	JAYGQO010000001.1_148	PD-T7-2__PD-T7-2_A	148	defense-finder-models/DefenseFinder/PD-T7-2/PD-T7-2	JAYGQO010000001.1_PD-T7-2_8	1	1	1.0	2.0	1	PD-T7-2__PD-T7-2_A	mandatory	382	8.6e-22	75.5	0.522	0.639	90	333			PD-T7-2	PD-T7-2	Defense
JAYGQO010000001.1	JAYGQO010000001.1_150	Hypnos__HyoA	150	defense-finder-models/DefenseFinder/Hypnos/Hypnos	JAYGQO010000001.1_Hypnos_7	1	1	1.0	1.0	1	Hypnos__HyoA	mandatory	1427	0.0	1319.3	0.994	0.995	3	1422			Hypnos	Hypnos	Defense
JAYGQO010000001.1	JAYGQO010000001.1_169	Gabija__GajB_2	169	defense-finder-models/DefenseFinder/Gabija/Gabija	JAYGQO010000001.1_Gabija_6	1	1	1.0	2.0	1	Gabija__GajB_1	mandatory	583	2.4e-94	315.0	0.732	0.966	4	566			Gabija	Gabija	Defense
JAYGQO010000001.1	JAYGQO010000001.1_170	Gabija__GajA	170	defense-finder-models/DefenseFinder/Gabija/Gabija	JAYGQO010000001.1_Gabija_6	1	1	1.0	2.0	1	Gabija__GajA	mandatory	600	5.4e-117	390.1	0.99	0.997	1	598			Gabija	Gabija	Defense
JAYGQO010000001.1	JAYGQO010000001.1_255	Septu__PtuA_2	255	defense-finder-models/DefenseFinder/Septu/Septu	JAYGQO010000001.1_Septu_9	1	1	1.0	2.0	1	Septu__PtuA	mandatory	502	1.8e-134	447.2	0.964	0.992	3	500			Septu	Septu	Defense
JAYGQO010000001.1	JAYGQO010000001.1_256	Septu__PtuB_2	256	defense-finder-models/DefenseFinder/Septu/Septu	JAYGQO010000001.1_Septu_9	1	1	1.0	2.0	1	Septu__PtuB	mandatory	283	4.6e-34	116.4	0.673	0.696	75	271			Septu	Septu	Defense
JAYGQO010000001.1	JAYGQO010000001.1_276	Septu__PtuA	276	defense-finder-models/DefenseFinder/Septu/Septu	JAYGQO010000001.1_Septu_10	1	1	1.0	2.0	1	Septu__PtuA	mandatory	769	2.4999999999999997e-55	187.0	0.968	0.551	321	744			Septu	Septu	Defense
JAYGQO010000001.1	JAYGQO010000001.1_277	Septu__PtuB	277	defense-finder-models/DefenseFinder/Septu/Septu	JAYGQO010000001.1_Septu_10	1	1	1.0	2.0	1	Septu__PtuB	mandatory	315	1.3999999999999998e-41	141.1	0.907	0.987	1	311			Septu	Septu	Defense
